Transaction Date,Customer,TransLineID,TransID,Num,Dim1,Dim2,Dim3,Expression1,Expression2,Expression3
03/02/2022,Customer 2,1,424,9,A,b,Z,155,0,0.12397
13/05/2022,Customer 2,1,425,10,C,f,X,23,2,0.24056
08/05/2022,Customer 2,1,426,11,C,f,Y,52,0,0.05385
07/01/2022,Customer 2,2,426,11,B,c,Z,304,0,0.08613
07/04/2022,Customer 2,1,427,12,B,d,X,31,0,0.27314
23/05/2022,Customer 2,2,427,12,B,c,Z,6,0,0.32904
07/05/2022,Customer 2,3,427,12,C,e,X,32,0,0.16994
29/03/2022,Customer 2,1,428,13,C,e,Y,357,0,0.32320
11/01/2022,Customer 2,1,429,14,B,d,Y,249,1,0.51782
27/02/2022,Customer 2,1,430,15,B,c,Y,10,1,0.18320
04/02/2022,Customer 2,1,431,16,C,f,Y,186,0,0.15460
07/01/2022,Customer 2,1,432,17,A,a,Y,10,0,0.03054
23/03/2022,Customer 2,1,433,18,C,f,X,260,2,0.23277
25/03/2022,Customer 2,1,434,19,A,a,X,0,0,0.00136
04/05/2022,Customer 2,2,434,19,B,c,X,77,0,0.10388
19/02/2022,Customer 2,1,435,20,C,e,Z,100,2,0.63812
03/02/2022,Customer 2,2,435,20,B,c,X,118,1,0.19229
23/05/2022,Customer 2,3,435,20,A,a,X,0,0,0.02779
15/05/2022,Customer 2,4,435,20,A,a,Z,2,0,0.11964
10/03/2022,Customer 2,5,435,20,B,d,X,24,0,0.28873
08/05/2022,Customer 2,1,436,21,B,d,Y,7,1,0.09817
23/05/2022,Customer 2,2,436,21,C,e,Z,133,0,0.41100
05/03/2022,Customer 2,3,436,21,C,f,Z,216,2,0.44901
13/02/2022,Customer 2,4,436,21,B,c,Z,238,2,0.12574
20/02/2022,Customer 2,5,436,21,B,c,Y,8,2,0.11581
02/03/2022,Customer 2,1,437,22,C,e,Y,177,2,0.28379
08/05/2022,Customer 2,1,438,23,B,c,X,206,3,0.01556
02/03/2022,Customer 2,1,439,24,C,f,X,187,0,0.76051
02/05/2022,Customer 2,2,439,24,A,a,Y,83,1,0.14016
15/01/2022,Customer 2,1,440,25,B,c,Y,292,3,0.24107
09/02/2022,Customer 2,2,440,25,A,b,Z,50,0,0.13607
03/02/2022,Customer 2,1,441,26,C,f,Y,81,1,0.69777
03/05/2022,Customer 2,1,442,1,A,a,Z,15,0,0.01945
28/02/2022,Customer 2,2,442,1,C,e,Z,192,3,0.65730
27/04/2022,Customer 2,1,443,2,C,f,Y,328,3,0.37072
06/04/2022,Customer 2,1,444,3,A,a,Y,9,1,0.05368
31/03/2022,Customer 2,1,445,4,B,c,Z,27,1,0.23865
14/03/2022,Customer 2,2,445,4,A,a,Y,0,0,0.02156
26/04/2022,Customer 2,3,445,4,C,e,Z,19,5,0.42930
09/05/2022,Customer 2,1,446,5,B,c,Z,253,3,0.32721
06/05/2022,Customer 2,2,446,5,C,f,X,22,3,0.13596
23/03/2022,Customer 2,3,446,5,B,c,Y,22,1,0.05878
21/01/2022,Customer 2,4,446,5,B,c,Z,23,3,0.01533
27/02/2022,Customer 2,1,447,6,C,e,X,35,3,0.27927
01/02/2022,Customer 2,1,448,7,C,e,Y,216,0,0.66257
23/02/2022,Customer 2,1,449,8,C,e,Y,175,2,0.07747
14/03/2022,Customer 2,1,450,9,A,b,Y,3,0,0.01501
02/05/2022,Customer 2,1,451,10,A,a,Z,2,0,0.04067
19/03/2022,Customer 2,1,452,11,B,d,X,125,1,0.52786
05/02/2022,Customer 2,2,452,11,C,f,Y,144,4,0.29751
28/02/2022,Customer 2,3,452,11,B,c,Y,316,1,0.21420
30/04/2022,Customer 2,4,452,11,C,e,X,83,1,0.52744
28/02/2022,Customer 2,1,453,12,A,a,X,11,0,0.00431
29/01/2022,Customer 2,2,453,12,C,f,Z,201,4,0.59859
26/05/2022,Customer 2,1,454,13,B,c,Y,105,0,0.08441
20/04/2022,Customer 2,2,454,13,C,f,Y,699,0,0.87476
12/04/2022,Customer 2,3,454,13,B,c,Z,257,3,0.00581
19/05/2022,Customer 2,4,454,13,C,e,X,39,1,0.66905
15/03/2022,Customer 2,1,455,14,B,d,Y,249,3,0.17643
07/04/2022,Customer 2,2,455,14,C,f,Z,610,1,0.06434
09/01/2022,Customer 2,3,455,14,C,e,X,200,4,0.13534
18/05/2022,Customer 2,4,455,14,B,c,X,4,0,0.12333
18/03/2022,Customer 2,5,455,14,A,a,X,3,1,0.07211
07/05/2022,Customer 2,6,455,14,A,b,Z,1,0,0.17327
24/04/2022,Customer 2,7,455,14,B,c,Y,242,2,0.00804
16/04/2022,Customer 2,8,455,14,A,a,Z,7,0,0.08283
16/01/2022,Customer 2,9,455,14,B,c,Z,309,0,0.22048
05/02/2022,Customer 2,10,455,14,A,a,Y,11,0,0.00759
23/04/2022,Customer 2,1,456,15,B,c,Z,97,0,0.31538
30/01/2022,Customer 2,1,457,16,B,c,Z,106,0,0.38785
03/04/2022,Customer 2,1,458,17,B,d,Z,64,1,0.38407
04/02/2022,Customer 2,2,458,17,A,a,Y,9,0,0.03623
29/04/2022,Customer 2,3,458,17,C,e,Y,140,2,0.30817
09/03/2022,Customer 2,4,458,17,A,b,Y,101,2,0.28910
24/01/2022,Customer 2,5,458,17,B,d,X,394,1,0.14036
22/04/2022,Customer 2,1,459,18,A,a,Y,7,0,0.01351
19/03/2022,Customer 2,1,460,19,B,c,Z,12,1,0.24488
04/02/2022,Customer 2,2,460,19,C,e,Z,26,3,0.55907
01/03/2022,Customer 2,1,461,20,A,b,Z,109,0,0.01232
07/01/2022,Customer 2,1,462,21,B,c,Y,59,2,0.25964
11/02/2022,Customer 2,1,463,22,A,b,Z,230,0,0.29994
13/01/2022,Customer 2,2,463,22,C,e,X,7,4,0.38840
20/01/2022,Customer 2,1,464,23,A,a,Z,44,0,0.06728
03/05/2022,Customer 2,1,465,24,B,d,Y,50,4,0.48995
09/02/2022,Customer 2,2,465,24,C,f,Z,139,1,0.01705
04/03/2022,Customer 2,3,465,24,B,d,Y,237,3,0.51281
20/04/2022,Customer 2,4,465,24,B,c,X,235,1,0.22057
04/04/2022,Customer 2,5,465,24,A,a,X,3,0,0.06134
16/02/2022,Customer 2,1,466,25,A,a,X,0,0,0.00918
03/04/2022,Customer 2,2,466,25,A,b,X,33,0,0.13342
02/04/2022,Customer 2,3,466,25,B,d,Y,19,2,0.07680
05/02/2022,Customer 2,1,467,26,B,c,Y,108,0,0.34214
10/02/2022,Customer 2,2,467,26,C,e,Z,452,0,0.05324
29/04/2022,Customer 2,3,467,26,B,c,Y,54,0,0.36655
10/05/2022,Customer 2,1,468,1,A,a,X,19,0,0.02561
07/04/2022,Customer 2,2,468,1,C,f,Y,257,2,0.72912
28/02/2022,Customer 2,3,468,1,A,b,X,130,1,0.20874
24/02/2022,Customer 2,4,468,1,C,f,Y,303,0,0.06768
06/02/2022,Customer 2,5,468,1,A,a,Y,42,1,0.15366
12/03/2022,Customer 2,1,469,2,B,c,Y,8,0,0.15784
31/01/2022,Customer 2,1,470,3,B,d,X,190,4,0.32452
27/04/2022,Customer 2,2,470,3,A,b,X,36,0,0.05130
14/05/2022,Customer 2,1,471,4,B,c,Z,44,0,0.14537
15/03/2022,Customer 2,1,472,5,A,b,Y,125,1,0.03375
16/01/2022,Customer 2,1,473,6,B,d,Z,23,2,0.40520
20/01/2022,Customer 2,1,474,7,A,a,X,28,0,0.08613
18/04/2022,Customer 2,1,475,8,B,d,Z,64,2,0.53238
11/02/2022,Customer 2,1,476,9,A,b,Z,62,0,0.05722
25/04/2022,Customer 2,1,477,10,C,f,X,435,0,0.22657
21/01/2022,Customer 2,2,477,10,A,b,Y,60,1,0.03625
11/05/2022,Customer 2,1,478,11,B,d,X,300,2,0.06512
20/03/2022,Customer 2,1,479,12,C,e,Y,336,1,0.71795
02/04/2022,Customer 2,1,480,13,C,e,Z,314,5,0.39914
09/04/2022,Customer 2,2,480,13,C,e,Y,528,4,0.09300
18/01/2022,Customer 2,3,480,13,C,f,X,275,0,0.75763
22/03/2022,Customer 2,4,480,13,B,c,X,15,1,0.10375
04/03/2022,Customer 2,5,480,13,A,a,X,0,0,0.05820
09/01/2022,Customer 2,6,480,13,B,d,Y,17,0,0.46772
19/01/2022,Customer 2,1,481,14,A,a,Z,0,0,0.04108
22/02/2022,Customer 2,2,481,14,B,d,Z,183,2,0.47925
05/01/2022,Customer 2,3,481,14,C,f,Y,46,4,0.53868
07/05/2022,Customer 2,1,482,15,B,c,Y,239,1,0.09084
07/02/2022,Customer 2,2,482,15,A,b,X,47,0,0.03310
04/02/2022,Customer 2,1,483,16,A,b,Y,16,0,0.02863
29/12/2021,Customer 2,2,483,16,A,a,Z,40,0,0.10044
20/03/2022,Customer 2,3,483,16,C,f,X,129,2,0.82091
11/03/2022,Customer 2,4,483,16,B,c,X,112,1,0.03026
18/03/2022,Customer 2,1,484,17,B,d,Z,109,0,0.00485
20/03/2022,Customer 2,2,484,17,A,b,X,11,0,0.00793
15/05/2022,Customer 2,3,484,17,C,e,X,242,1,0.34323
10/04/2022,Customer 2,1,485,18,A,b,Y,118,1,0.16603
13/04/2022,Customer 2,1,486,19,B,d,Y,46,0,0.44958
27/03/2022,Customer 2,1,487,20,A,a,Y,77,0,0.05580
13/02/2022,Customer 2,2,487,20,A,b,Y,9,0,0.04462
21/03/2022,Customer 2,1,488,21,B,d,X,6,4,0.19832
10/01/2022,Customer 2,2,488,21,B,c,Y,194,1,0.01811
12/01/2022,Customer 2,3,488,21,A,b,Z,18,0,0.10872
21/02/2022,Customer 2,4,488,21,A,b,Z,137,0,0.07815
22/02/2022,Customer 2,1,489,22,B,d,Z,63,3,0.46892
19/01/2022,Customer 2,1,490,23,B,c,Y,4,0,0.17076
17/05/2022,Customer 2,2,490,23,B,d,X,206,2,0.49987
04/04/2022,Customer 2,3,490,23,A,b,Z,35,0,0.21520
22/03/2022,Customer 2,1,491,24,C,f,Z,220,2,0.59872
01/05/2022,Customer 2,2,491,24,B,d,Z,330,3,0.12888
17/03/2022,Customer 2,1,492,25,A,b,X,3,0,0.26876
09/01/2022,Customer 2,2,492,25,C,f,Z,114,3,0.64382
10/05/2022,Customer 2,3,492,25,C,f,Y,192,4,0.57250
08/01/2022,Customer 2,1,493,26,A,b,Y,55,1,0.17655
24/04/2022,Customer 2,1,494,1,B,d,Y,479,2,0.48498
15/04/2022,Customer 2,2,494,1,C,f,Z,213,4,0.74874
24/02/2022,Customer 2,3,494,1,A,b,Z,23,1,0.07365
18/02/2022,Customer 2,1,495,2,C,f,Z,327,4,0.15424
10/03/2022,Customer 2,1,496,3,C,e,Z,572,4,0.16877
24/02/2022,Customer 2,2,496,3,A,a,X,3,0,0.00846
29/04/2022,Customer 2,1,497,4,C,e,Z,134,2,0.35714
12/03/2022,Customer 2,2,497,4,B,d,Y,475,0,0.42593
17/05/2022,Customer 2,1,498,5,C,f,Y,6,3,0.90856
29/01/2022,Customer 2,1,499,6,C,e,Y,46,3,0.32285
30/01/2022,Customer 2,2,499,6,A,a,Y,24,1,0.03061
04/01/2022,Customer 2,3,499,6,A,b,Y,3,0,0.16314
30/01/2022,Customer 2,1,500,7,A,b,X,83,0,0.08737
16/03/2022,Customer 2,1,501,8,A,a,Z,1,0,0.03249
30/04/2022,Customer 2,1,502,9,A,b,X,18,1,0.23816
08/01/2022,Customer 2,2,502,9,A,a,Y,18,0,0.04413
18/01/2022,Customer 2,3,502,9,C,f,Y,158,3,0.42758
05/03/2022,Customer 2,1,503,10,C,e,Z,97,0,0.15957
27/04/2022,Customer 2,1,504,11,A,a,X,2,1,0.05595
16/02/2022,Customer 2,1,505,12,A,a,X,2,0,0.03088
09/02/2022,Customer 2,2,505,12,A,a,Z,53,0,0.08423
15/04/2022,Customer 2,1,506,13,B,c,Y,47,0,0.06863
23/04/2022,Customer 2,1,507,14,B,d,Y,381,1,0.35449
31/12/2021,Customer 2,2,507,14,B,c,Z,46,1,0.42044
13/03/2022,Customer 2,3,507,14,C,e,X,274,1,0.44797
19/04/2022,Customer 2,4,507,14,B,c,Z,173,1,0.10277
11/04/2022,Customer 2,1,508,15,A,b,Y,9,1,0.06537
25/01/2022,Customer 2,2,508,15,A,a,Y,32,1,0.02169
10/04/2022,Customer 2,1,509,16,A,b,X,32,1,0.23893
24/02/2022,Customer 2,1,510,17,B,d,X,19,1,0.03824
12/04/2022,Customer 2,2,510,17,B,c,Y,108,0,0.19085
10/05/2022,Customer 2,1,511,18,B,c,X,154,0,0.33195
22/05/2022,Customer 2,1,512,19,A,a,X,44,0,0.09305
07/01/2022,Customer 2,1,513,20,B,c,Y,76,0,0.22204
20/04/2022,Customer 2,2,513,20,A,b,Z,34,0,0.05473
07/04/2022,Customer 2,1,514,21,A,b,X,22,0,0.15121
07/05/2022,Customer 2,2,514,21,B,d,Z,455,0,0.02222
01/02/2022,Customer 2,1,515,22,C,e,Z,65,1,0.40340
05/05/2022,Customer 2,1,516,23,B,d,X,39,0,0.23168
12/05/2022,Customer 2,2,516,23,A,a,Y,1,0,0.03541
10/05/2022,Customer 2,3,516,23,C,e,Z,64,3,0.63970
28/02/2022,Customer 2,4,516,23,B,d,Y,33,0,0.40591
25/01/2022,Customer 2,1,517,24,A,a,Z,19,0,0.00235
26/01/2022,Customer 2,2,517,24,B,c,Y,62,1,0.12052
05/01/2022,Customer 2,1,518,25,A,b,X,50,1,0.06909
23/02/2022,Customer 2,2,518,25,B,c,Z,88,1,0.14197
06/05/2022,Customer 2,3,518,25,B,d,Y,100,1,0.04724
02/01/2022,Customer 2,1,519,26,C,f,Z,287,0,0.29004
10/01/2022,Customer 2,2,519,26,B,c,Y,5,0,0.10924
27/04/2022,Customer 2,1,520,1,C,f,X,641,3,0.51974
08/01/2022,Customer 2,2,520,1,A,a,Z,11,0,0.05029
23/03/2022,Customer 2,1,521,2,B,d,Y,4,1,0.37251
09/05/2022,Customer 2,1,522,3,A,a,Y,0,0,0.02279
31/01/2022,Customer 2,1,523,4,B,c,Y,82,1,0.28199
21/03/2022,Customer 2,1,524,5,C,f,Y,4,2,0.24210
25/03/2022,Customer 2,2,524,5,C,e,X,3,3,0.33763
16/05/2022,Customer 2,1,525,6,C,f,X,63,1,0.86215
23/05/2022,Customer 2,2,525,6,C,f,Y,285,2,0.01000
28/12/2021,Customer 2,1,526,7,C,e,X,9,0,0.53270
21/03/2022,Customer 2,1,527,8,A,b,X,30,1,0.21523
25/02/2022,Customer 2,1,528,9,A,b,Y,22,0,0.11243
14/03/2022,Customer 2,2,528,9,B,c,X,23,0,0.21190
26/05/2022,Customer 2,1,529,10,A,a,X,1,0,0.02510
05/04/2022,Customer 2,2,529,10,B,d,Y,28,0,0.55643
14/05/2022,Customer 2,1,530,11,A,a,X,2,0,0.01067
17/03/2022,Customer 2,2,530,11,B,c,Z,164,0,0.12946
15/02/2022,Customer 2,1,531,12,A,b,Z,19,0,0.28468
23/02/2022,Customer 2,2,531,12,A,b,X,13,2,0.04329
31/03/2022,Customer 2,3,531,12,B,d,X,70,3,0.18695
17/05/2022,Customer 2,1,532,13,C,f,Z,411,1,0.81501
23/01/2022,Customer 2,1,533,14,B,c,Z,16,0,0.28717
02/03/2022,Customer 2,1,534,15,A,a,Z,76,0,0.10668
18/04/2022,Customer 2,1,535,16,C,f,Y,33,1,0.20480
30/03/2022,Customer 2,1,536,17,B,c,Y,94,2,0.02123
06/04/2022,Customer 2,2,536,17,B,d,Y,160,4,0.51281
02/03/2022,Customer 2,1,537,18,B,d,Z,61,1,0.28400
19/02/2022,Customer 2,1,538,19,A,a,Z,1,0,0.04613
14/01/2022,Customer 2,2,538,19,B,c,Y,23,1,0.14881
13/03/2022,Customer 2,1,539,20,B,d,X,511,0,0.45102
27/04/2022,Customer 2,2,539,20,B,c,X,65,0,0.00619
07/05/2022,Customer 2,1,540,21,A,a,Z,55,1,0.08417
03/01/2022,Customer 2,2,540,21,C,f,Z,536,5,0.32881
07/01/2022,Customer 2,1,541,22,C,f,Y,84,1,0.93316
12/02/2022,Customer 2,2,541,22,C,f,Z,143,1,0.25485
05/05/2022,Customer 2,3,541,22,B,d,X,54,0,0.09115
24/04/2022,Customer 2,4,541,22,C,e,X,610,2,0.24932
15/04/2022,Customer 2,1,542,23,C,f,Y,391,1,0.43875
28/03/2022,Customer 2,2,542,23,C,f,Y,40,1,0.38558
16/02/2022,Customer 2,1,543,24,A,a,Y,5,0,0.00162
30/01/2022,Customer 2,2,543,24,A,b,Z,2,1,0.12754
16/02/2022,Customer 2,1,544,25,B,c,Y,59,0,0.03365
10/01/2022,Customer 2,2,544,25,C,f,Y,6,1,0.21159
24/02/2022,Customer 2,1,545,26,A,a,X,3,0,0.02027
12/05/2022,Customer 2,2,545,26,A,b,Y,62,0,0.14644
15/01/2022,Customer 2,1,546,1,C,f,X,13,6,0.42717
12/01/2022,Customer 2,2,546,1,B,d,Z,317,4,0.29231
20/04/2022,Customer 2,3,546,1,A,b,Y,74,1,0.00648
18/04/2022,Customer 2,4,546,1,C,e,X,79,1,0.62006
26/05/2022,Customer 2,1,547,2,B,c,X,148,0,0.31698
30/01/2022,Customer 2,1,548,3,A,a,Y,0,0,0.00999
19/01/2022,Customer 2,1,549,4,B,c,Y,5,0,0.02195
15/04/2022,Customer 2,2,549,4,B,c,X,184,0,0.03557
24/01/2022,Customer 2,1,550,5,B,d,Y,40,4,0.14101
03/02/2022,Customer 2,2,550,5,B,d,Y,72,0,0.40811
21/02/2022,Customer 2,1,551,6,B,c,X,24,2,0.26688
22/05/2022,Customer 2,2,551,6,B,c,X,95,0,0.25535
25/05/2022,Customer 2,3,551,6,C,e,X,607,0,0.10465
13/03/2022,Customer 2,1,552,7,B,c,Y,39,1,0.18902
26/03/2022,Customer 2,1,553,8,A,b,Z,1,0,0.07887
07/03/2022,Customer 2,1,554,9,A,a,Y,73,0,0.06245
24/02/2022,Customer 2,1,555,10,B,c,Z,30,1,0.24115
06/01/2022,Customer 2,2,555,10,C,f,Z,174,3,0.70598
03/03/2022,Customer 2,3,555,10,B,c,Z,155,0,0.13029
01/04/2022,Customer 2,1,556,11,B,d,X,12,2,0.18250
20/04/2022,Customer 2,1,557,12,C,f,X,304,1,0.10981
15/03/2022,Customer 2,2,557,12,B,d,Y,108,1,0.52818
02/04/2022,Customer 2,1,558,13,C,e,X,49,1,0.49467
01/04/2022,Customer 2,1,559,14,A,a,Z,19,0,0.02709
25/02/2022,Customer 2,2,559,14,A,b,Y,39,0,0.04554
27/04/2022,Customer 2,3,559,14,C,f,Y,16,5,0.32338
19/02/2022,Customer 2,1,560,15,B,c,X,40,2,0.33763
10/05/2022,Customer 2,1,561,16,B,d,X,80,2,0.40799
05/02/2022,Customer 2,2,561,16,A,b,Z,9,0,0.04790
07/05/2022,Customer 2,3,561,16,B,c,X,357,0,0.00713
27/03/2022,Customer 2,4,561,16,C,e,Y,218,1,0.42470
20/03/2022,Customer 2,1,562,17,C,e,Z,88,1,0.28379
17/01/2022,Customer 2,1,563,18,B,d,X,206,2,0.39206
25/03/2022,Customer 2,1,564,19,B,c,X,195,1,0.30473
09/05/2022,Customer 2,2,564,19,B,d,X,366,2,0.48833
16/01/2022,Customer 2,1,565,20,B,c,Y,51,2,0.02422
23/03/2022,Customer 2,1,566,21,A,a,Y,1,0,0.04323
31/01/2022,Customer 2,1,567,22,B,d,X,144,5,0.12829
03/02/2022,Customer 2,2,567,22,C,e,Y,194,0,0.63302
07/02/2022,Customer 2,1,568,23,A,a,Z,2,0,0.00076
15/02/2022,Customer 2,2,568,23,C,f,X,347,8,0.11254
14/01/2022,Customer 2,1,569,24,B,c,Y,39,3,0.27344
10/01/2022,Customer 2,2,569,24,A,a,X,10,0,0.02112
19/04/2022,Customer 2,3,569,24,A,a,X,0,0,0.00383
05/02/2022,Customer 2,1,570,25,C,e,Y,429,1,0.61811
24/03/2022,Customer 2,1,571,26,A,a,X,52,0,0.00155
12/04/2022,Customer 2,2,571,26,B,d,Y,117,2,0.17361
20/03/2022,Customer 2,3,571,26,B,d,X,231,1,0.26334
04/01/2022,Customer 2,1,572,1,B,c,X,94,1,0.00328
14/01/2022,Customer 2,2,572,1,C,f,X,165,2,0.81965
26/04/2022,Customer 2,1,573,2,B,d,X,17,0,0.37122
31/01/2022,Customer 2,1,574,3,B,d,X,21,3,0.19617
01/03/2022,Customer 2,1,575,4,B,c,Z,85,1,0.44765
07/02/2022,Customer 2,2,575,4,C,f,Y,11,2,0.38128
26/03/2022,Customer 2,1,576,5,B,d,Z,227,0,0.15290
07/03/2022,Customer 2,1,577,6,C,f,Y,23,2,0.58373
28/04/2022,Customer 2,1,578,7,C,f,Y,35,4,0.02367
31/12/2021,Customer 2,1,579,8,A,a,X,8,0,0.02436
08/03/2022,Customer 2,2,579,8,A,a,Y,37,0,0.10131
16/03/2022,Customer 2,1,580,9,A,b,Z,104,1,0.02221
24/03/2022,Customer 2,1,581,10,A,a,X,19,0,0.01649
13/03/2022,Customer 2,2,581,10,C,e,X,11,1,0.57751
27/03/2022,Customer 2,3,581,10,B,c,X,66,1,0.42623
28/03/2022,Customer 2,1,582,11,B,c,Y,83,0,0.09451
28/03/2022,Customer 2,1,583,12,A,b,Y,58,1,0.26959
27/03/2022,Customer 2,1,584,13,A,b,X,141,1,0.13687
10/01/2022,Customer 2,1,585,14,C,f,X,86,3,0.61573
05/05/2022,Customer 2,1,586,15,A,a,Y,84,0,0.00619
26/03/2022,Customer 2,2,586,15,A,b,Y,0,0,0.02155
16/03/2022,Customer 2,1,587,16,C,e,Z,526,2,0.11361
09/03/2022,Customer 2,2,587,16,B,d,Y,56,2,0.35960
09/02/2022,Customer 2,1,588,17,A,a,Z,82,1,0.13698
20/05/2022,Customer 2,1,589,18,B,d,Y,172,0,0.36195
20/04/2022,Customer 2,1,590,19,A,a,X,32,0,0.14660
26/02/2022,Customer 2,1,591,20,A,b,Y,2,0,0.03455
12/04/2022,Customer 2,2,591,20,B,c,X,202,0,0.38115
05/02/2022,Customer 2,3,591,20,B,c,Z,12,0,0.31229
25/04/2022,Customer 2,4,591,20,B,d,Y,59,1,0.27807
13/02/2022,Customer 2,1,592,21,A,a,X,17,0,0.04426
22/05/2022,Customer 2,2,592,21,A,b,Y,19,0,0.09892
20/03/2022,Customer 2,1,593,22,B,d,Z,93,4,0.23153
03/04/2022,Customer 2,2,593,22,A,a,Z,1,0,0.01229
13/05/2022,Customer 2,1,594,23,B,d,X,190,2,0.12126
02/02/2022,Customer 2,2,594,23,C,e,Y,4,1,0.21850
17/05/2022,Customer 2,1,595,24,B,c,X,8,0,0.14849
23/02/2022,Customer 2,2,595,24,B,d,Y,172,1,0.41416
15/04/2022,Customer 2,3,595,24,B,d,Z,55,2,0.19456
03/02/2022,Customer 2,4,595,24,C,e,X,25,1,0.23368
07/02/2022,Customer 2,5,595,24,A,a,Z,62,0,0.00464
15/05/2022,Customer 2,1,596,25,B,d,Z,180,4,0.44774
16/01/2022,Customer 2,1,597,26,C,e,Z,8,0,0.09565
04/03/2022,Customer 2,1,598,1,A,b,X,142,0,0.13222
30/03/2022,Customer 2,1,599,2,B,d,X,51,5,0.07509
25/04/2022,Customer 2,2,599,2,B,d,X,168,0,0.09664
01/03/2022,Customer 2,1,600,3,B,d,X,221,1,0.34151
27/01/2022,Customer 2,2,600,3,A,a,Z,3,0,0.06461
23/02/2022,Customer 2,1,601,4,C,e,Z,142,4,0.07350
03/01/2022,Customer 2,2,601,4,C,e,X,107,3,0.05717
21/01/2022,Customer 2,3,601,4,C,f,X,234,2,0.38380
12/05/2022,Customer 2,1,602,5,A,a,X,34,1,0.11320
01/04/2022,Customer 2,2,602,5,C,f,X,92,1,0.71098
07/01/2022,Customer 2,1,603,6,B,c,Y,169,1,0.30889
01/01/2022,Customer 2,2,603,6,B,c,X,40,3,0.28951
28/03/2022,Customer 2,1,604,7,B,d,X,171,1,0.25085
20/04/2022,Customer 2,2,604,7,B,c,X,187,2,0.12834
31/03/2022,Customer 2,1,605,8,C,f,Z,151,8,0.40951
31/03/2022,Customer 2,2,605,8,A,b,Y,50,2,0.03507
21/04/2022,Customer 2,3,605,8,B,c,X,366,1,0.04399
06/05/2022,Customer 2,1,606,9,A,b,Z,71,0,0.22453
06/03/2022,Customer 2,1,607,10,B,c,Y,345,2,0.25311
23/05/2022,Customer 2,1,608,11,B,c,Z,10,1,0.28540
13/03/2022,Customer 2,2,608,11,A,b,Y,14,0,0.04959
15/03/2022,Customer 2,1,609,12,A,a,Y,17,0,0.03433
10/05/2022,Customer 2,1,610,13,C,e,Z,324,0,0.44271
26/03/2022,Customer 2,2,610,13,C,f,Y,710,1,0.82658
27/03/2022,Customer 2,3,610,13,C,e,X,72,1,0.45077
17/04/2022,Customer 2,4,610,13,C,f,X,73,3,0.61653
05/05/2022,Customer 2,5,610,13,A,a,X,81,0,0.13154
07/01/2022,Customer 2,6,610,13,B,d,Z,161,3,0.54300
17/04/2022,Customer 2,7,610,13,A,b,Z,68,0,0.09897
11/05/2022,Customer 2,1,611,14,A,b,Y,6,3,0.27563
09/04/2022,Customer 2,1,612,15,B,d,Y,417,1,0.15111
03/04/2022,Customer 2,2,612,15,B,c,Y,323,0,0.18146
07/04/2022,Customer 2,3,612,15,A,b,X,4,1,0.02748
20/01/2022,Customer 2,4,612,15,C,f,X,377,0,0.37742
13/01/2022,Customer 2,1,613,16,A,b,Y,26,3,0.28289
08/03/2022,Customer 2,2,613,16,A,b,Z,18,0,0.03941
09/05/2022,Customer 2,1,614,17,C,f,X,45,2,0.37914
07/04/2022,Customer 2,1,615,18,A,b,Z,38,1,0.08788
22/01/2022,Customer 2,1,616,19,A,a,X,8,0,0.01153
20/01/2022,Customer 2,1,617,20,B,c,Y,83,1,0.12085
18/03/2022,Customer 2,2,617,20,B,d,Y,207,2,0.26421
26/04/2022,Customer 2,3,617,20,C,f,Y,489,1,0.51709
15/04/2022,Customer 2,4,617,20,A,b,Y,1,0,0.05696
21/02/2022,Customer 2,5,617,20,A,b,Y,6,0,0.08052
26/05/2022,Customer 2,1,618,21,A,a,Y,8,0,0.02617
31/03/2022,Customer 2,2,618,21,C,e,X,95,2,0.70458
19/01/2022,Customer 2,1,619,22,B,c,Z,79,2,0.24628
21/04/2022,Customer 2,2,619,22,C,e,Z,135,1,0.68830
13/03/2022,Customer 2,3,619,22,C,e,Z,177,1,0.23503
13/03/2022,Customer 2,1,620,23,A,b,X,224,0,0.01606
26/01/2022,Customer 2,2,620,23,B,c,Y,86,0,0.29837
06/03/2022,Customer 2,3,620,23,A,b,X,61,1,0.08354
11/05/2022,Customer 2,4,620,23,A,a,Y,10,0,0.09281
22/02/2022,Customer 2,1,621,24,B,d,X,51,3,0.31126
13/03/2022,Customer 2,1,622,25,B,d,Y,249,0,0.10272
24/02/2022,Customer 2,2,622,25,A,b,X,213,3,0.07402
17/05/2022,Customer 2,3,622,25,B,d,X,339,2,0.39275
07/02/2022,Customer 2,1,623,26,C,e,X,81,1,0.55873
11/01/2022,Customer 2,1,624,1,B,c,Y,81,1,0.13160
14/01/2022,Customer 2,1,625,2,B,c,Z,76,0,0.00462
16/03/2022,Customer 2,1,626,3,B,c,X,84,1,0.08033
22/02/2022,Customer 2,2,626,3,B,d,X,31,2,0.51795
31/03/2022,Customer 2,3,626,3,B,d,Y,87,1,0.40629
02/04/2022,Customer 2,4,626,3,C,f,Z,258,3,0.08953
02/05/2022,Customer 2,1,627,4,C,e,Z,121,2,0.00304
08/01/2022,Customer 2,1,628,5,B,d,X,310,0,0.28153
25/03/2022,Customer 2,2,628,5,C,f,Y,748,3,0.14123
05/05/2022,Customer 2,1,629,6,A,a,X,1,0,0.13786
20/05/2022,Customer 2,1,630,7,C,e,Z,524,3,0.06178
