BasketItem,Basket Produce Line,Basket Product Group Desc,Basket Product Line Desc,Basket Product Sub Group Desc,Basket Product Type Desc,Basket Item Desc
CR-10805,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Red Pepper
CR-10805,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Red Pepper
CR-10372,1,Dairy,Food,Yogurt,Dairy,Carlson Strawberry Yogurt
CR-10372,1,Dairy,Drink,Yogurt,Dairy,Carlson Strawberry Yogurt
CR-10355,1,Dairy,Food,Sour Cream,Dairy,Carlson Low Fat Sour Cream
CR-10355,1,Dairy,Drink,Sour Cream,Dairy,Carlson Low Fat Sour Cream
CR-10806,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Garlic
CR-10806,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Garlic
CR-10357,1,Dairy,Food,Cheese,Dairy,Carlson Jack Cheese
CR-10357,1,Dairy,Drink,Cheese,Dairy,Carlson Jack Cheese
CR-10363,1,Dairy,Food,Cheese,Dairy,Carlson Cheese Spread
CR-10363,1,Dairy,Drink,Cheese,Dairy,Carlson Cheese Spread
CR-10607,2,Beverages,Food,Coffee,Hot Beverages,Landslide Columbian Coffee
CR-10607,2,Beverages,Drink,Coffee,Hot Beverages,Landslide Columbian Coffee
CR-10182,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Elephant Garlic
CR-10182,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Elephant Garlic
CR-10367,2,Dairy,Food,Milk,Dairy,Carlson 2% Milk
CR-10367,2,Dairy,Drink,Milk,Dairy,Carlson 2% Milk
CR-10366,1,Dairy,Food,Cottage Cheese,Dairy,Carlson Large Curd Cottage Cheese
CR-10366,1,Dairy,Drink,Cottage Cheese,Dairy,Carlson Large Curd Cottage Cheese
CR-10358,1,Dairy,Food,Cheese,Dairy,Carlson Muenster Cheese
CR-10358,1,Dairy,Drink,Cheese,Dairy,Carlson Muenster Cheese
CR-10696,1,Deli,Food,Deli Meats,Meat,Cutting Edge Sliced Ham
CR-10696,1,Deli,Drink,Deli Meats,Meat,Cutting Edge Sliced Ham
CR-10817,1,Produce,Food,Nuts,Specialty,Ebony Almonds
CR-10817,1,Produce,Drink,Nuts,Specialty,Ebony Almonds
CR-10719,1,Frozen Foods,Food,TV Dinner,Frozen Entrees,Imagine Chicken TV Dinner
CR-10719,1,Frozen Foods,Drink,TV Dinner,Frozen Entrees,Imagine Chicken TV Dinner
CR-10370,2,Dairy,Food,Milk,Dairy,Carlson 1% Milk
CR-10370,2,Dairy,Drink,Milk,Dairy,Carlson 1% Milk
CR-10181,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Lettuce
CR-10181,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Lettuce
CR-10364,1,Dairy,Food,Cheese,Dairy,Carlson Sharp Cheddar Cheese
CR-10364,1,Dairy,Drink,Cheese,Dairy,Carlson Sharp Cheddar Cheese
CR-10974,1,Canned Foods,Food,Sardines,Canned Sardines,Just Right Fancy Canned Sardines
CR-10974,1,Canned Foods,Drink,Sardines,Canned Sardines,Just Right Fancy Canned Sardines
CR-10220,1,Snack Foods,Food,Chips,Snack Foods,Best Choice Low Fat BBQ Chips
CR-10220,1,Snack Foods,Drink,Chips,Snack Foods,Best Choice Low Fat BBQ Chips
CR-10976,1,Canned Products,Food,Canned Fruit,Fruit,Big City Canned Mixed Fruit
CR-10976,1,Canned Products,Drink,Canned Fruit,Fruit,Big City Canned Mixed Fruit
CR-10721,1,Frozen Foods,Food,Pancake Mix,Breakfast Foods,Imagine Pancake Mix
CR-10721,1,Frozen Foods,Drink,Pancake Mix,Breakfast Foods,Imagine Pancake Mix
CR-10085,1,Frozen Foods,Food,Pancakes,Breakfast Foods,Golden Frozen Pancakes
CR-10085,1,Frozen Foods,Drink,Pancakes,Breakfast Foods,Golden Frozen Pancakes
CR-10702,1,Eggs,Food,Eggs,Eggs,Jumbo Large Eggs
CR-10702,1,Eggs,Drink,Eggs,Eggs,Jumbo Large Eggs
CR-10349,1,Canned Products,Food,Canned Fruit,Fruit,Swell Canned Mixed Fruit
CR-10349,1,Canned Products,Drink,Canned Fruit,Fruit,Swell Canned Mixed Fruit
CR-10603,1,Baking Goods,Food,Cooking Oil,Baking Goods,Landslide Corn Oil
CR-10603,1,Baking Goods,Drink,Cooking Oil,Baking Goods,Landslide Corn Oil
CR-10653,1,Canned Foods,Food,Tuna,Canned Tuna,Bravo Canned Tuna in Oil
CR-10653,1,Canned Foods,Drink,Tuna,Canned Tuna,Bravo Canned Tuna in Oil
CR-10833,1,Produce,Food,Nuts,Specialty,Ebony Walnuts
CR-10833,1,Produce,Drink,Nuts,Specialty,Ebony Walnuts
CR-10534,1,Snack Foods,Food,Cookies,Snack Foods,Fast Fudge Cookies
CR-10534,1,Snack Foods,Drink,Cookies,Snack Foods,Fast Fudge Cookies
CR-10668,1,Dairy,Food,Cheese,Dairy,Gorilla Jack Cheese
CR-10668,1,Dairy,Drink,Cheese,Dairy,Gorilla Jack Cheese
CR-10610,1,Baking Goods,Food,Preserves,Jams and Jellies,Landslide Low Fat Apple Butter
CR-10610,1,Baking Goods,Drink,Preserves,Jams and Jellies,Landslide Low Fat Apple Butter
CR-10103,1,Frozen Foods,Food,Ice Cream,Frozen Desserts,Golden Ice Cream
CR-10103,1,Frozen Foods,Drink,Ice Cream,Frozen Desserts,Golden Ice Cream
CR-10981,1,Dairy,Food,Cottage Cheese,Dairy,Even Better Low Fat Cottage Cheese
CR-10981,1,Dairy,Drink,Cottage Cheese,Dairy,Even Better Low Fat Cottage Cheese
CR-10629,2,Beverages,Food,Soda,Carbonated Beverages,Token Diet Cola
CR-10629,2,Beverages,Drink,Soda,Carbonated Beverages,Token Diet Cola
CR-10615,1,Baking Goods,Food,Jam,Jams and Jellies,Landslide Grape Jam
CR-10615,1,Baking Goods,Drink,Jam,Jams and Jellies,Landslide Grape Jam
CR-10185,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Potatos
CR-10185,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Potatos
CR-10561,1,Snack Foods,Food,Dried Fruit,Snack Foods,Fast Golden Raisins
CR-10561,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Fast Golden Raisins
CR-10080,1,Eggs,Food,Eggs,Eggs,Blue Medal Large Eggs
CR-10080,1,Eggs,Drink,Eggs,Eggs,Blue Medal Large Eggs
CR-10008,2,Beverages,Food,Juice,Pure Juice Beverages,Washington Orange Juice
CR-10008,2,Beverages,Drink,Juice,Pure Juice Beverages,Washington Orange Juice
CR-10307,1,Baking Goods,Food,Peanut Butter,Jams and Jellies,Super Creamy Peanut Butter
CR-10307,1,Baking Goods,Drink,Peanut Butter,Jams and Jellies,Super Creamy Peanut Butter
CR-10107,1,Frozen Foods,Food,Frozen Vegetables,Vegetables,Golden Frozen Corn
CR-10107,1,Frozen Foods,Drink,Frozen Vegetables,Vegetables,Golden Frozen Corn
CR-10410,1,Frozen Foods,Food,Pancake Mix,Breakfast Foods,Big Time Pancake Mix
CR-10410,1,Frozen Foods,Drink,Pancake Mix,Breakfast Foods,Big Time Pancake Mix
CR-10847,1,Snack Foods,Food,Chips,Snack Foods,Nationeel Potato Chips
CR-10847,1,Snack Foods,Drink,Chips,Snack Foods,Nationeel Potato Chips
CR-10920,1,Baking Goods,Food,Sauces,Baking Goods,BBB Best Tomato Sauce
CR-10920,1,Baking Goods,Drink,Sauces,Baking Goods,BBB Best Tomato Sauce
CR-10331,1,Canned Foods,Food,Canned Vegetables,Vegetables,Better Canned Yams
CR-10331,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Better Canned Yams
CR-10403,1,Frozen Foods,Food,Pizza,Pizza,Big Time Frozen Cheese Pizza
CR-10403,1,Frozen Foods,Drink,Pizza,Pizza,Big Time Frozen Cheese Pizza
CR-10212,1,Produce,Food,Fresh Fruit,Fruit,High Top Oranges
CR-10212,1,Produce,Drink,Fresh Fruit,Fruit,High Top Oranges
CR-10381,1,Deli,Food,Deli Salads,Side Dishes,Moms Cole Slaw
CR-10381,1,Deli,Drink,Deli Salads,Side Dishes,Moms Cole Slaw
CR-10238,1,Snack Foods,Food,Dried Meat,Snack Foods,Best Choice Beef Jerky
CR-10238,1,Snack Foods,Drink,Dried Meat,Snack Foods,Best Choice Beef Jerky
CR-10043,1,Dairy,Food,Cottage Cheese,Dairy,Club Low Fat Cottage Cheese
CR-10043,1,Dairy,Drink,Cottage Cheese,Dairy,Club Low Fat Cottage Cheese
CR-10421,1,Frozen Foods,Food,Frozen Chicken,Meat,Big Time Frozen Chicken Thighs
CR-10421,1,Frozen Foods,Drink,Frozen Chicken,Meat,Big Time Frozen Chicken Thighs
CR-10346,1,Canned Foods,Food,Oysters,Canned Oysters,Better Fancy Canned Oysters
CR-10346,1,Canned Foods,Drink,Oysters,Canned Oysters,Better Fancy Canned Oysters
CR-10918,1,Baking Goods,Food,Cooking Oil,Baking Goods,BBB Best Vegetable Oil
CR-10918,1,Baking Goods,Drink,Cooking Oil,Baking Goods,BBB Best Vegetable Oil
CR-10283,1,Baking Goods,Food,Cooking Oil,Baking Goods,Super Sesame Oil
CR-10283,1,Baking Goods,Drink,Cooking Oil,Baking Goods,Super Sesame Oil
CR-10546,1,Snack Foods,Food,Dips,Snack Foods,Fast Cheese Dip
CR-10546,1,Snack Foods,Drink,Dips,Snack Foods,Fast Cheese Dip
CR-10602,1,Baking Goods,Food,Cooking Oil,Baking Goods,Landslide Vegetable Oil
CR-10602,1,Baking Goods,Drink,Cooking Oil,Baking Goods,Landslide Vegetable Oil
CR-10868,1,Snack Foods,Food,Dried Fruit,Snack Foods,Nationeel Raspberry Fruit Roll
CR-10868,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Nationeel Raspberry Fruit Roll
CR-10230,1,Snack Foods,Food,Popcorn,Snack Foods,Best Choice No Salt Popcorn
CR-10230,1,Snack Foods,Drink,Popcorn,Snack Foods,Best Choice No Salt Popcorn
CR-10014,1,Breakfast Foods,Food,Cereal,Breakfast Foods,Jeffers Wheat Puffs
CR-10014,1,Breakfast Foods,Drink,Cereal,Breakfast Foods,Jeffers Wheat Puffs
CR-10404,1,Frozen Foods,Food,Pizza,Pizza,Big Time Frozen Mushroom Pizza
CR-10404,1,Frozen Foods,Drink,Pizza,Pizza,Big Time Frozen Mushroom Pizza
CR-10405,1,Frozen Foods,Food,Waffles,Breakfast Foods,Big Time Apple Cinnamon Waffles
CR-10405,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Big Time Apple Cinnamon Waffles
CR-10221,1,Snack Foods,Food,Cookies,Snack Foods,Best Choice Sugar Cookies
CR-10221,1,Snack Foods,Drink,Cookies,Snack Foods,Best Choice Sugar Cookies
CR-10541,1,Snack Foods,Food,Popcorn,Snack Foods,Fast No Salt Popcorn
CR-10541,1,Snack Foods,Drink,Popcorn,Snack Foods,Fast No Salt Popcorn
CR-10234,1,Snack Foods,Food,Pretzels,Snack Foods,Best Choice Salted Pretzels
CR-10234,1,Snack Foods,Drink,Pretzels,Snack Foods,Best Choice Salted Pretzels
CR-10217,1,Snack Foods,Food,Cookies,Snack Foods,Best Choice Low Fat Cookies
CR-10217,1,Snack Foods,Drink,Cookies,Snack Foods,Best Choice Low Fat Cookies
CR-10229,1,Snack Foods,Food,Popcorn,Snack Foods,Best Choice Buttered Popcorn
CR-10229,1,Snack Foods,Drink,Popcorn,Snack Foods,Best Choice Buttered Popcorn
CR-10079,1,Eggs,Food,Eggs,Eggs,Blue Medal Small Eggs
CR-10079,1,Eggs,Drink,Eggs,Eggs,Blue Medal Small Eggs
CR-10802,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Shitake Mushrooms
CR-10802,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Shitake Mushrooms
CR-10713,1,Frozen Foods,Food,Pizza,Pizza,Imagine Frozen Pepperoni Pizza
CR-10713,1,Frozen Foods,Drink,Pizza,Pizza,Imagine Frozen Pepperoni Pizza
CR-10248,1,Snack Foods,Food,Dried Fruit,Snack Foods,Best Choice Dried Dates
CR-10248,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Best Choice Dried Dates
CR-10264,1,Starchy Foods,Food,Rice,Starchy Foods,Medalist Thai Rice
CR-10264,1,Starchy Foods,Drink,Rice,Starchy Foods,Medalist Thai Rice
CR-10083,1,Frozen Foods,Food,Popsicles,Frozen Desserts,Golden Orange Popsicles
CR-10083,1,Frozen Foods,Drink,Popsicles,Frozen Desserts,Golden Orange Popsicles
CR-10930,1,Baking Goods,Food,Jelly,Jams and Jellies,BBB Best Apple Jelly
CR-10930,1,Baking Goods,Drink,Jelly,Jams and Jellies,BBB Best Apple Jelly
CR-10022,1,Canned Foods,Food,Canned Vegetables,Vegetables,Blue Label Canned Tomatos
CR-10022,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Blue Label Canned Tomatos
CR-10016,1,Canned Foods,Food,Canned Vegetables,Vegetables,Blue Label Canned Beets
CR-10016,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Blue Label Canned Beets
CR-10556,1,Snack Foods,Food,Dried Fruit,Snack Foods,Fast Strawberry Fruit Roll
CR-10556,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Fast Strawberry Fruit Roll
CR-10482,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Summer Squash
CR-10482,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Summer Squash
CR-10714,1,Frozen Foods,Food,Pizza,Pizza,Imagine Frozen Cheese Pizza
CR-10714,1,Frozen Foods,Drink,Pizza,Pizza,Imagine Frozen Cheese Pizza
CR-10199,1,Produce,Food,Fresh Fruit,Fruit,High Top Lemons
CR-10199,1,Produce,Drink,Fresh Fruit,Fruit,High Top Lemons
CR-10253,1,Snacks,Food,Chocolate Candy,Candy,Choice Tasty Candy Bar
CR-10253,1,Snacks,Drink,Chocolate Candy,Candy,Choice Tasty Candy Bar
CR-10177,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Prepared Salad
CR-10177,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Prepared Salad
CR-10256,1,Snacks,Food,Chocolate Candy,Candy,Choice Semi-Sweet Chocolate Bar
CR-10256,1,Snacks,Drink,Chocolate Candy,Candy,Choice Semi-Sweet Chocolate Bar
CR-10219,1,Snack Foods,Food,Chips,Snack Foods,Best Choice Corn Chips
CR-10219,1,Snack Foods,Drink,Chips,Snack Foods,Best Choice Corn Chips
CR-10931,1,Baking Goods,Food,Jam,Jams and Jellies,BBB Best Grape Jam
CR-10931,1,Baking Goods,Drink,Jam,Jams and Jellies,BBB Best Grape Jam
CR-10583,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Walrus White Zinfandel Wine
CR-10583,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Walrus White Zinfandel Wine
CR-10993,1,Dairy,Food,Cottage Cheese,Dairy,Even Better Large Curd Cottage Cheese
CR-10993,1,Dairy,Drink,Cottage Cheese,Dairy,Even Better Large Curd Cottage Cheese
CR-10620,1,Baking Goods,Food,Peanut Butter,Jams and Jellies,Landslide Extra Chunky Peanut Butter
CR-10620,1,Baking Goods,Drink,Peanut Butter,Jams and Jellies,Landslide Extra Chunky Peanut Butter
CR-10640,1,Canned Foods,Food,Canned Vegetables,Vegetables,Bravo Canned String Beans
CR-10640,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Bravo Canned String Beans
CR-10627,2,Beverages,Food,Soda,Carbonated Beverages,Token Diet Soda
CR-10627,2,Beverages,Drink,Soda,Carbonated Beverages,Token Diet Soda
CR-10292,1,Baking Goods,Food,Cooking Oil,Baking Goods,Super Corn Oil
CR-10292,1,Baking Goods,Drink,Cooking Oil,Baking Goods,Super Corn Oil
CR-10715,1,Frozen Foods,Food,Pizza,Pizza,Imagine Frozen Mushroom Pizza
CR-10715,1,Frozen Foods,Drink,Pizza,Pizza,Imagine Frozen Mushroom Pizza
CR-10957,1,Canned Foods,Food,Soup,Canned Soup,Just Right Chicken Soup
CR-10957,1,Canned Foods,Drink,Soup,Canned Soup,Just Right Chicken Soup
CR-10111,1,Frozen Foods,Food,Frozen Chicken,Meat,Golden Frozen Chicken Wings
CR-10111,1,Frozen Foods,Drink,Frozen Chicken,Meat,Golden Frozen Chicken Wings
CR-10717,1,Frozen Foods,Food,Frozen Vegetables,Vegetables,Imagine Frozen Carrots
CR-10717,1,Frozen Foods,Drink,Frozen Vegetables,Vegetables,Imagine Frozen Carrots
CR-10112,1,Frozen Foods,Food,Popsicles,Frozen Desserts,Golden Lemon Popsicles
CR-10112,1,Frozen Foods,Drink,Popsicles,Frozen Desserts,Golden Lemon Popsicles
CR-10289,2,Beverages,Food,Coffee,Hot Beverages,Super Decaf Coffee
CR-10289,2,Beverages,Drink,Coffee,Hot Beverages,Super Decaf Coffee
CR-10582,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Walrus Chardonnay
CR-10582,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Walrus Chardonnay
CR-10266,2,Alcoholic Beverages,Food,Beer,Beer and Wine,Good Imported Beer
CR-10266,2,Alcoholic Beverages,Drink,Beer,Beer and Wine,Good Imported Beer
CR-10049,1,Dairy,Food,Cheese,Dairy,Club Low Fat String Cheese
CR-10049,1,Dairy,Drink,Cheese,Dairy,Club Low Fat String Cheese
CR-10098,1,Frozen Foods,Food,TV Dinner,Frozen Entrees,Golden Beef TV Dinner
CR-10098,1,Frozen Foods,Drink,TV Dinner,Frozen Entrees,Golden Beef TV Dinner
CR-10109,1,Frozen Foods,Food,Ice Cream,Frozen Desserts,Golden Popsicles
CR-10109,1,Frozen Foods,Drink,Ice Cream,Frozen Desserts,Golden Popsicles
CR-10387,1,Deli,Food,Deli Meats,Meat,Moms Sliced Chicken
CR-10387,1,Deli,Drink,Deli Meats,Meat,Moms Sliced Chicken
CR-10097,1,Frozen Foods,Food,TV Dinner,Frozen Entrees,Golden Chicken TV Dinner
CR-10097,1,Frozen Foods,Drink,TV Dinner,Frozen Entrees,Golden Chicken TV Dinner
CR-10070,1,Deli,Food,Deli Salads,Side Dishes,Red Spade Cole Slaw
CR-10070,1,Deli,Drink,Deli Salads,Side Dishes,Red Spade Cole Slaw
CR-10406,1,Frozen Foods,Food,Frozen Vegetables,Vegetables,Big Time Frozen Carrots
CR-10406,1,Frozen Foods,Drink,Frozen Vegetables,Vegetables,Big Time Frozen Carrots
CR-10557,1,Snack Foods,Food,Dried Fruit,Snack Foods,Fast Raspberry Fruit Roll
CR-10557,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Fast Raspberry Fruit Roll
CR-10990,1,Dairy,Food,Cheese,Dairy,Even Better Cheese Spread
CR-10990,1,Dairy,Drink,Cheese,Dairy,Even Better Cheese Spread
CR-10841,1,Snack Foods,Food,Chips,Snack Foods,Nationeel Corn Chips
CR-10841,1,Snack Foods,Drink,Chips,Snack Foods,Nationeel Corn Chips
CR-10955,1,Canned Foods,Food,Canned Vegetables,Vegetables,Just Right Creamed Corn
CR-10955,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Just Right Creamed Corn
CR-10573,1,Starchy Foods,Food,Pasta,Starchy Foods,Shady Lake Manicotti
CR-10573,1,Starchy Foods,Drink,Pasta,Starchy Foods,Shady Lake Manicotti
CR-10551,1,Snack Foods,Food,Chips,Snack Foods,Fast Low Fat Chips
CR-10551,1,Snack Foods,Drink,Chips,Snack Foods,Fast Low Fat Chips
CR-10922,1,Baking Goods,Food,Preserves,Jams and Jellies,BBB Best Grape Preserves
CR-10922,1,Baking Goods,Drink,Preserves,Jams and Jellies,BBB Best Grape Preserves
CR-10952,1,Breakfast Foods,Food,Cereal,Breakfast Foods,Special Wheat Puffs
CR-10952,1,Breakfast Foods,Drink,Cereal,Breakfast Foods,Special Wheat Puffs
CR-11001,1,Deli,Food,Hot Dogs,Meat,American Chicken Hot Dogs
CR-11001,1,Deli,Drink,Hot Dogs,Meat,American Chicken Hot Dogs
CR-10968,1,Canned Foods,Food,Tuna,Canned Tuna,Just Right Canned Tuna in Water
CR-10968,1,Canned Foods,Drink,Tuna,Canned Tuna,Just Right Canned Tuna in Water
CR-10173,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Asparagus
CR-10173,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Asparagus
CR-10938,1,Baking Goods,Food,Jelly,Jams and Jellies,BBB Best Grape Jelly
CR-10938,1,Baking Goods,Drink,Jelly,Jams and Jellies,BBB Best Grape Jelly
CR-10304,1,Baking Goods,Food,Jam,Jams and Jellies,Super Grape Jam
CR-10304,1,Baking Goods,Drink,Jam,Jams and Jellies,Super Grape Jam
CR-10348,1,Canned Foods,Food,Soup,Canned Soup,Better Rice Soup
CR-10348,1,Canned Foods,Drink,Soup,Canned Soup,Better Rice Soup
CR-10018,1,Canned Foods,Food,Canned Vegetables,Vegetables,Blue Label Canned String Beans
CR-10018,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Blue Label Canned String Beans
CR-10301,1,Baking Goods,Food,Preserves,Jams and Jellies,Super Apple Butter
CR-10301,1,Baking Goods,Drink,Preserves,Jams and Jellies,Super Apple Butter
CR-10836,1,Produce,Food,Nuts,Specialty,Ebony Party Nuts
CR-10836,1,Produce,Drink,Nuts,Specialty,Ebony Party Nuts
CR-10295,1,Baking Goods,Food,Preserves,Jams and Jellies,Super Grape Preserves
CR-10295,1,Baking Goods,Drink,Preserves,Jams and Jellies,Super Grape Preserves
CR-10934,1,Baking Goods,Food,Peanut Butter,Jams and Jellies,BBB Best Creamy Peanut Butter
CR-10934,1,Baking Goods,Drink,Peanut Butter,Jams and Jellies,BBB Best Creamy Peanut Butter
CR-10393,1,Frozen Foods,Food,Waffles,Breakfast Foods,Big Time Low Fat Waffles
CR-10393,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Big Time Low Fat Waffles
CR-10498,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Tomatos
CR-10498,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Tomatos
CR-10987,1,Dairy,Food,Cheese,Dairy,Even Better Low Fat String Cheese
CR-10987,1,Dairy,Drink,Cheese,Dairy,Even Better Low Fat String Cheese
CR-10303,1,Baking Goods,Food,Jelly,Jams and Jellies,Super Apple Jelly
CR-10303,1,Baking Goods,Drink,Jelly,Jams and Jellies,Super Apple Jelly
CR-10656,1,Canned Foods,Food,Clams,Canned Clams,Bravo Fancy Canned Clams
CR-10656,1,Canned Foods,Drink,Clams,Canned Clams,Bravo Fancy Canned Clams
CR-10376,1,Deli,Food,Bologna,Meat,Moms Beef Bologna
CR-10376,1,Deli,Drink,Bologna,Meat,Moms Beef Bologna
CR-10092,1,Frozen Foods,Food,Pizza,Pizza,Golden Frozen Cheese Pizza
CR-10092,1,Frozen Foods,Drink,Pizza,Pizza,Golden Frozen Cheese Pizza
CR-10871,1,Snack Foods,Food,Dried Fruit,Snack Foods,Nationeel Raisins
CR-10871,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Nationeel Raisins
CR-10550,1,Snack Foods,Food,Donuts,Snack Foods,Fast Chocolate Donuts
CR-10550,1,Snack Foods,Drink,Donuts,Snack Foods,Fast Chocolate Donuts
CR-10531,1,Snack Foods,Food,Chips,Snack Foods,Fast Low Fat BBQ Chips
CR-10531,1,Snack Foods,Drink,Chips,Snack Foods,Fast Low Fat BBQ Chips
CR-10724,1,Frozen Foods,Food,Popsicles,Frozen Desserts,Imagine Lime Popsicles
CR-10724,1,Frozen Foods,Drink,Popsicles,Frozen Desserts,Imagine Lime Popsicles
CR-10359,1,Dairy,Food,Cheese,Dairy,Carlson String Cheese
CR-10359,1,Dairy,Drink,Cheese,Dairy,Carlson String Cheese
CR-10494,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Red Pepper
CR-10494,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Red Pepper
CR-10031,1,Canned Foods,Food,Tuna,Canned Tuna,Blue Label Canned Tuna in Oil
CR-10031,1,Canned Foods,Drink,Tuna,Canned Tuna,Blue Label Canned Tuna in Oil
CR-10045,1,Dairy,Food,Sour Cream,Dairy,Club Sour Cream
CR-10045,1,Dairy,Drink,Sour Cream,Dairy,Club Sour Cream
CR-10226,1,Snack Foods,Food,Cookies,Snack Foods,Best Choice Lemon Cookies
CR-10226,1,Snack Foods,Drink,Cookies,Snack Foods,Best Choice Lemon Cookies
CR-10710,1,Frozen Foods,Food,Waffles,Breakfast Foods,Imagine Blueberry Waffles
CR-10710,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Imagine Blueberry Waffles
CR-10903,1,Baked Goods,Food,Sliced Bread,Bread,Fantastic Rye Bread
CR-10903,1,Baked Goods,Drink,Sliced Bread,Bread,Fantastic Rye Bread
CR-10356,1,Dairy,Food,Sour Cream,Dairy,Carlson Sour Cream
CR-10356,1,Dairy,Drink,Sour Cream,Dairy,Carlson Sour Cream
CR-10575,1,Starchy Foods,Food,Rice,Starchy Foods,Shady Lake Thai Rice
CR-10575,1,Starchy Foods,Drink,Rice,Starchy Foods,Shady Lake Thai Rice
CR-10884,1,Starchy Foods,Food,Pasta,Starchy Foods,Monarch Manicotti
CR-10884,1,Starchy Foods,Drink,Pasta,Starchy Foods,Monarch Manicotti
CR-10476,1,Meat,Food,Hamburger,Meat,Quick Seasoned Hamburger
CR-10476,1,Meat,Drink,Hamburger,Meat,Quick Seasoned Hamburger
CR-10599,2,Beverages,Food,Coffee,Hot Beverages,Landslide French Roast Coffee
CR-10599,2,Beverages,Drink,Coffee,Hot Beverages,Landslide French Roast Coffee
CR-10882,1,Snacks,Food,Chocolate Candy,Candy,Thresher White Chocolate Bar
CR-10882,1,Snacks,Drink,Chocolate Candy,Candy,Thresher White Chocolate Bar
CR-10549,1,Snack Foods,Food,Dried Meat,Snack Foods,Fast Beef Jerky
CR-10549,1,Snack Foods,Drink,Dried Meat,Snack Foods,Fast Beef Jerky
CR-10475,1,Meat,Food,Hamburger,Meat,Quick Extra Lean Hamburger
CR-10475,1,Meat,Drink,Hamburger,Meat,Quick Extra Lean Hamburger
CR-10566,1,Snacks,Food,Chocolate Candy,Candy,Atomic Malted Milk Balls
CR-10566,1,Snacks,Drink,Chocolate Candy,Candy,Atomic Malted Milk Balls
CR-10527,1,Seafood,Food,Shellfish,Seafood,Kiwi Scallops
CR-10527,1,Seafood,Drink,Shellfish,Seafood,Kiwi Scallops
CR-10926,1,Baking Goods,Food,Preserves,Jams and Jellies,BBB Best Low Fat Apple Butter
CR-10926,1,Baking Goods,Drink,Preserves,Jams and Jellies,BBB Best Low Fat Apple Butter
CR-10313,2,Beverages,Food,Flavored Drinks,Drinks,Excellent Mango Drink
CR-10313,2,Beverages,Drink,Flavored Drinks,Drinks,Excellent Mango Drink
CR-10071,1,Deli,Food,Fresh Chicken,Meat,Red Spade Roasted Chicken
CR-10071,1,Deli,Drink,Fresh Chicken,Meat,Red Spade Roasted Chicken
CR-10972,1,Canned Foods,Food,Clams,Canned Clams,Just Right Fancy Canned Clams
CR-10972,1,Canned Foods,Drink,Clams,Canned Clams,Just Right Fancy Canned Clams
CR-10937,1,Baking Goods,Food,Preserves,Jams and Jellies,BBB Best Apple Preserves
CR-10937,1,Baking Goods,Drink,Preserves,Jams and Jellies,BBB Best Apple Preserves
CR-10682,2,Dairy,Food,Milk,Dairy,Gorilla Whole Milk
CR-10682,2,Dairy,Drink,Milk,Dairy,Gorilla Whole Milk
CR-10960,1,Canned Foods,Food,Canned Vegetables,Vegetables,Just Right Canned Tomatos
CR-10960,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Just Right Canned Tomatos
