Item Branch 3rd Item Number,Item Branch G/L Category,Short Name,Item Branch 2nd Item Number,Item-Branch Key,Item Branch Reorder Quantity,Horsepower,Item Branch Category Code 6,Item Branch Category Code 7,Item Branch Primary Supplier
29260,UTIW,10883,29260,CR-10883,0,50,1020,      ,0
29786,TFAB,10940,29786,CR-10940,0,30,1025,      ,100111
29786,TFAB,10940,29786,CR-10940,0,30,1025,      ,100111
33578,ACCE,10232,33578,CR-10232,0,30,1035,      ,1
33578,ACCE,10232,33578,CR-10232,0,30,1035,      ,1
37730,AXLE,10608,37730,CR-10608,0,30,1010,      ,1
37730,AXLE,10608,37730,CR-10608,0,30,1010,      ,1
50116,MKTG,10071,50116,CR-10071,0,50,5020,      ,1
50116,MKTG,10071,50116,CR-10071,0,50,5020,      ,1
2526,TFAB,10048,2526,CR-10048,0,10,1025,      ,20534
2526,TFAB,10048,2526,CR-10048,0,10,1025,      ,20534
16463,SRCW,10336,16463,CR-10336,0,50,1015,      ,1
16463,SRCW,10336,16463,CR-10336,0,50,1015,      ,1
28626,SRCW,10819,28626,CR-10819,0,10,1015,      ,20726
28626,SRCW,10819,28626,CR-10819,0,10,1015,      ,20726
33579,ACCE,10233,33579,CR-10233,0,30,1035,      ,1
33579,ACCE,10233,33579,CR-10233,0,30,1035,      ,1
34506,SRCW,10278,34506,CR-10278,0,50,1015,      ,1
34506,SRCW,10278,34506,CR-10278,0,50,1015,      ,1
37731,CHUB,10609,37731,CR-10609,0,30,1095,      ,1
37731,CHUB,10609,37731,CR-10609,0,30,1095,      ,1
50117,MKTG,10072,50117,CR-10072,0,50,5020,      ,1
50117,MKTG,10072,50117,CR-10072,0,50,5020,      ,1
61495,TMTG,10308,61495,CR-10308,0,50,1030,      ,1
61495,TMTG,10308,61495,CR-10308,0,50,1030,      ,1
16464,SRCW,10337,16464,CR-10337,0,50,1015,      ,1
16464,SRCW,10337,16464,CR-10337,0,50,1015,      ,1
26473,SRCW,10653,26473,CR-10653,0,30,1015,      ,1
26473,SRCW,10653,26473,CR-10653,0,30,1015,      ,1
32629,TFAB,10174,32629,CR-10174,0,30,1025,      ,1
32629,TFAB,10174,32629,CR-10174,0,30,1025,      ,1
34507,SRCW,10279,34507,CR-10279,0,50,1015,      ,1
34507,SRCW,10279,34507,CR-10279,0,50,1015,      ,1
50118,MKTG,10073,50118,CR-10073,0,50,5020,      ,1
50118,MKTG,10073,50118,CR-10073,0,50,5020,      ,1
61496,TMTG,10309,61496,CR-10309,0,50,1030,      ,1
61496,TMTG,10309,61496,CR-10309,0,50,1030,      ,1
63990,ATVW,10731,63990,CR-10731,0,50,1040,      ,0
63990,ATVW,10731,63990,CR-10731,0,50,1040,      ,0
65008,AFAB,10823,65008,CR-10823,0,50,1050,      ,0
65008,AFAB,10823,65008,CR-10823,0,50,1050,      ,0
2546,SMWN,10049,2546,CR-10049,0,10,1045,      ,20534
2546,SMWN,10049,2546,CR-10049,0,10,1045,      ,20534
16465,SRCW,10338,16465,CR-10338,0,50,1015,      ,1
16465,SRCW,10338,16465,CR-10338,0,50,1015,      ,1
22503,TFAB,10492,22503,CR-10492,0,10,1025,      ,20534
22503,TFAB,10492,22503,CR-10492,0,10,1025,      ,20534
35048,AFAB,10354,35048,CR-10354,0,50,1050,      ,1
35048,AFAB,10354,35048,CR-10354,0,50,1050,      ,1
65009,AFAB,10824,65009,CR-10824,0,50,1050,      ,0
65009,AFAB,10824,65009,CR-10824,0,50,1050,      ,0
915408,MKTG,10007,915408,CR-10007,0,50,5020,      ,36260
915408,MKTG,10007,915408,CR-10007,0,50,5020,      ,36260
2583,SRCW,10050,2583,CR-10050,0,10,1015,      ,20534
2583,SRCW,10050,2583,CR-10050,0,10,1015,      ,20534
22508,SMWN,10493,22508,CR-10493,0,10,1045,      ,20534
22508,SMWN,10493,22508,CR-10493,0,10,1045,      ,20534
31840,MKTG,10104,31840,CR-10104,0,50,5020,      ,0
31840,MKTG,10104,31840,CR-10104,0,50,5020,      ,0
34509,SRCW,10280,34509,CR-10280,0,50,1015,      ,1
34509,SRCW,10280,34509,CR-10280,0,50,1015,      ,1
61140,TMTG,10264,61140,CR-10264,0,50,1030,      ,1
61140,TMTG,10264,61140,CR-10264,0,50,1030,      ,1
61498,TFAB,10310,61498,CR-10310,0,30,1025,      ,35385
61498,TFAB,10310,61498,CR-10310,0,30,1025,      ,35385
61902,AXLE,10394,61902,CR-10394,0,30,1010,      ,1
61902,AXLE,10394,61902,CR-10394,0,30,1010,      ,1
62880,SRCW,10555,62880,CR-10555,0,30,1015,      ,1
62880,SRCW,10555,62880,CR-10555,0,30,1015,      ,1
915410,MKTG,10008,915410,CR-10008,0,50,5020,      ,101950
915410,MKTG,10008,915410,CR-10008,0,50,5020,      ,101950
16479,SRCW,10339,16479,CR-10339,0,50,1015,      ,1
16479,SRCW,10339,16479,CR-10339,0,50,1015,      ,1
29268,ATVW,10884,29268,CR-10884,0,50,1040,      ,1
29268,ATVW,10884,29268,CR-10884,0,50,1040,      ,1
31842,MKTG,10105,31842,CR-10105,0,50,5020,      ,36772
31842,MKTG,10105,31842,CR-10105,0,50,5020,      ,36772
34510,SRCW,10281,34510,CR-10281,0,50,1015,      ,1
34510,SRCW,10281,34510,CR-10281,0,50,1015,      ,1
38243,AXLE,10704,38243,CR-10704,0,50,1010,      ,20196
38243,AXLE,10704,38243,CR-10704,0,50,1010,      ,20196
39015,ACCE,10842,39015,CR-10842,0,50,1035,      ,1
39015,ACCE,10842,39015,CR-10842,0,50,1035,      ,1
61499,TFAB,10311,61499,CR-10311,0,30,1025,      ,35385
61499,TFAB,10311,61499,CR-10311,0,30,1025,      ,35385
62881,ACCE,10556,62881,CR-10556,0,50,1035,      ,1
62881,ACCE,10556,62881,CR-10556,0,50,1035,      ,1
63585,AFAB,10673,63585,CR-10673,0,50,1050,      ,0
63585,AFAB,10673,63585,CR-10673,0,50,1050,      ,0
915409,MKTG,10009,915409,CR-10009,0,50,5020,      ,101622
915409,MKTG,10009,915409,CR-10009,0,50,5020,      ,101622
14137,SHUB,10258,14137,PC-10258,0,50,1055,      ,1
14137,SHUB,10258,14137,PC-10258,0,50,1055,      ,1
22513,TFAB,10494,22513,CR-10494,0,10,1025,      ,20534
22513,TFAB,10494,22513,CR-10494,0,10,1025,      ,20534
24832,SRCW,10542,24832,CR-10542,0,30,1015,      ,1
24832,SRCW,10542,24832,CR-10542,0,30,1015,      ,1
31847,MKTG,10106,31847,CR-10106,0,50,5020,      ,36772
31847,MKTG,10106,31847,CR-10106,0,50,5020,      ,36772
37738,AXLE,10610,37738,CR-10610,0,50,1010,      ,100111
37738,AXLE,10610,37738,CR-10610,0,50,1010,      ,100111
60004,AFAB,10074,60004,CR-10074,0,50,1050,      ,1
60004,AFAB,10074,60004,CR-10074,0,50,1050,      ,1
61500,TMTG,10312,61500,CR-10312,0,50,1030,      ,1
61500,TMTG,10312,61500,CR-10312,0,50,1030,      ,1
62885,MKTG,10557,62885,CR-10557,0,10,5020,      ,37469
62885,MKTG,10557,62885,CR-10557,0,10,5020,      ,37469
2593,SMWN,10051,2593,CR-10051,0,10,1045,      ,20534
2593,SMWN,10051,2593,CR-10051,0,10,1045,      ,20534
29293,ACCE,10888,29293,CR-10888,0,50,1035,      ,1
29293,ACCE,10888,29293,CR-10888,0,50,1035,      ,1
31848,MKTG,10107,31848,CR-10107,0,50,5020,      ,20257
31848,MKTG,10107,31848,CR-10107,0,50,5020,      ,20257
37739,AXLE,10611,37739,CR-10611,0,50,1010,      ,100111
37739,AXLE,10611,37739,CR-10611,0,50,1010,      ,100111
61143,TFAB,10265,61143,CR-10265,0,30,1025,      ,1
61143,TFAB,10265,61143,CR-10265,0,30,1025,      ,1
61501,TMTG,10313,61501,CR-10313,0,50,1030,      ,1
61501,TMTG,10313,61501,CR-10313,0,50,1030,      ,1
14919,SHUB,10269,14919,PC-10269,0,50,1055,      ,1
14919,SHUB,10269,14919,PC-10269,0,50,1055,      ,1
14211,SRCW,10260,14211,CR-10260,0,10,1015,      ,100125
14211,SRCW,10260,14211,CR-10260,0,10,1015,      ,100125
16554,SRCW,10340,16554,CR-10340,0,30,1015,      ,1
16554,SRCW,10340,16554,CR-10340,0,30,1015,      ,1
26502,SRCW,10654,26502,CR-10654,0,50,1015,      ,1
26502,SRCW,10654,26502,CR-10654,0,50,1015,      ,1
31849,MKTG,10108,31849,CR-10108,0,50,5020,      ,20257
31849,MKTG,10108,31849,CR-10108,0,50,5020,      ,20257
35058,SRCW,10355,35058,CR-10355,0,10,1015,      ,32886
35058,SRCW,10355,35058,CR-10355,0,10,1015,      ,32886
38248,AXLE,10705,38248,CR-10705,0,50,1010,      ,1
38248,AXLE,10705,38248,CR-10705,0,50,1010,      ,1
39412,AFAB,10921,39412,CR-10921,0,50,1050,      ,1
39412,AFAB,10921,39412,CR-10921,0,50,1050,      ,1
60006,AXLE,10075,60006,CR-10075,0,10,1010,      ,30392
60006,AXLE,10075,60006,CR-10075,0,10,1010,      ,30392
800537,SRCW,10054,800537,CR-10054,0,30,1015,      ,1
800537,SRCW,10054,800537,CR-10054,0,30,1015,      ,1
14926,SHUB,10270,14926,PC-10270,0,50,1055,      ,1
14926,SHUB,10270,14926,PC-10270,0,50,1055,      ,1
2596,TFAB,10052,2596,CR-10052,0,10,1025,      ,20534
2596,TFAB,10052,2596,CR-10052,0,10,1025,      ,20534
14227,SRCW,10261,14227,CR-10261,0,10,1015,      ,20729
14227,SRCW,10261,14227,CR-10261,0,10,1015,      ,20729
16557,SRCW,10341,16557,CR-10341,0,30,1015,      ,1
16557,SRCW,10341,16557,CR-10341,0,30,1015,      ,1
26503,SRCW,10655,26503,CR-10655,0,50,1015,      ,1
26503,SRCW,10655,26503,CR-10655,0,50,1015,      ,1
28653,TFAB,10820,28653,CR-10820,0,30,1025,      ,20169
28653,TFAB,10820,28653,CR-10820,0,30,1025,      ,20169
31850,MKTG,10109,31850,CR-10109,0,50,5020,      ,36772
31850,MKTG,10109,31850,CR-10109,0,50,5020,      ,36772
34526,SRCW,10282,34526,CR-10282,0,50,1015,      ,1
34526,SRCW,10282,34526,CR-10282,0,50,1015,      ,1
60715,SRCW,10197,60715,CR-10197,0,30,1015,      ,100126
60715,SRCW,10197,60715,CR-10197,0,30,1015,      ,100126
61145,TMTG,10266,61145,CR-10266,0,50,1030,      ,1
61145,TMTG,10266,61145,CR-10266,0,50,1030,      ,1
16558,SRCW,10342,16558,CR-10342,0,30,1015,      ,1
16558,SRCW,10342,16558,CR-10342,0,30,1015,      ,1
26509,TMTG,10656,26509,CR-10656,0,50,1030,      ,100111
26509,TMTG,10656,26509,CR-10656,0,50,1030,      ,100111
32648,ATVW,10175,32648,CR-10175,0,50,1040,      ,1
32648,ATVW,10175,32648,CR-10175,0,50,1040,      ,1
39020,ACCE,10843,39020,CR-10843,0,50,1035,      ,1
39020,ACCE,10843,39020,CR-10843,0,50,1035,      ,1
39414,AFAB,10922,39414,CR-10922,0,50,1050,      ,1
39414,AFAB,10922,39414,CR-10922,0,50,1050,      ,1
63998,SRCW,10732,63998,CR-10732,0,10,1015,      ,1
63998,SRCW,10732,63998,CR-10732,0,10,1015,      ,1
65020,TMTG,10825,65020,CR-10825,0,50,1030,      ,0
65020,TMTG,10825,65020,CR-10825,0,50,1030,      ,0
14973,SHUB,10275,14973,PC-10275,0,50,1055,      ,1
14973,SHUB,10275,14973,PC-10275,0,50,1055,      ,1
25833,TMTG,10581,25833,CR-10581,0,50,1030,      ,20169
25833,TMTG,10581,25833,CR-10581,0,50,1030,      ,20169
32651,ATVW,10176,32651,CR-10176,0,50,1040,      ,1
32651,ATVW,10176,32651,CR-10176,0,50,1040,      ,1
39415,AFAB,10923,39415,CR-10923,0,50,1050,      ,1
39415,AFAB,10923,39415,CR-10923,0,50,1050,      ,1
800540,SRCW,10055,800540,CR-10055,0,30,1015,      ,1
800540,SRCW,10055,800540,CR-10055,0,30,1015,      ,1
29298,ACCE,10889,29298,CR-10889,0,50,1035,      ,1
29298,ACCE,10889,29298,CR-10889,0,50,1035,      ,1
29844,SRCW,10941,29844,CR-10941,0,50,1015,      ,0
29844,SRCW,10941,29844,CR-10941,0,50,1015,      ,0
31875,SRCW,10110,31875,CR-10110,0,50,1015,      ,1
31875,SRCW,10110,31875,CR-10110,0,50,1015,      ,1
33600,TMTG,10234,33600,CR-10234,0,50,1030,      ,24433
33600,TMTG,10234,33600,CR-10234,0,50,1030,      ,24433
37763,AXLE,10612,37763,CR-10612,0,50,1010,      ,100111
37763,AXLE,10612,37763,CR-10612,0,50,1010,      ,100111
39416,AFAB,10924,39416,CR-10924,0,50,1050,      ,1
39416,AFAB,10924,39416,CR-10924,0,50,1050,      ,1
63205,AFAB,10625,63205,CR-10625,0,50,1050,      ,1
63205,AFAB,10625,63205,CR-10625,0,50,1050,      ,1
64040,TMTG,10975,64040,CR-10975,0,50,1030,      ,0
64040,TMTG,10975,64040,CR-10975,0,50,1030,      ,0
22535,TFAB,10495,22535,CR-10495,0,10,1025,      ,20534
22535,TFAB,10495,22535,CR-10495,0,10,1025,      ,20534
31098,UTIW,10043,31098,CR-10043,0,50,1020,      ,20726
31098,UTIW,10043,31098,CR-10043,0,50,1020,      ,20726
33602,TMTG,10235,33602,CR-10235,0,50,1030,      ,1
33602,TMTG,10235,33602,CR-10235,0,50,1030,      ,1
37764,AXLE,10613,37764,CR-10613,0,50,1010,      ,100111
37764,AXLE,10613,37764,CR-10613,0,50,1010,      ,100111
60011,TFAB,10076,60011,CR-10076,0,30,1025,      ,1
60011,TFAB,10076,60011,CR-10076,0,30,1025,      ,1
63206,AFAB,10626,63206,CR-10626,0,50,1050,      ,1
63206,AFAB,10626,63206,CR-10626,0,50,1050,      ,1
18933,SHUB,10370,18933,PC-10370,0,50,1055,      ,1
18933,SHUB,10370,18933,PC-10370,0,50,1055,      ,1
31879,SRCW,10111,31879,CR-10111,0,30,1015,      ,1
31879,SRCW,10111,31879,CR-10111,0,30,1015,      ,1
32654,SMWN,10177,32654,CR-10177,0,30,1045,      ,1
32654,SMWN,10177,32654,CR-10177,0,30,1045,      ,1
33603,TMTG,10236,33603,CR-10236,0,50,1030,      ,1
33603,TMTG,10236,33603,CR-10236,0,50,1030,      ,1
35085,ACCE,10356,35085,CR-10356,0,50,1035,      ,1
35085,ACCE,10356,35085,CR-10356,0,50,1035,      ,1
37765,AXLE,10614,37765,CR-10614,0,50,1010,      ,1
37765,AXLE,10614,37765,CR-10614,0,50,1010,      ,1
60730,SRCW,10199,60730,CR-10199,0,10,1015,      ,102061
60730,SRCW,10199,60730,CR-10199,0,10,1015,      ,102061
61150,TMTG,10267,61150,CR-10267,0,50,1030,      ,1
61150,TMTG,10267,61150,CR-10267,0,50,1030,      ,1
61912,AXLE,10395,61912,CR-10395,0,10,1010,      ,1
61912,AXLE,10395,61912,CR-10395,0,10,1010,      ,1
63600,TMTG,10674,63600,CR-10674,0,50,1030,      ,1
63600,TMTG,10674,63600,CR-10674,0,50,1030,      ,1
800543,SRCW,10056,800543,CR-10056,0,30,1015,      ,0
800543,SRCW,10056,800543,CR-10056,0,30,1015,      ,0
22540,TFAB,10496,22540,CR-10496,0,30,1025,      ,1
22540,TFAB,10496,22540,CR-10496,0,30,1025,      ,1
31880,SRCW,10112,31880,CR-10112,0,50,1015,      ,0
31880,SRCW,10112,31880,CR-10112,0,50,1015,      ,0
32655,UTIW,10178,32655,CR-10178,0,50,1020,      ,0
32655,UTIW,10178,32655,CR-10178,0,50,1020,      ,0
33629,TMTG,10237,33629,CR-10237,0,50,1030,      ,1
33629,TMTG,10237,33629,CR-10237,0,50,1030,      ,1
34534,SRCW,10283,34534,CR-10283,0,50,1015,      ,1
34534,SRCW,10283,34534,CR-10283,0,50,1015,      ,1
37766,AXLE,10615,37766,CR-10615,0,50,1010,      ,100111
37766,AXLE,10615,37766,CR-10615,0,50,1010,      ,100111
39025,ACCE,10844,39025,CR-10844,0,50,1035,      ,1
39025,ACCE,10844,39025,CR-10844,0,50,1035,      ,1
60013,AFAB,10077,60013,CR-10077,0,50,1050,      ,1
60013,AFAB,10077,60013,CR-10077,0,50,1050,      ,1
64004,SRCW,10733,64004,CR-10733,0,10,1015,      ,22780
64004,SRCW,10733,64004,CR-10733,0,10,1015,      ,22780
16715,TFAB,10343,16715,CR-10343,0,30,1025,      ,100111
16715,TFAB,10343,16715,CR-10343,0,30,1025,      ,100111
22541,TFAB,10497,22541,CR-10497,0,30,1025,      ,1
22541,TFAB,10497,22541,CR-10497,0,30,1025,      ,1
35095,TMTG,10357,35095,CR-10357,0,50,1030,      ,1
35095,TMTG,10357,35095,CR-10357,0,50,1030,      ,1
37260,TMTG,10547,37260,CR-10547,0,50,1030,      ,1
37260,TMTG,10547,37260,CR-10547,0,50,1030,      ,1
39781,TMTG,11000,39781,CR-11000,0,50,1030,      ,1
39781,TMTG,11000,39781,CR-11000,0,50,1030,      ,1
60014,TFAB,10078,60014,CR-10078,0,30,1025,      ,1
60014,TFAB,10078,60014,CR-10078,0,30,1025,      ,1
60735,SMWN,10200,60735,CR-10200,0,10,1045,      ,100089
60735,SMWN,10200,60735,CR-10200,0,10,1045,      ,100089
65443,TMTG,10878,65443,CR-10878,0,50,1030,      ,0
65443,TMTG,10878,65443,CR-10878,0,50,1030,      ,0
800545,SRCW,10057,800545,CR-10057,0,30,1015,      ,1
800545,SRCW,10057,800545,CR-10057,0,30,1015,      ,1
19456,SHUB,10373,19456,PC-10373,0,50,1055,      ,1
19456,SHUB,10373,19456,PC-10373,0,50,1055,      ,1
28750CL,SHUB,10109,28750CL,PC-10109,0,50,1055,      ,1
28750CL,SHUB,10109,28750CL,PC-10109,0,50,1055,      ,1
25852,TMTG,10582,25852,CR-10582,0,50,1030,      ,1
25852,TMTG,10582,25852,CR-10582,0,50,1030,      ,1
29871,ACCE,10942,29871,CR-10942,0,50,1035,      ,1
29871,ACCE,10942,29871,CR-10942,0,50,1035,      ,1
32657,SMWN,10179,32657,CR-10179,0,10,1045,      ,100298
32657,SMWN,10179,32657,CR-10179,0,10,1045,      ,100298
35096,TMTG,10358,35096,CR-10358,0,50,1030,      ,24433
35096,TMTG,10358,35096,CR-10358,0,50,1030,      ,24433
37770,AXLE,10616,37770,CR-10616,0,10,1010,      ,100185
37770,AXLE,10616,37770,CR-10616,0,10,1010,      ,100185
60015,TFAB,10079,60015,CR-10079,0,30,1025,      ,1
60015,TFAB,10079,60015,CR-10079,0,30,1025,      ,1
62595,AXLE,10499,62595,CR-10499,0,50,1010,      ,1
62595,AXLE,10499,62595,CR-10499,0,50,1010,      ,1
62897,SMWN,10558,62897,CR-10558,0,30,1045,      ,0
62897,SMWN,10558,62897,CR-10558,0,30,1045,      ,0
65027,AFAB,10826,65027,CR-10826,0,50,1050,      ,0
65027,AFAB,10826,65027,CR-10826,0,50,1050,      ,0
65444,TMTG,10879,65444,CR-10879,0,30,1030,      ,0
65444,TMTG,10879,65444,CR-10879,0,30,1030,      ,0
18135,SRCW,10010,18135,CR-10010,0,50,1015,      ,0
18135,SRCW,10010,18135,CR-10010,0,50,1015,      ,0
800546,SRCW,10058,800546,CR-10058,0,30,1015,      ,0
800546,SRCW,10058,800546,CR-10058,0,30,1015,      ,0
29872,ACCE,10943,29872,CR-10943,0,50,1035,      ,1
29872,ACCE,10943,29872,CR-10943,0,50,1035,      ,1
35097,TMTG,10359,35097,CR-10359,0,50,1030,      ,21405
35097,TMTG,10359,35097,CR-10359,0,50,1030,      ,21405
62596,AXLE,10500,62596,CR-10500,0,50,1010,      ,1
62596,AXLE,10500,62596,CR-10500,0,50,1010,      ,1
65028,AFAB,10827,65028,CR-10827,0,50,1050,      ,0
65028,AFAB,10827,65028,CR-10827,0,50,1050,      ,0
65445,TMTG,10880,65445,CR-10880,0,50,1030,      ,0
65445,TMTG,10880,65445,CR-10880,0,50,1030,      ,0
800547,SRCW,10059,800547,CR-10059,0,30,1015,      ,1
800547,SRCW,10059,800547,CR-10059,0,30,1015,      ,1
19857,SHUB,10381,19857,PC-10381,0,50,1055,      ,1
19857,SHUB,10381,19857,PC-10381,0,50,1055,      ,1
29873,ACCE,10944,29873,CR-10944,0,50,1035,      ,1
29873,ACCE,10944,29873,CR-10944,0,50,1035,      ,1
32659,AFAB,10180,32659,CR-10180,0,50,1050,      ,1
32659,AFAB,10180,32659,CR-10180,0,50,1050,      ,1
60018,SRCW,10080,60018,CR-10080,0,10,1015,      ,37097
60018,SRCW,10080,60018,CR-10080,0,10,1015,      ,37097
65029,AFAB,10828,65029,CR-10828,0,50,1050,      ,0
65029,AFAB,10828,65029,CR-10828,0,50,1050,      ,0
65446,TMTG,10881,65446,CR-10881,0,50,1030,      ,0
65446,TMTG,10881,65446,CR-10881,0,50,1030,      ,0
25855,TMTG,10583,25855,CR-10583,0,50,1030,      ,1
25855,TMTG,10583,25855,CR-10583,0,50,1030,      ,1
26543,ACCE,10657,26543,CR-10657,0,50,1035,      ,1
26543,ACCE,10657,26543,CR-10657,0,50,1035,      ,1
32660,UTIW,10181,32660,CR-10181,0,50,1020,      ,0
32660,UTIW,10181,32660,CR-10181,0,50,1020,      ,0
37774,AXLE,10617,37774,CR-10617,0,50,1010,      ,1
37774,AXLE,10617,37774,CR-10617,0,50,1010,      ,1
39030,ACCE,10845,39030,CR-10845,0,50,1035,      ,1
39030,ACCE,10845,39030,CR-10845,0,50,1035,      ,1
60019,SRCW,10081,60019,CR-10081,0,10,1015,      ,37097
60019,SRCW,10081,60019,CR-10081,0,10,1015,      ,37097
61918,KIA,10396,61918,CR-10396,0,50,1065,      ,1
61918,KIA,10396,61918,CR-10396,0,50,1065,      ,1
62902,TFAB,10559,62902,CR-10559,0,30,1025,      ,1
62902,TFAB,10559,62902,CR-10559,0,30,1025,      ,1
64015,SMWN,10734,64015,CR-10734,0,30,1045,      ,0
64015,SMWN,10734,64015,CR-10734,0,30,1045,      ,0
65447,TMTG,10882,65447,CR-10882,0,50,1030,      ,0
65447,TMTG,10882,65447,CR-10882,0,50,1030,      ,0
16937,SRCW,10344,16937,CR-10344,0,50,1015,      ,1
16937,SRCW,10344,16937,CR-10344,0,50,1015,      ,1
32661,SMWN,10182,32661,CR-10182,0,10,1045,      ,20605
32661,SMWN,10182,32661,CR-10182,0,10,1045,      ,20605
39425,AFAB,10925,39425,CR-10925,0,50,1050,      ,1
39425,AFAB,10925,39425,CR-10925,0,50,1050,      ,1
60020,SRCW,10082,60020,CR-10082,0,10,1015,      ,37097
60020,SRCW,10082,60020,CR-10082,0,10,1015,      ,37097
62903,TFAB,10560,62903,CR-10560,0,10,1025,      ,20534
62903,TFAB,10560,62903,CR-10560,0,10,1025,      ,20534
65031,AFAB,10829,65031,CR-10829,0,50,1050,      ,0
65031,AFAB,10829,65031,CR-10829,0,50,1050,      ,0
65448,TMTG,10883,65448,CR-10883,0,50,1030,      ,0
65448,TMTG,10883,65448,CR-10883,0,50,1030,      ,0
16997,SRCW,10345,16997,CR-10345,0,50,1015,      ,1
16997,SRCW,10345,16997,CR-10345,0,50,1015,      ,1
31129,SRCW,10044,31129,CR-10044,0,10,1015,      ,20169
31129,SRCW,10044,31129,CR-10044,0,10,1015,      ,20169
32662,SMWN,10183,32662,CR-10183,0,30,1045,      ,1
32662,SMWN,10183,32662,CR-10183,0,30,1045,      ,1
34551,SRCW,10284,34551,CR-10284,0,10,1015,      ,22780
34551,SRCW,10284,34551,CR-10284,0,10,1015,      ,22780
37344,AXLE,10548,37344,CR-10548,0,10,1010,      ,100233
37344,AXLE,10548,37344,CR-10548,0,10,1010,      ,100233
37780,AXLE,10618,37780,CR-10618,0,50,1010,      ,1
37780,AXLE,10618,37780,CR-10618,0,50,1010,      ,1
60021,SRCW,10083,60021,CR-10083,0,10,1015,      ,37097
60021,SRCW,10083,60021,CR-10083,0,10,1015,      ,37097
60744,TMTG,10201,60744,CR-10201,0,50,1030,      ,1
60744,TMTG,10201,60744,CR-10201,0,50,1030,      ,1
62601,AFAB,10501,62601,CR-10501,0,50,1050,      ,1
62601,AFAB,10501,62601,CR-10501,0,50,1050,      ,1
65449,TMTG,10884,65449,CR-10884,0,50,1030,      ,0
65449,TMTG,10884,65449,CR-10884,0,50,1030,      ,0
3693,TFAB,10053,3693,CR-10053,0,10,1025,      ,20534
3693,TFAB,10053,3693,CR-10053,0,10,1025,      ,20534
26546,ACCE,10658,26546,CR-10658,0,30,1035,      ,24088
26546,ACCE,10658,26546,CR-10658,0,30,1035,      ,24088
34552,SRCW,10285,34552,CR-10285,0,10,1015,      ,22780
34552,SRCW,10285,34552,CR-10285,0,10,1015,      ,22780
35118,SRCW,10362,35118,CR-10362,0,50,1015,      ,1
35118,SRCW,10362,35118,CR-10362,0,50,1015,      ,1
37781,AXLE,10619,37781,CR-10619,0,30,1010,      ,1
37781,AXLE,10619,37781,CR-10619,0,30,1010,      ,1
39033,AXLE,10846,39033,CR-10846,0,50,1010,      ,1
39033,AXLE,10846,39033,CR-10846,0,50,1010,      ,1
60022,SRCW,10084,60022,CR-10084,0,10,1015,      ,37097
60022,SRCW,10084,60022,CR-10084,0,10,1015,      ,37097
62602,MKTG,10502,62602,CR-10502,0,50,5020,      ,100111
62602,MKTG,10502,62602,CR-10502,0,50,5020,      ,100111
65033,AFAB,10830,65033,CR-10830,0,50,1050,      ,0
65033,AFAB,10830,65033,CR-10830,0,50,1050,      ,0
65450,TMTG,10885,65450,CR-10885,0,50,1030,      ,0
65450,TMTG,10885,65450,CR-10885,0,50,1030,      ,0
22555,TMTG,10498,22555,CR-10498,0,50,1030,      ,1
22555,TMTG,10498,22555,CR-10498,0,50,1030,      ,1
26547,ACCE,10659,26547,CR-10659,0,30,1035,      ,24088
26547,ACCE,10659,26547,CR-10659,0,30,1035,      ,24088
29878,ACCE,10945,29878,CR-10945,0,50,1035,      ,1
29878,ACCE,10945,29878,CR-10945,0,50,1035,      ,1
31137,SRCW,10045,31137,CR-10045,0,50,1015,      ,1
31137,SRCW,10045,31137,CR-10045,0,50,1015,      ,1
32664,SMWN,10184,32664,CR-10184,0,10,1045,      ,20383
32664,SMWN,10184,32664,CR-10184,0,10,1045,      ,20383
37783,AXLE,10620,37783,CR-10620,0,30,1010,      ,1
37783,AXLE,10620,37783,CR-10620,0,30,1010,      ,1
38271,TMTG,10706,38271,CR-10706,0,50,1030,      ,1
38271,TMTG,10706,38271,CR-10706,0,50,1030,      ,1
39789,SMWN,11001,39789,CR-11001,0,30,1045,      ,100105
39789,SMWN,11001,39789,CR-11001,0,30,1045,      ,100105
61161,SRCW,10268,61161,CR-10268,0,10,1015,      ,22780
61161,SRCW,10268,61161,CR-10268,0,10,1015,      ,22780
62906,SMWN,10561,62906,CR-10561,0,10,1045,      ,100071
62906,SMWN,10561,62906,CR-10561,0,10,1045,      ,100071
64820,SRCW,10011,64820,CR-10011,0,50,1015,      ,1
64820,SRCW,10011,64820,CR-10011,0,50,1015,      ,1
800553,SRCW,10060,800553,CR-10060,0,30,1015,      ,1
800553,SRCW,10060,800553,CR-10060,0,30,1015,      ,1
17150,SRCW,10346,17150,CR-10346,0,10,1015,      ,20383
17150,SRCW,10346,17150,CR-10346,0,10,1015,      ,20383
26548,ACCE,10660,26548,CR-10660,0,50,1035,      ,1
26548,ACCE,10660,26548,CR-10660,0,50,1035,      ,1
29312,ACCE,10890,29312,CR-10890,0,50,1035,      ,1
29312,ACCE,10890,29312,CR-10890,0,50,1035,      ,1
29879,ACCE,10946,29879,CR-10946,0,50,1035,      ,1
29879,ACCE,10946,29879,CR-10946,0,50,1035,      ,1
39036,AXLE,10847,39036,CR-10847,0,30,1010,      ,1
39036,AXLE,10847,39036,CR-10847,0,30,1010,      ,1
