DummyField,BudgetInput2,BudgetYear,BudgetPeriod,Type,Budget Amount,Actual Amount,BudKey,BudgetInput
1,3205,2022,6,Budget,13452.73,0,10010912,13452.73
1,3206,2022,6,Budget,13546.58,0,10006862,13546.58
1,3207,2022,6,Budget,13708.43,0,10026839,13708.43
1,3208,2022,6,Budget,13711.22,0,10009907,13711.22
1,3211,2022,6,Budget,14310.85,0,10016807,14310.85
1,3212,2022,6,Budget,14405.21,0,10006037,14405.21
1,3213,2022,6,Budget,14435.43,0,10012422,14435.43
1,3214,2022,6,Budget,14698.24,0,10020914,14698.24
1,3215,2022,6,Budget,14713.18,0,10024260,14713.18
1,3216,2022,6,Budget,14757.65,0,10023778,14757.65
1,3218,2022,6,Budget,15047.73,0,10020192,15047.73
1,3219,2022,6,Budget,15342.69,0,10022490,15342.69
1,3220,2022,6,Budget,15751.52,0,10021470,15751.52
1,3221,2022,6,Budget,16385.29,0,10002765,16385.29
1,3222,2022,6,Budget,17616.77,0,10016334,17616.77
1,3224,2022,6,Budget,18186.43,0,10027381,18186.43
1,3226,2022,6,Budget,20155.82,0,10023524,20155.82
1,3227,2022,6,Budget,20453.47,0,10016548,20453.47
1,3228,2022,6,Budget,22119.46,0,10025552,22119.46
1,3229,2022,6,Budget,22225.05,0,10023447,22225.05
1,3231,2022,6,Budget,23450.6,0,10022168,23450.6
1,3233,2022,6,Budget,24028.34,0,10024248,24028.34
1,3234,2022,6,Budget,24831.3,0,10020927,24831.3
1,3235,2022,6,Budget,24942.28,0,10012715,24942.28
1,3236,2022,6,Budget,25483.96,0,10018665,25483.96
1,3237,2022,6,Budget,26281.97,0,10017036,26281.97
1,3238,2022,6,Budget,26641.15,0,10024006,26641.15
1,3239,2022,6,Budget,26902.17,0,10020962,26902.17
1,3240,2022,6,Budget,27666.3,0,10024725,27666.3
1,3243,2022,6,Budget,33212.06,0,10022450,33212.06
1,3245,2022,6,Budget,34050.66,0,10014546,34050.66
1,3248,2022,6,Budget,36413.59,0,10016858,36413.59
1,3249,2022,6,Budget,36518.35,0,10017638,36518.35
1,3251,2022,6,Budget,38219.55,0,10023003,38219.55
1,3252,2022,6,Budget,39571.51,0,10023221,39571.51
1,3253,2022,6,Budget,39782,0,10025249,39782
1,3254,2022,6,Budget,41529.94,0,10015824,41529.94
1,3256,2022,6,Budget,43993.13,0,10023538,43993.13
1,3257,2022,6,Budget,46201.11,0,10013238,46201.11
1,3260,2022,6,Budget,48556.44,0,10010914,48556.44
1,3261,2022,6,Budget,49750.67,0,10016588,49750.67
1,3262,2022,6,Budget,50667.81,0,10025264,50667.81
1,3267,2022,6,Budget,57812.22,0,10024022,57812.22
1,3268,2022,6,Budget,60226.67,0,10021977,60226.67
1,3269,2022,6,Budget,62178.68,0,10005006,62178.68
1,3272,2022,6,Budget,64822.81,0,10002506,64822.81
1,3273,2022,6,Budget,66697.93,0,10021911,66697.93
1,3274,2022,6,Budget,76448.73,0,10026348,76448.73
1,3276,2022,6,Budget,93551.12,0,10023715,93551.12
1,3277,2022,6,Budget,97329.21,0,10015495,97329.21
1,3279,2022,6,Budget,166798.3,0,10009985,166798.3
1,3280,2022,6,Budget,181423.57,0,10025039,181423.57
1,3282,2022,6,Budget,189950.64,0,10017828,189950.64
1,3285,2022,6,Budget,302600.02,0,10020184,302600.02
1,3286,2022,6,Budget,312574.34,0,10018871,312574.34
1,3287,2022,6,Budget,394028.51,0,10021223,394028.51
1,3290,2022,6,Budget,487661.24,0,10021485,487661.24
1,3293,2022,6,Budget,727370.04,0,10025919,727370.04
1,3294,2022,6,Actual,0,0,10007121,0
1,3295,2022,6,Actual,0,0,10025051,0
1,3296,2022,6,Actual,0,0,10026336,0
1,3297,2022,6,Actual,0,0,10021184,0
1,3298,2022,6,Actual,0,0,10011981,0
1,3299,2022,6,Actual,0,0,10023783,0
1,3300,2022,6,Actual,0,0,10022678,0
1,3301,2022,6,Actual,0,0,10009623,0
1,3304,2022,6,Actual,0,0,10022732,0
1,3307,2022,6,Actual,0,0,10024262,0
1,3308,2022,6,Actual,0,0,10024999,0
1,3310,2022,6,Actual,0,0,10016542,0
1,3311,2022,6,Actual,0,0,10026861,0
1,3314,2022,6,Actual,0,0,10010904,0
1,3316,2022,6,Actual,0,0,10023244,0
1,3324,2022,6,Actual,0,1722.9,10021179,0
1,3325,2022,6,Actual,0,32.5,10020962,0
1,3326,2022,6,Actual,0,1504.83,10025249,0
1,3327,2022,6,Actual,0,663.32,10012226,0
1,3329,2022,6,Actual,0,163.27,10025021,0
1,3330,2022,6,Actual,0,15030.79,10017585,0
1,3332,2022,6,Actual,0,4962.3,10025284,0
1,3333,2022,6,Actual,0,470.79,10020192,0
1,3335,2022,6,Actual,0,443.53,10010974,0
1,3336,2022,6,Actual,0,20661.44,10019150,0
1,3337,2022,6,Actual,0,1141.92,10024725,0
1,3338,2022,6,Actual,0,277.04,10018890,0
1,3339,2022,6,Actual,0,49809.58,10026522,0
1,3340,2022,6,Actual,0,32770.93,10015275,0
1,3341,2022,6,Actual,0,8149.67,10002765,0
1,3342,2022,6,Actual,0,144600.1,10019942,0
1,3343,2022,6,Actual,0,21486.77,10023489,0
1,3344,2022,6,Actual,0,26039.06,10005006,0
1,3346,2022,6,Actual,0,1937.48,10025515,0
1,3349,2022,6,Actual,0,22052.07,10014779,0
1,3353,2022,6,Actual,0,2092.51,10025302,0
1,3355,2022,6,Actual,0,64118.47,10027381,0
1,3357,2022,6,Actual,0,3274.99,10025287,0
1,3358,2022,6,Actual,0,27238.76,10025238,0
1,3360,2022,6,Actual,0,3974.36,10019388,0
1,3361,2022,6,Actual,0,2598.37,10022490,0
1,3363,2022,6,Actual,0,31716.1,10025778,0
1,3364,2022,6,Actual,0,442394.58,10020663,0
1,3366,2022,6,Actual,0,33467.18,10021203,0
1,3368,2022,6,Actual,0,2200.25,10010970,0
1,3371,2022,6,Actual,0,126827.97,10026291,0
1,3372,2022,6,Actual,0,10828.19,10027583,0
1,3373,2022,6,Actual,0,4612.97,10002240,0
1,3374,2022,6,Actual,0,7688.4,10008134,0
1,3376,2022,6,Actual,0,8488.04,10015793,0
1,3378,2022,6,Actual,0,136347.79,10020915,0
1,3379,2022,6,Actual,0,64.44,10007564,0
1,3386,2022,6,Actual,0,8262.73,10009660,0
1,3391,2022,6,Actual,0,285.16,10009642,0
1,3392,2022,6,Actual,0,2198.57,10007566,0
1,3393,2022,6,Actual,0,1438.66,10025252,0
1,3396,2022,6,Actual,0,-5980.15,10017638,0
1,3397,2022,6,Actual,0,3265.74,10020390,0
1,3398,2022,6,Actual,0,15497.81,10025758,0
1,3399,2022,6,Actual,0,3679.28,10025037,0
1,3400,2022,6,Actual,0,15554.25,10020639,0
1,3401,2022,6,Actual,0,8432.89,10025248,0
1,3405,2022,6,Actual,0,2548.36,10027572,0
1,3406,2022,6,Actual,0,7198.09,10023241,0
1,3407,2022,6,Actual,0,615261.69,10025039,0
1,3409,2022,6,Actual,0,12234.77,10017576,0
1,3412,2022,6,Actual,0,14058.24,10021911,0
1,3414,2022,6,Actual,0,9665.25,10025269,0
1,3415,2022,6,Actual,0,51471.51,10026299,0
1,3419,2022,6,Actual,0,6905.34,10013188,0
1,3422,2022,6,Actual,0,6851.31,10022750,0
1,3423,2022,6,Actual,0,7693.43,10024022,0
1,3426,2022,6,Actual,0,268.88,10014810,0
1,3428,2022,6,Actual,0,15.72,10025791,0
1,3430,2022,6,Actual,0,3692.66,10019617,0
1,3431,2022,6,Actual,0,23699.68,10009907,0
1,3432,2022,6,Actual,0,7605.3,10016784,0
1,3434,2022,6,Actual,0,8167.17,10000466,0
1,3435,2022,6,Actual,0,29289.15,10024010,0
1,3436,2022,6,Actual,0,17980.81,10024246,0
1,3439,2022,6,Actual,0,3711.66,10002746,0
1,3443,2022,6,Actual,0,1318.58,10010698,0
1,3446,2022,6,Actual,0,895.97,10018623,0
1,3448,2022,6,Actual,0,3805.3,10020445,0
1,3449,2022,6,Actual,0,21709.84,10007123,0
1,3450,2022,6,Actual,0,834.38,10018867,0
1,3451,2022,6,Actual,0,1227.97,10026581,0
1,3453,2022,6,Actual,0,1590.08,10023760,0
1,3454,2022,6,Actual,0,7593.58,10009643,0
1,3455,2022,6,Actual,0,12210,10025296,0
1,3456,2022,6,Actual,0,58.59,10008381,0
1,3460,2022,6,Actual,0,1626.4,10021986,0
1,3461,2022,6,Actual,0,1479.14,10025814,0
1,3462,2022,6,Actual,0,18215.95,10021936,0
1,3466,2022,6,Actual,0,920.93,10013765,0
1,3469,2022,6,Actual,0,77803.93,10023275,0
1,3471,2022,6,Actual,0,18561.58,10009672,0
1,3472,2022,6,Actual,0,8049.85,10021223,0
1,3474,2022,6,Actual,0,136.31,10025771,0
1,3475,2022,6,Actual,0,2054.29,10024248,0
1,3479,2022,6,Actual,0,4559.01,10026055,0
1,3480,2022,6,Actual,0,23432.33,10019664,0
1,3481,2022,6,Actual,0,9368.02,10025285,0
1,3483,2022,6,Actual,0,183417.14,10024270,0
1,3484,2022,6,Actual,0,567.34,10011923,0
1,3486,2022,6,Actual,0,566.73,10020388,0
1,3487,2022,6,Actual,0,23735.03,10008593,0
1,3489,2022,6,Actual,0,5390.4,10016549,0
1,3491,2022,6,Actual,0,33122.57,10021459,0
1,3492,2022,6,Actual,0,233424,10019678,0
1,3493,2022,6,Actual,0,72843.13,10025291,0
1,3494,2022,6,Actual,0,2579.65,10017072,0
1,3495,2022,6,Actual,0,129571.52,10017553,0
1,3496,2022,6,Actual,0,50758.39,10009679,0
1,3499,2022,6,Actual,0,251857.15,10021222,0
1,3500,2022,6,Actual,0,18552.72,10025062,0
1,3504,2022,6,Actual,0,33636.09,10000460,0
1,3505,2022,6,Actual,0,30286.91,10025919,0
1,3506,2022,6,Actual,0,264910.64,10025552,0
1,3508,2022,6,Actual,0,1358.03,10020927,0
1,3510,2022,6,Actual,0,57937.5,10019109,0
1,3512,2022,6,Actual,0,7294.17,10018885,0
1,3513,2022,6,Actual,0,9662.13,10027356,0
1,3514,2022,6,Actual,0,169478.93,10010935,0
1,3516,2022,6,Actual,0,487.27,10023003,0
1,3517,2022,6,Actual,0,69.65,10007120,0
1,3521,2022,6,Actual,0,119.84,10018628,0
1,3524,2022,6,Actual,0,33.33,10015030,0
1,3525,2022,6,Actual,0,14895.67,10011198,0
1,3526,2022,6,Actual,0,549.73,10023516,0
1,3528,2022,6,Actual,0,367.2,10026078,0
1,3529,2022,6,Actual,0,1930.41,10000458,0
1,3530,2022,6,Actual,0,-325.51,10018871,0
1,3532,2022,6,Actual,0,6454.05,10002709,0
1,3533,2022,6,Actual,0,259.74,10024499,0
1,3534,2022,6,Actual,0,95.46,10019909,0
1,3535,2022,6,Actual,0,3287.61,10018665,0
1,3536,2022,6,Actual,0,1260.48,10025583,0
1,3537,2022,6,Actual,0,71.99,10025038,0
1,3538,2022,6,Actual,0,197487.77,10023471,0
1,3539,2022,6,Actual,0,273.62,10009156,0
1,3540,2022,6,Actual,0,203.08,10013232,0
1,3541,2022,6,Actual,0,5596.69,10017828,0
1,3543,2022,6,Actual,0,615.07,10009662,0
1,3545,2022,6,Actual,0,3399.76,10020909,0
1,3546,2022,6,Actual,0,14227.59,10021139,0
1,3547,2022,6,Actual,0,135,10027053,0
1,3548,2022,6,Actual,0,23663.46,10019682,0
1,3553,2022,6,Actual,0,698.05,10017314,0
1,3554,2022,6,Actual,0,560.83,10006093,0
1,3555,2022,6,Actual,0,-876.96,10023513,0
1,3560,2022,6,Actual,0,5429.95,10022725,0
1,3563,2022,6,Actual,0,1357.04,10025251,0
1,3564,2022,6,Actual,0,549.65,10000472,0
1,3565,2022,6,Actual,0,88.21,10009654,0
1,3566,2022,6,Actual,0,7.68,10012422,0
1,3567,2022,6,Actual,0,224.2,10009657,0
1,3569,2022,6,Actual,0,539.16,10025495,0
1,3572,2022,6,Actual,0,1726.25,10021470,0
1,3575,2022,6,Actual,0,1817.49,10025300,0
1,3577,2022,6,Actual,0,14.5,10027348,0
1,3578,2022,6,Actual,0,178.68,10023759,0
1,3579,2022,6,Actual,0,-673.24,10024743,0
1,3581,2022,6,Actual,0,2168.36,10021175,0
1,3582,2022,6,Actual,0,5255.92,10025305,0
1,3583,2022,6,Actual,0,3.17,10013472,0
1,3585,2022,7,Budget,-4269.01,0,10020445,-4269.01
1,3586,2022,7,Budget,-4213.28,0,10025287,-4213.28
1,3587,2022,7,Budget,-2239.92,0,10021911,-2239.92
1,3588,2022,7,Budget,-2104.1,0,10021412,-2104.1
1,3590,2022,7,Budget,-1126.62,0,10020171,-1126.62
1,3592,2022,7,Budget,-879.2,0,10000458,-879.2
1,3594,2022,7,Budget,20.8,0,10020962,20.8
1,3595,2022,7,Budget,28.47,0,10010698,28.47
1,3596,2022,7,Budget,37.24,0,10025771,37.24
1,3599,2022,7,Budget,45.8,0,10007355,45.8
1,3600,2022,7,Budget,47.62,0,10024541,47.62
1,3601,2022,7,Budget,49.59,0,10017314,49.59
1,3603,2022,7,Budget,62.44,0,10000473,62.44
1,3604,2022,7,Budget,72.03,0,10020390,72.03
1,3605,2022,7,Budget,72.79,0,10021986,72.79
1,3606,2022,7,Budget,73.84,0,10014495,73.84
1,3608,2022,7,Budget,75.86,0,10025243,75.86
1,3610,2022,7,Budget,88.96,0,10025252,88.96
1,3612,2022,7,Budget,97.06,0,10013232,97.06
1,3613,2022,7,Budget,100.65,0,10009642,100.65
1,3614,2022,7,Budget,105.77,0,10026078,105.77
1,3615,2022,7,Budget,115.93,0,10023003,115.93
1,3619,2022,7,Budget,195.56,0,10018867,195.56
1,3621,2022,7,Budget,239.42,0,10022750,239.42
1,3623,2022,7,Budget,241.26,0,10017072,241.26
1,3625,2022,7,Budget,246.46,0,10020909,246.46
1,3629,2022,7,Budget,279.24,0,10027053,279.24
1,3632,2022,7,Budget,314.39,0,10016564,314.39
1,3638,2022,7,Budget,386.89,0,10018890,386.89
1,3639,2022,7,Budget,402.78,0,10018628,402.78
1,3640,2022,7,Budget,414.23,0,10009156,414.23
1,3643,2022,7,Budget,481.8,0,10022490,481.8
1,3649,2022,7,Budget,593.93,0,10011923,593.93
1,3651,2022,7,Budget,614.63,0,10008602,614.63
1,3652,2022,7,Budget,625.14,0,10000460,625.14
1,3653,2022,7,Budget,629.27,0,10002709,629.27
1,3655,2022,7,Budget,699.09,0,10021470,699.09
1,3658,2022,7,Budget,794.87,0,10020388,794.87
1,3659,2022,7,Budget,827.69,0,10009907,827.69
1,3660,2022,7,Budget,848.22,0,10009672,848.22
1,3663,2022,7,Budget,870.59,0,10026606,870.59
1,3664,2022,7,Budget,895.03,0,10018665,895.03
1,3667,2022,7,Budget,982.94,0,10026581,982.94
1,3671,2022,7,Budget,1037.96,0,10008381,1037.96
1,3673,2022,7,Budget,1078.49,0,10021223,1078.49
1,3675,2022,7,Budget,1116.45,0,10018623,1116.45
1,3677,2022,7,Budget,1140.11,0,10027575,1140.11
1,3681,2022,7,Budget,1353.86,0,10023759,1353.86
1,3682,2022,7,Budget,1387.07,0,10025284,1387.07
1,3684,2022,7,Budget,1417.79,0,10019617,1417.79
1,3685,2022,7,Budget,1481.59,0,10010974,1481.59
1,3686,2022,7,Budget,1532.43,0,10025251,1532.43
1,3688,2022,7,Budget,1667.23,0,10024499,1667.23
1,3689,2022,7,Budget,1720.89,0,10016784,1720.89
1,3690,2022,7,Budget,1725.74,0,10019388,1725.74
1,3691,2022,7,Budget,1736.9,0,10007566,1736.9
1,3692,2022,7,Budget,1759.37,0,10000474,1759.37
1,3697,2022,7,Budget,1908.36,0,10021179,1908.36
1,3700,2022,7,Budget,1984.5,0,10024743,1984.5
1,3701,2022,7,Budget,2051.36,0,10010970,2051.36
1,3703,2022,7,Budget,2460.4,0,10023760,2460.4
1,3705,2022,7,Budget,2558.96,0,10019678,2558.96
1,3706,2022,7,Budget,2648.63,0,10009662,2648.63
1,3707,2022,7,Budget,2718.04,0,10015793,2718.04
1,3708,2022,7,Budget,2743.51,0,10025791,2743.51
1,3709,2022,7,Budget,2842.65,0,10025021,2842.65
1,3712,2022,7,Budget,2999.41,0,10025583,2999.41
1,3713,2022,7,Budget,3078.74,0,10014546,3078.74
1,3715,2022,7,Budget,3264.75,0,10019909,3264.75
1,3718,2022,7,Budget,3474.33,0,10006093,3474.33
1,3719,2022,7,Budget,3484.32,0,10025285,3484.32
1,3720,2022,7,Budget,3525.72,0,10024248,3525.72
1,3723,2022,7,Budget,3630.6,0,10024255,3630.6
1,3732,2022,7,Budget,4643.62,0,10025778,4643.62
1,3733,2022,7,Budget,4914.31,0,10011198,4914.31
1,3734,2022,7,Budget,5016.8,0,10026522,5016.8
1,3736,2022,7,Budget,5289.88,0,10026843,5289.88
1,3737,2022,7,Budget,5571.07,0,10011981,5571.07
1,3738,2022,7,Budget,5614.6,0,10025038,5614.6
1,3741,2022,7,Budget,5735.42,0,10009660,5735.42
1,3743,2022,7,Budget,6041.5,0,10020927,6041.5
1,3744,2022,7,Budget,6223.83,0,10025238,6223.83
1,3745,2022,7,Budget,6304.63,0,10025515,6304.63
1,3749,2022,7,Budget,6667.29,0,10014810,6667.29
1,3753,2022,7,Budget,6781.16,0,10021203,6781.16
1,3754,2022,7,Budget,6806.1,0,10018885,6806.1
1,3756,2022,7,Budget,7034.01,0,10025296,7034.01
1,3758,2022,7,Budget,7399.26,0,10013188,7399.26
1,3759,2022,7,Budget,7487.14,0,10019682,7487.14
1,3760,2022,7,Budget,7805.17,0,10021936,7805.17
1,3762,2022,7,Budget,7947.59,0,10020192,7947.59
1,3764,2022,7,Budget,8120.64,0,10025302,8120.64
1,3765,2022,7,Budget,8237.87,0,10008134,8237.87
1,3766,2022,7,Budget,8350.41,0,10016549,8350.41
1,3768,2022,7,Budget,8835.56,0,10012422,8835.56
1,3773,2022,7,Budget,10139.83,0,10024725,10139.83
1,3774,2022,7,Budget,10215.03,0,10000466,10215.03
1,3775,2022,7,Budget,10344.9,0,10025495,10344.9
1,3776,2022,7,Budget,10396.99,0,10020413,10396.99
1,3777,2022,7,Budget,10637.15,0,10009657,10637.15
1,3778,2022,7,Budget,10679.3,0,10025269,10679.3
1,3779,2022,7,Budget,10744.02,0,10025247,10744.02
1,3780,2022,7,Budget,10822.69,0,10027583,10822.69
1,3781,2022,7,Budget,11346.87,0,10024010,11346.87
1,3785,2022,7,Budget,13373.21,0,10002765,13373.21
1,3790,2022,7,Budget,13912.37,0,10015275,13912.37
1,3791,2022,7,Budget,14271.74,0,10014779,14271.74
1,3792,2022,7,Budget,14307.29,0,10018871,14307.29
1,3794,2022,7,Budget,14593.89,0,10027572,14593.89
1,3795,2022,7,Budget,14722.41,0,10008638,14722.41
1,3799,2022,7,Budget,15643,0,10025248,15643
1,3801,2022,7,Budget,16613.5,0,10019942,16613.5
1,3802,2022,7,Budget,16656.25,0,10007123,16656.25
1,3803,2022,7,Budget,17159.46,0,10025758,17159.46
1,3805,2022,7,Budget,17794.88,0,10021459,17794.88
1,3806,2022,7,Budget,17840.71,0,10017585,17840.71
1,3807,2022,7,Budget,18550.16,0,10023241,18550.16
1,3808,2022,7,Budget,18892.35,0,10025037,18892.35
1,3810,2022,7,Budget,19878.83,0,10009654,19878.83
1,3812,2022,7,Budget,21432.26,0,10000472,21432.26
1,3813,2022,7,Budget,21675.65,0,10009643,21675.65
1,3814,2022,7,Budget,21876.4,0,10017036,21876.4
1,3815,2022,7,Budget,22382.9,0,10019150,22382.9
1,3816,2022,7,Budget,22659.24,0,10027356,22659.24
1,3817,2022,7,Budget,22924.52,0,10020639,22924.52
1,3818,2022,7,Budget,23018.3,0,10020915,23018.3
1,3819,2022,7,Budget,23419.56,0,10023715,23419.56
1,3820,2022,7,Budget,23642.19,0,10017553,23642.19
1,3821,2022,7,Budget,24385.51,0,10027381,24385.51
1,3824,2022,7,Budget,28013.96,0,10008593,28013.96
1,3825,2022,7,Budget,28492.79,0,10017576,28492.79
1,3826,2022,7,Budget,29685.32,0,10023489,29685.32
1,3827,2022,7,Budget,34078.67,0,10005006,34078.67
1,3828,2022,7,Budget,35522.76,0,10024246,35522.76
1,3829,2022,7,Budget,35989.64,0,10020663,35989.64
1,3830,2022,7,Budget,38463.57,0,10025919,38463.57
1,3831,2022,7,Budget,40092.83,0,10024270,40092.83
1,3834,2022,7,Budget,46102.42,0,10021668,46102.42
1,3835,2022,7,Budget,48986.54,0,10026299,48986.54
1,3837,2022,7,Budget,50769.75,0,10025291,50769.75
1,3839,2022,7,Budget,53312.69,0,10025062,53312.69
1,3840,2022,7,Budget,54247.56,0,10017638,54247.56
1,3842,2022,7,Budget,57241.31,0,10019900,57241.31
1,3843,2022,7,Budget,62310.14,0,10024022,62310.14
1,3849,2022,7,Budget,86879.69,0,10026291,86879.69
1,3850,2022,7,Budget,99119.42,0,10023275,99119.42
1,3854,2022,7,Budget,161634.18,0,10010935,161634.18
1,3856,2022,7,Budget,224387.78,0,10024999,224387.78
1,3858,2022,7,Budget,305428.01,0,10023471,305428.01
1,3859,2022,7,Budget,370922.48,0,10021222,370922.48
1,3860,2022,7,Budget,651161.22,0,10025552,651161.22
1,3862,2022,7,Budget,941961.03,0,10025039,941961.03
1,3864,2022,7,Actual,0,0,10009985,0
1,3865,2022,7,Actual,0,0,10025051,0
1,3866,2022,7,Actual,0,0,10026336,0
1,3867,2022,7,Actual,0,0,10019664,0
1,3868,2022,7,Actual,0,0,10025249,0
1,3869,2022,7,Actual,0,0,10015824,0
1,3870,2022,7,Actual,0,0,10023783,0
1,3871,2022,7,Actual,0,0,10009623,0
1,3872,2022,7,Actual,0,0,10016548,0
1,3873,2022,7,Actual,0,0,10025061,0
1,3874,2022,7,Actual,0,0,10010912,0
1,3876,2022,7,Actual,0,0,10023516,0
1,3877,2022,7,Actual,0,0,10024999,0
1,3882,2022,7,Actual,0,0,10022249,0
1,3883,2022,7,Actual,0,0,10006805,0
1,3884,2022,7,Actual,0,0,10013252,0
1,3886,2022,7,Actual,0,0,10023235,0
1,3887,2022,7,Actual,0,0,10010904,0
1,3888,2022,7,Actual,0,0,10016303,0
1,3889,2022,7,Actual,0,0,10023244,0
1,3895,2022,7,Actual,0,2450.43,10025021,0
1,3896,2022,7,Actual,0,27.3,10025243,0
1,3899,2022,7,Actual,0,155.99,10025583,0
1,3900,2022,7,Actual,0,95.92,10014495,0
1,3901,2022,7,Actual,0,640.01,10018628,0
1,3903,2022,7,Actual,0,340.42,10018890,0
1,3904,2022,7,Actual,0,30620.93,10020663,0
1,3905,2022,7,Actual,0,1162.54,10010974,0
1,3906,2022,7,Actual,0,10835.3,10000466,0
1,3907,2022,7,Actual,0,15856.66,10019150,0
1,3908,2022,7,Actual,0,7612.55,10025238,0
1,3909,2022,7,Actual,0,44269.32,10023489,0
1,3912,2022,7,Actual,0,-2472.49,10025287,0
1,3913,2022,7,Actual,0,71756.55,10017638,0
1,3914,2022,7,Actual,0,9348.86,10024010,0
1,3915,2022,7,Actual,0,9000.92,10013188,0
1,3916,2022,7,Actual,0,22195.57,10025248,0
1,3917,2022,7,Actual,0,12770.35,10024246,0
1,3918,2022,7,Actual,0,11566.31,10018871,0
1,3919,2022,7,Actual,0,5622.54,10025778,0
1,3920,2022,7,Actual,0,863705.32,10025039,0
1,3921,2022,7,Actual,0,15302.93,10015275,0
1,3923,2022,7,Actual,0,14837.12,10009643,0
1,3924,2022,7,Actual,0,53491.15,10024270,0
1,3927,2022,7,Actual,0,97424.06,10026291,0
1,3928,2022,7,Actual,0,2118.25,10019388,0
1,3929,2022,7,Actual,0,4912.36,10025515,0
1,3932,2022,7,Actual,0,13139.93,10002765,0
1,3933,2022,7,Actual,0,231.89,10020909,0
1,3935,2022,7,Actual,0,1596.09,10019617,0
1,3936,2022,7,Actual,0,6699.13,10025302,0
1,3938,2022,7,Actual,0,24053.08,10017576,0
1,3940,2022,7,Actual,0,27.7,10017314,0
1,3941,2022,7,Actual,0,2008.03,10023760,0
1,3943,2022,7,Actual,0,3722.98,10025791,0
1,3944,2022,7,Actual,0,3479.98,10020927,0
1,3947,2022,7,Actual,0,8979.4,10025269,0
1,3948,2022,7,Actual,0,18061.23,10027381,0
1,3949,2022,7,Actual,0,263.67,10027053,0
1,3952,2022,7,Actual,0,22055.11,10025758,0
1,3955,2022,7,Actual,0,8756.99,10008134,0
1,3957,2022,7,Actual,0,335636.17,10023471,0
1,3958,2022,7,Actual,0,38498.98,10025291,0
1,3959,2022,7,Actual,0,2277.15,10010970,0
1,3960,2022,7,Actual,0,2296.53,10000474,0
1,3962,2022,7,Actual,0,1878.33,10007566,0
1,3963,2022,7,Actual,0,45981.99,10026299,0
1,3965,2022,7,Actual,0,773.6,10011923,0
1,3966,2022,7,Actual,0,19633,10020639,0
1,3967,2022,7,Actual,0,272229.02,10021222,0
1,3968,2022,7,Actual,0,10633.27,10019942,0
1,3971,2022,7,Actual,0,-6012.48,10020445,0
1,3975,2022,7,Actual,0,3315.44,10024255,0
1,3980,2022,7,Actual,0,15204.19,10025037,0
1,3981,2022,7,Actual,0,13202.31,10023241,0
1,3983,2022,7,Actual,0,553194.46,10025552,0
1,3984,2022,7,Actual,0,2722.7,10019909,0
1,3985,2022,7,Actual,0,3828.78,10021203,0
1,3986,2022,7,Actual,0,378.8,10022490,0
1,3989,2022,7,Actual,0,5736.47,10020192,0
1,3991,2022,7,Actual,0,3404.61,10012422,0
1,3992,2022,7,Actual,0,25961.91,10005006,0
1,3995,2022,7,Actual,0,19413,10007123,0
1,3996,2022,7,Actual,0,307,10009156,0
1,4001,2022,7,Actual,0,7707.68,10014810,0
1,4003,2022,7,Actual,0,-869.5,10000458,0
1,4005,2022,7,Actual,0,8921.86,10024725,0
1,4007,2022,7,Actual,0,3202.51,10015793,0
1,4008,2022,7,Actual,0,5384.03,10021936,0
1,4011,2022,7,Actual,0,5564.95,10026522,0
1,4012,2022,7,Actual,0,2053.15,10025284,0
1,4019,2022,7,Actual,0,17715.92,10027572,0
1,4020,2022,7,Actual,0,336.98,10022750,0
1,4021,2022,7,Actual,0,62990.59,10024022,0
1,4025,2022,7,Actual,0,11067.09,10020413,0
1,4026,2022,7,Actual,0,993.51,10016549,0
1,4029,2022,7,Actual,0,96.82,10021986,0
1,4030,2022,7,Actual,0,2584.34,10021179,0
1,4032,2022,7,Actual,0,9168.91,10025247,0
1,4033,2022,7,Actual,0,22391.14,10008593,0
1,4035,2022,7,Actual,0,8327.02,10020915,0
1,4037,2022,7,Actual,0,8750.86,10019682,0
1,4038,2022,7,Actual,0,1292.04,10020388,0
1,4039,2022,7,Actual,0,1605.55,10016784,0
1,4044,2022,7,Actual,0,-2623.85,10021412,0
1,4051,2022,7,Actual,0,495.45,10009907,0
1,4052,2022,7,Actual,0,15086.49,10027356,0
1,4053,2022,7,Actual,0,14043.17,10014779,0
1,4054,2022,7,Actual,0,11064.93,10009657,0
1,4057,2022,7,Actual,0,-2935.18,10021911,0
1,4058,2022,7,Actual,0,20802.77,10000472,0
1,4064,2022,7,Actual,0,113362.35,10023275,0
1,4065,2022,7,Actual,0,30.91,10010698,0
1,4066,2022,7,Actual,0,24156.25,10017553,0
1,4067,2022,7,Actual,0,9859.41,10018885,0
1,4069,2022,7,Actual,0,3149.48,10014546,0
1,4071,2022,7,Actual,0,3044.78,10019678,0
1,4073,2022,7,Actual,0,1099.63,10021223,0
1,4074,2022,7,Actual,0,1398.01,10023759,0
1,4075,2022,7,Actual,0,46148.79,10025062,0
1,4078,2022,7,Actual,0,50196.81,10021668,0
1,4079,2022,7,Actual,0,10533.82,10025296,0
1,4082,2022,7,Actual,0,110.05,10020390,0
1,4084,2022,7,Actual,0,4497.6,10025285,0
1,4087,2022,7,Actual,0,3064.39,10011981,0
