BasketItem,Order Number
CR-10834,219020
CR-10009,219020
CR-10862,219020
CR-10683,219020
CR-10804,219020
CR-10898,219020
CR-10649,219020
CR-10612,219020
CR-10952,219020
CR-10821,219020
CR-10515,219020
CR-10844,219020
CR-10043,219020
CR-10279,219020
CR-10843,219020
CR-10534,219020
CR-10722,219020
CR-10391,219020
CR-10806,219020
CR-10869,219020
CR-10899,219020
CR-10619,219020
CR-10215,219020
CR-10854,219020
CR-10823,219020
CR-10807,219020
CR-10385,219020
CR-10681,219020
CR-10883,219020
CR-10197,216958
CR-10890,217653
CR-10670,217824
CR-10504,217824
CR-10671,217824
CR-10889,218170
CR-11112,218170
CR-10006,218170
CR-10008,218170
CR-10009,218170
CR-10718,218343
CR-10719,218343
CR-10307,218512
CR-10554,218512
CR-10415,218512
CR-10334,218512
CR-10074,218512
CR-10572,218690
CR-10844,218854
CR-10843,218854
CR-11112,219500
CR-10889,219500
CR-10050,219661
CR-10847,219827
CR-10660,219827
CR-10384,219827
CR-10731,219827
CR-10660,219827
CR-10890,219827
CR-10194,219990
CR-10193,219990
CR-10728,219990
CR-10101,219990
CR-10567,220159
CR-10187,220489
CR-10374,220489
CR-10194,220489
CR-10828,220489
CR-10190,220489
CR-10186,220489
CR-10856,220489
CR-10528,220816
CR-10090,221281
CR-10841,221421
CR-10844,221421
CR-10409,216170
CR-10512,216447
CR-10711,216957
CR-10043,217136
CR-10304,217308
CR-10690,217308
CR-10847,217308
CR-10833,217477
CR-10285,217652
CR-10009,217823
CR-10100,217823
CR-10554,217823
CR-10964,217823
CR-10105,217823
CR-10964,217995
CR-10102,217995
CR-10347,218169
CR-10266,218169
CR-10871,218169
CR-10599,218511
CR-10411,218511
CR-10840,218511
CR-10847,218511
CR-10522,218511
CR-10993,218511
CR-10415,218511
CR-10554,218511
CR-10211,218511
CR-10506,218511
CR-10307,218511
CR-10500,218689
CR-10384,218853
CR-10211,219019
CR-10847,219019
CR-10043,219342
CR-10645,219342
CR-10316,219342
CR-10707,219342
CR-10599,219342
CR-10546,219342
CR-10408,219342
CR-10405,219342
CR-10918,219342
CR-10279,219342
CR-10670,219342
CR-10643,219342
CR-10383,219018
CR-10603,219499
CR-10696,219989
CR-10867,220158
CR-10870,220158
CR-10493,220488
CR-10570,220974
CR-10833,221123
CR-10841,221420
CR-10589,215967
CR-10591,215967
CR-10090,216196
CR-10238,216779
CR-10345,216779
CR-10868,215861
CR-10229,215861
CR-10532,215861
CR-10849,215861
CR-10908,215861
CR-10102,215861
CR-10665,215861
CR-10949,215861
CR-10619,215861
CR-10103,215861
CR-10101,215861
CR-10900,215861
CR-10656,215861
CR-10942,215861
CR-10198,215861
CR-10204,215861
CR-10935,215861
CR-10026,215861
CR-10538,215861
CR-10192,215861
CR-10252,215861
CR-10024,215861
CR-10539,215861
CR-10878,215861
CR-10944,215861
CR-10191,215861
CR-10417,215861
CR-10872,215861
CR-10623,215861
CR-10030,215861
CR-10818,216169
CR-10043,217135
CR-10681,217476
CR-10657,217476
CR-10591,218168
CR-10593,218168
CR-10184,218852
CR-10936,218852
CR-10010,218852
CR-10873,218852
CR-10266,218852
CR-10871,218852
CR-10928,218852
CR-10987,218852
CR-10221,219988
CR-10633,219173
CR-10569,219173
CR-10997,220157
CR-10576,220646
CR-10665,220487
CR-10211,220815
CR-10818,221280
CR-10928,221533
CR-10936,221533
CR-10670,217821
CR-10504,217821
CR-10671,217821
PC-10275,217475
CR-10074,218510
CR-10827,218510
CR-10506,218510
CR-10279,218510
CR-10415,218510
CR-10411,218510
CR-10307,218510
CR-10522,218510
CR-10847,218510
CR-10334,218510
CR-10211,218510
CR-10554,218510
CR-10649,219017
CR-10528,219341
PC-10886,219498
CR-10968,219825
CR-10842,218509
CR-10291,218509
CR-10343,218686
CR-10589,218850
CR-10592,218850
CR-10633,219016
PC-10886,219497
CR-10889,219172
CR-10101,219659
CR-10009,219659
CR-10032,219987
CR-10670,219987
CR-10397,219987
CR-10671,220645
CR-10528,220814
CR-10932,220973
CR-10594,221279
CR-10681,221121
CR-10545,221121
CR-10692,216294
CR-10212,216294
CR-10883,217133
CR-10898,217133
CR-10094,217133
CR-10068,217133
CR-10385,217133
CR-10872,217133
CR-10808,217133
CR-10799,217133
CR-10066,217133
CR-10654,217133
CR-10589,217133
CR-10196,217133
CR-10968,217133
CR-10067,217133
CR-10505,217133
CR-10197,217133
CR-10644,217133
CR-10823,217133
CR-10065,217133
CR-10303,217133
CR-10880,217133
CR-10889,217305
CR-10008,217305
CR-10006,217305
CR-10009,217305
CR-11112,217305
CR-10809,217649
CR-10588,217820
CR-10819,217992
CR-10799,221120
CR-10701,221120
CR-10347,221120
CR-10832,221120
CR-10505,221120
CR-10796,221120
CR-10554,221120
CR-10412,221120
CR-10565,221120
CR-10898,221120
CR-10067,221120
CR-10797,221120
CR-10667,221120
CR-10052,221120
CR-10385,221120
CR-10108,221417
CR-10797,221417
CR-10069,216776
CR-10068,216776
CR-10654,216776
CR-10053,216776
CR-10347,216776
CR-10067,216776
CR-10642,216776
CR-10799,216776
CR-10873,216954
CR-10880,220155
CR-10086,220155
CR-10390,220155
CR-10051,220155
CR-11112,220155
CR-10642,220155
CR-10009,220155
CR-10326,220155
CR-10347,220155
CR-10006,220155
CR-10999,220155
CR-10936,220155
CR-10855,220155
CR-10847,220155
CR-10287,220155
CR-10090,220155
CR-11241,220155
CR-10832,220155
CR-10296,220155
CR-10808,220155
CR-10676,220155
CR-10609,220155
CR-10413,220155
CR-10283,220155
CR-10654,220155
CR-10089,220155
CR-10860,220155
CR-10403,220155
CR-10797,220155
CR-11000,220155
CR-10034,220155
CR-10241,220155
CR-11373,220155
CR-10528,220155
CR-10794,220155
CR-10940,220155
CR-10814,220155
CR-10048,220155
CR-10282,220155
CR-10828,220155
CR-10889,220155
CR-10832,220155
CR-10964,220155
CR-10238,220155
CR-10995,220155
CR-10065,220155
CR-10890,220155
CR-10511,220644
CR-10840,220972
CR-10976,219496
CR-10230,219496
CR-11052,219496
CR-10292,219496
CR-10379,219496
CR-10843,219496
CR-11008,219496
CR-10672,219496
CR-10357,219496
CR-10973,219496
CR-10069,219496
CR-10197,219496
CR-10554,219496
CR-10578,219496
CR-10206,219496
CR-10642,219496
CR-10173,219496
CR-10986,219496
CR-10969,219496
CR-10968,219496
CR-11100,219496
CR-11001,219496
CR-10855,219496
CR-10592,219496
CR-10957,219496
CR-10890,219496
CR-10589,219496
CR-10189,219496
CR-10094,219496
CR-10974,219496
CR-10097,219496
CR-10588,219496
CR-10576,219496
CR-10922,219658
CR-10325,217648
CR-11112,217473
CR-10009,217473
CR-10889,217473
CR-10008,217473
CR-10006,217473
CR-10504,217819
CR-10670,217819
CR-10046,217991
CR-10994,217991
CR-10856,218165
CR-10186,218165
CR-10385,218165
CR-10302,218338
CR-10506,218508
CR-10381,218685
CR-10881,218849
CR-10495,219171
CR-10029,221277
CR-10369,221277
CR-10364,221277
CR-10289,221277
CR-10288,221277
CR-10030,221277
CR-10252,221416
CR-10194,221416
CR-10847,221532
CR-10522,221532
CR-10957,221532
CR-10307,221532
CR-10670,221532
CR-10671,221532
CR-10504,221532
CR-10887,221532
CR-10869,216554
CR-10871,216554
CR-10948,216953
CR-10730,216775
PC-10350,219495
CR-10972,219657
CR-10573,219986
CR-10578,220485
CR-10110,220485
CR-10588,220485
CR-10329,220485
CR-10377,220485
CR-10649,220485
CR-10529,220485
CR-10011,220322
CR-10830,220643
CR-10818,220643
CR-10568,220643
CR-10644,220643
CR-10252,220643
CR-10065,220643
CR-10384,220643
CR-10187,220643
CR-10575,220643
CR-10221,220643
CR-10654,220643
CR-10100,220643
CR-10558,220643
CR-10067,220643
CR-10511,220643
CR-10633,220643
CR-10339,220813
CR-10030,220813
CR-10029,220813
CR-10097,220971
CR-10891,221119
CR-10892,221119
CR-10706,220812
CR-10190,221118
CR-10396,221276
CR-10035,216445
CR-10067,216445
CR-10347,216445
CR-10202,216952
CR-10343,217131
CR-11112,217304
CR-10009,217304
CR-10006,217304
CR-10008,217304
CR-10889,217304
CR-10346,217472
CR-10327,217472
CR-10533,217472
CR-10611,217647
CR-10670,217818
CR-10671,217818
CR-10504,217818
CR-10637,217990
CR-10962,218164
CR-10387,218507
CR-10728,218684
CR-10730,218684
CR-10731,218684
CR-10253,218848
CR-10816,219015
CR-10831,219015
CR-10901,219170
CR-10670,218683
CR-10674,218683
CR-10290,218683
CR-10927,218683
CR-10412,218683
CR-10981,218683
CR-10024,218683
CR-10731,218683
CR-10680,218683
CR-10405,218847
CR-10398,218847
CR-10077,219339
CR-10975,219339
CR-10211,219339
CR-10475,219339
CR-10670,219339
CR-10222,219339
CR-10584,219339
CR-10630,219339
CR-10671,219339
CR-10274,219339
CR-10886,219339
CR-10504,219339
CR-10600,219339
CR-10240,219339
CR-10636,219339
CR-10546,219339
CR-10223,219656
CR-10671,219656
CR-10054,219822
CR-10528,219985
CR-10797,220153
CR-10797,220321
CR-10196,220642
CR-10909,216951
CR-10094,216951
CR-10654,216951
CR-10100,216951
CR-10797,216951
CR-10973,216951
CR-10633,216951
CR-10383,216951
CR-10871,216951
CR-10348,216951
CR-10357,216951
CR-10007,216951
CR-10701,216951
CR-10796,216951
CR-10281,216951
CR-10972,216951
CR-10953,216951
CR-10415,216951
CR-10873,216951
CR-10212,216951
CR-10968,216951
CR-10090,216951
CR-10565,216951
CR-10565,216951
CR-10523,216951
CR-10823,216951
CR-10830,216951
CR-10683,216951
CR-10680,216951
CR-10965,216951
CR-10632,216951
CR-10853,216951
CR-10816,216951
CR-10925,216951
CR-10813,216951
CR-10808,216951
CR-10834,216951
CR-10808,216951
CR-10809,216951
CR-10869,216951
CR-10693,216951
CR-10251,216951
CR-10592,216951
CR-10903,216951
CR-10617,216951
CR-10329,216951
CR-10065,216951
CR-10266,216951
CR-10253,216951
CR-10190,216951
CR-10035,216951
CR-10893,216951
CR-10110,216951
CR-10412,216951
CR-10026,216951
CR-10890,216951
CR-10898,216951
CR-10186,216951
CR-10194,216951
CR-10543,216951
CR-10967,216951
CR-10795,217471
CR-10023,217646
CR-10554,217817
CR-10068,217817
CR-10898,217817
CR-10869,217817
CR-10067,217817
CR-10197,217817
CR-10731,217817
CR-10196,217817
CR-10412,217817
CR-10053,217817
CR-10972,217817
CR-10856,217817
CR-10644,217817
CR-10565,217817
CR-10717,218163
CR-10279,218163
CR-10206,218163
CR-10196,218163
CR-10621,218163
CR-10633,218163
CR-10266,218506
CR-10989,220811
CR-10212,220811
CR-10641,220811
CR-10924,220811
CR-10621,220811
CR-10729,220811
CR-10107,220811
CR-10923,220811
CR-10583,220811
CR-10994,220811
CR-10411,220811
CR-10993,220811
CR-10507,220811
CR-10410,220811
CR-10712,220811
CR-10504,220811
CR-10639,220811
CR-10711,220811
CR-10605,220811
CR-10710,220811
CR-10640,220811
CR-10630,220811
CR-10232,220811
CR-10637,220811
CR-10211,220811
CR-10632,220811
CR-10501,220811
CR-10717,220811
CR-10212,220969
CR-10307,221117
CR-10610,215860
CR-10618,215992
CR-10860,216380
CR-10832,216380
CR-10973,216444
CR-10511,216643
CR-10532,219655
CR-10527,219984
CR-10602,220152
CR-10603,220152
CR-10186,220641
CR-10283,220641
CR-10190,220641
CR-10856,220641
CR-10347,217816
CR-10644,217816
CR-10387,217816
CR-10799,217816
CR-10068,217816
CR-10317,217816
CR-10197,217816
CR-10069,217816
CR-10890,218162
CR-10582,218162
CR-10583,218162
CR-10411,218162
CR-10279,218162
CR-10403,218162
CR-10241,218335
CR-10804,218335
CR-10556,218335
CR-10256,218335
CR-10841,218505
CR-10672,218682
CR-10848,218846
CR-10035,219014
CR-10808,219014
CR-10670,219169
CR-10287,219338
CR-10327,219338
CR-10274,219338
CR-10346,219338
CR-10554,220482
CR-10059,220482
CR-10852,220482
CR-11000,220482
CR-10930,220482
CR-10412,220482
CR-10291,220482
CR-10100,220482
CR-10309,220482
CR-10986,220482
CR-10976,220482
CR-10800,220482
CR-10965,220482
CR-10276,220482
CR-10927,220482
CR-10348,220482
CR-10526,220482
CR-10546,220482
CR-10400,220482
CR-10009,220482
CR-11247,220482
CR-10415,220482
CR-10593,220482
CR-10609,220482
CR-10068,220482
CR-10877,220482
CR-10091,220482
CR-10876,220482
CR-10043,220482
CR-10053,220482
CR-10408,220482
CR-10026,220482
CR-10357,220482
CR-10834,220482
CR-10870,220482
CR-10521,220482
CR-10938,220482
CR-10307,220482
CR-10534,220482
CR-10501,220482
CR-10869,220482
CR-10942,220482
CR-10613,220482
CR-10859,220482
CR-10101,220482
CR-10622,220482
CR-10308,220482
CR-10194,220482
CR-10873,220482
CR-10363,220482
CR-10499,220482
CR-10688,220482
CR-10808,220482
CR-10562,220482
CR-10092,220482
CR-10387,220482
CR-10722,220482
CR-10301,220482
CR-10204,220482
CR-10109,221116
CR-10011,221274
CR-10173,216006
CR-10830,216379
CR-10409,216499
CR-10871,216499
CR-10898,216499
CR-10191,216499
CR-10869,216499
CR-10394,216499
CR-10610,216499
CR-10982,216499
CR-10877,216499
CR-10680,216499
CR-10981,216499
CR-10346,216950
CR-10219,217302
CR-10671,217470
CR-10670,217645
CR-10855,219654
CR-10019,220151
CR-10086,220151
CR-10258,220319
CR-10841,216334
CR-10813,216641
CR-10846,216949
PC-10275,217469
CR-10805,217644
CR-10729,217815
CR-10339,218334
CR-10290,218681
CR-10097,218681
CR-10391,218681
CR-10707,218681
CR-10843,219013
CR-10844,219013
CR-10059,219337
CR-10839,218503
CR-10821,218680
CR-10258,218844
CR-10255,218844
CR-10546,219012
CR-10060,219168
CR-10062,219168
CR-10060,219168
CR-10059,219168
CR-10347,219336
CR-10986,219336
CR-10412,219336
CR-10009,219336
CR-10683,219336
CR-10680,219336
CR-10898,219336
CR-10814,219336
CR-10588,219653
CR-10923,219819
CR-10705,219982
CR-10816,219982
CR-10347,220150
CR-10591,220481
CR-10238,220640
CR-10174,220640
CR-10818,220809
CR-10644,221115
CR-10336,221273
CR-10909,221531
CR-10809,215947
CR-10986,216194
CR-10409,216194
CR-10649,221530
CR-10383,221530
CR-10834,216057
CR-10860,216057
CR-10834,216377
CR-10830,216377
CR-10832,216377
CR-10869,216553
CR-10065,216553
CR-10682,216553
CR-10981,216553
CR-10197,216553
CR-10986,216553
CR-10883,216553
CR-10252,216553
CR-10505,216553
CR-10971,216553
CR-10197,216553
CR-10681,216553
CR-10970,216553
CR-10253,216553
CR-10230,216553
CR-10506,216553
CR-10880,216553
CR-10685,216640
CR-10589,216948
CR-10342,217127
PC-10275,217468
CR-10593,217814
CR-10681,220480
CR-10544,220480
CR-10069,220480
CR-10903,220480
CR-10253,220480
CR-10633,220480
CR-10873,220480
CR-10627,220480
CR-10951,220480
CR-10207,220480
CR-10292,220480
CR-10827,220480
CR-10251,220480
CR-10986,220480
CR-10642,220480
CR-10692,220480
CR-10920,220480
CR-10973,220480
CR-10924,220480
CR-10002,220480
CR-10660,220480
CR-10301,220480
CR-10090,220480
CR-10567,220480
CR-10593,220480
CR-10610,220480
CR-10546,220480
CR-10965,220480
CR-10576,220480
CR-10347,220639
CR-10981,220808
CR-10881,221413
CR-10593,217813
CR-10205,217813
CR-10069,217813
CR-10554,217813
CR-10876,217813
CR-10009,217813
CR-10799,217813
CR-10693,217813
CR-10627,217813
CR-10507,217813
CR-10093,217813
CR-10853,217813
CR-10942,217813
CR-10547,217813
CR-10558,217813
CR-10626,217813
CR-10091,217813
CR-10266,217813
CR-10106,217813
CR-10341,217813
CR-10823,217813
CR-10215,217813
CR-10823,217813
CR-10965,217813
CR-10565,217813
CR-10212,217813
CR-10893,217813
CR-10613,217813
CR-10868,217813
CR-10814,217813
CR-10660,217813
CR-10642,217813
CR-10671,217813
CR-10267,217813
CR-10504,217813
CR-10911,217813
CR-10636,217813
CR-10593,217813
CR-10694,217813
CR-10408,217813
CR-10566,217813
CR-10908,217813
CR-10695,217813
CR-10599,217813
CR-10607,217813
CR-10197,217813
CR-10198,217813
CR-10797,217986
CR-10728,217986
CR-10035,217986
CR-10389,217986
CR-10241,217986
CR-10387,217986
CR-10197,218332
CR-10692,218332
CR-10911,218332
CR-10011,218332
CR-10390,218502
CR-10389,218502
CR-10835,219652
CR-10267,219818
CR-10692,220318
CR-10011,220318
CR-10911,220318
CR-10197,220318
CR-10248,216947
CR-10024,216947
CR-10026,216947
CR-10490,216947
CR-10336,216947
CR-10301,216947
CR-10883,216947
CR-10266,216947
CR-10901,216947
CR-10332,216947
CR-10197,216947
CR-10087,216947
CR-10847,216947
CR-10279,216947
CR-10186,216947
CR-10069,216947
CR-10903,216947
CR-10530,216947
CR-10594,216947
CR-10319,216947
CR-10668,216947
CR-10529,216947
CR-10937,216947
CR-10613,216947
CR-10194,216947
CR-10986,216947
CR-10832,216947
CR-10809,216947
CR-10577,216947
CR-10251,216947
CR-10543,216947
CR-10609,216947
CR-10397,216947
CR-10588,216947
CR-10618,216947
CR-10016,216947
CR-10853,216947
CR-10530,216947
CR-10184,216947
CR-10037,216947
CR-10869,216947
CR-10565,216947
CR-10299,216947
CR-10813,216947
CR-10799,216947
CR-10953,216947
CR-10676,216947
CR-10841,216947
CR-10363,216947
CR-10365,216947
CR-10814,216947
CR-10052,216947
CR-10654,216947
CR-10644,216947
CR-10092,216947
CR-10701,216947
CR-10569,216947
CR-10814,216947
CR-10818,216947
CR-10390,216947
CR-10857,216947
CR-10190,216947
CR-10871,216947
CR-10965,216947
CR-10007,216947
CR-10187,216947
CR-10873,216947
CR-10110,216947
CR-10935,216947
CR-10939,216947
CR-10414,216947
CR-10383,216947
CR-10091,216947
CR-10173,216947
CR-10035,216947
CR-10872,216947
CR-10972,216947
CR-10565,216947
CR-10415,216947
CR-10630,216947
CR-10282,216947
CR-10797,216947
CR-10065,217126
CR-10064,217126
CR-10053,217126
CR-10062,217126
CR-10057,217126
PC-10275,217467
CR-10831,217642
CR-10340,217642
CR-10816,217642
CR-10872,216442
CR-10986,216442
CR-10683,216442
CR-10347,216442
CR-10244,216442
CR-10009,216442
CR-10633,216552
CR-10319,216552
CR-10668,216552
CR-10821,216552
CR-10347,216552
CR-10197,216552
CR-10841,216552
CR-10283,216552
CR-10713,216770
CR-10409,216770
CR-10408,216770
CR-10094,216770
CR-10701,216770
CR-10672,216770
CR-10689,216770
CR-10609,216770
CR-10057,216770
CR-10099,216770
CR-10066,216770
CR-10821,216770
CR-10038,216770
CR-10037,216770
CR-10797,216770
CR-10329,216770
CR-10210,220966
CR-10254,221114
CR-10109,221114
CR-10110,221114
CR-10898,221114
CR-10964,221114
CR-10067,221114
CR-10059,221114
CR-10072,221114
CR-10250,221114
CR-10832,221114
CR-10808,221114
CR-10307,221114
CR-10924,221114
CR-10731,221114
CR-10065,221114
CR-10384,221114
CR-10967,221114
CR-10972,221114
CR-10495,221271
CR-10023,221412
CR-10032,221412
CR-10068,221412
CR-10190,221412
CR-10397,221412
CR-10347,221412
CR-10329,221412
CR-10856,221412
CR-10292,221412
CR-10194,221412
CR-10889,221412
CR-10068,221412
CR-10043,217125
CR-10065,217125
CR-10062,217125
CR-10502,217125
CR-10416,217125
CR-10064,217125
CR-10339,217299
CR-10228,217299
CR-10609,217299
CR-10035,217299
PC-10275,217466
CR-10008,217985
CR-10009,217985
CR-11112,217985
CR-10889,217985
CR-10006,217985
CR-10799,218158
CR-10265,218331
CR-10609,218679
CR-10889,219492
CR-10889,219492
CR-11112,219492
CR-10990,219651
CR-10989,219651
CR-10803,219980
CR-10731,220148
CR-10901,220317
CR-10554,220479
CR-10405,220479
CR-10092,220638
CR-10066,216769
CR-10890,221411
CR-10999,221411
CR-10680,221411
CR-10554,221411
CR-10024,221411
CR-10400,221411
CR-10927,221411
CR-10883,221411
CR-10899,221411
CR-10889,221411
CR-10690,221411
CR-10068,221411
CR-10554,221411
CR-10409,221411
CR-10599,221411
CR-10329,221411
CR-10408,221411
CR-10808,221411
CR-10507,221411
CR-10279,221411
CR-10190,221411
CR-10841,221411
CR-10097,221411
CR-10856,221411
CR-10716,221411
CR-10007,221411
CR-10684,221411
CR-10053,221411
CR-10360,221411
CR-10860,216038
CR-10394,216038
CR-10506,216101
CR-10830,216263
CR-10589,216263
CR-10871,216263
CR-10682,216263
CR-10593,216263
CR-10834,216263
CR-10869,216263
CR-10986,216263
CR-10591,216263
CR-10808,216332
CR-10191,216551
CR-10007,216551
CR-10642,216551
CR-10830,216551
CR-10212,216551
CR-10065,216551
CR-10283,216551
CR-10007,216551
CR-10898,216551
CR-10853,216551
CR-10709,216638
CR-10710,216638
CR-10500,220965
CR-10627,221113
CR-10171,221113
CR-10544,218157
CR-10546,218157
CR-10505,218678
CR-10391,218678
CR-10813,218841
CR-10609,219333
PC-10344,219491
CR-10612,219650
CR-10032,219650
CR-10101,219650
CR-10502,219650
CR-10256,219650
CR-10827,219650
CR-10804,219650
CR-10007,219650
CR-10902,219650
CR-10381,219650
CR-10611,219650
CR-10553,219650
CR-10689,219650
CR-10345,219650
CR-10406,219650
CR-11008,219650
CR-10398,219979
CR-10962,220147
CR-10889,220316
CR-10681,220637
CR-10684,220637
CR-10218,220806
CR-10881,215784
CR-10236,215784
CR-10558,215784
CR-10252,215784
CR-10927,215784
CR-10936,215784
CR-10868,215784
CR-10016,215784
CR-10358,215784
CR-10934,215784
CR-10172,215784
CR-10354,215784
CR-10310,215784
CR-10965,215784
CR-10204,215784
CR-10206,215784
CR-10924,215784
CR-10583,215784
CR-10357,215784
CR-10908,215784
CR-10852,215784
CR-10928,215784
CR-10968,215784
CR-10878,215859
CR-10419,215859
CR-10392,215859
PC-10349,215966
CR-10650,216550
CR-10517,216945
CR-10064,217124
CR-10065,217124
CR-10054,217124
CR-11112,217298
CR-10006,217298
CR-10009,217298
CR-10008,217298
CR-10889,217298
CR-10931,221528
CR-10405,221528
CR-10554,221528
CR-10827,221528
CR-10711,221528
CR-10671,221528
CR-10504,221528
CR-10690,221528
CR-10522,221528
CR-10847,221528
CR-10882,221528
CR-10410,221528
CR-10475,221528
CR-10670,221528
CR-10602,221528
CR-10411,221528
CR-10957,221528
CR-10887,221528
CR-10403,221528
CR-10307,221528
CR-10937,219490
CR-10828,219490
CR-10592,219490
CR-10334,219490
CR-10818,219490
CR-10981,219490
CR-10094,219490
CR-10649,219490
CR-10855,219490
CR-10969,219490
CR-10255,219490
CR-10281,219490
CR-10893,219490
CR-10172,219490
CR-10974,219490
CR-10546,219490
CR-10871,219490
CR-10683,219490
CR-10982,219490
CR-10258,219490
CR-10855,219490
CR-10191,219490
CR-10244,219490
CR-10690,219490
CR-10925,219490
CR-10973,219490
CR-10642,219490
CR-10363,219490
CR-10313,219490
CR-10986,219490
CR-10489,219490
CR-10197,219490
CR-10164,219490
CR-10299,219490
CR-10671,219490
CR-10830,219490
CR-10252,219490
CR-10607,219490
CR-10680,219490
CR-10936,219490
CR-10403,219490
CR-10212,219490
CR-10033,219490
CR-11008,219490
CR-10890,219490
CR-10968,219490
CR-10965,219490
CR-10543,219490
CR-10672,219490
CR-10266,219490
CR-10657,219649
CR-10419,219649
CR-10675,219649
CR-10808,219815
CR-10343,219815
CR-10329,220146
CR-10554,220636
CR-10024,220805
CR-10613,220964
CR-10076,221269
CR-10203,221269
CR-10554,221269
CR-10369,221269
CR-10110,221269
CR-10075,221269
CR-10797,221269
CR-10484,221269
CR-10007,221269
CR-10408,221269
CR-10716,221269
CR-10823,221269
PC-10582,218677
CR-10673,218840
CR-10231,219332
CR-10230,219332
CR-10852,217983
CR-10890,218156
CR-10611,218329
CR-10091,216767
CR-10412,216767
CR-10186,216767
CR-10360,216767
CR-10505,216767
CR-10068,216767
CR-10110,216767
CR-10035,216767
CR-10199,216767
CR-10386,216767
CR-10405,216767
CR-10588,216767
CR-10554,216767
CR-10187,216767
CR-10291,216767
CR-10504,216767
CR-10238,216767
CR-10731,216767
CR-10569,216767
CR-10657,216767
CR-10591,216767
CR-10644,216767
CR-10383,216767
CR-10799,216767
CR-10383,216767
CR-10347,216767
CR-10295,216767
CR-10937,216767
CR-10986,216767
CR-10633,216767
CR-10968,216767
CR-10869,216767
CR-10543,216767
CR-10628,216767
CR-10814,216767
CR-10554,216767
CR-10495,216767
CR-10558,216767
CR-10313,216767
CR-10515,216767
CR-10191,216767
CR-10377,216767
CR-10197,216767
CR-10588,216767
CR-10283,216767
CR-10609,216767
CR-10252,216767
CR-10173,216767
CR-10568,216767
CR-10529,216767
CR-10818,216767
CR-10194,216767
CR-10357,216767
CR-10065,216767
CR-10967,216767
CR-10583,216767
CR-10569,216767
CR-10847,216767
CR-10680,216767
CR-10898,216767
CR-10972,216767
CR-10911,216767
CR-10642,216767
CR-10378,216767
CR-10813,216767
CR-10683,216767
CR-10809,216767
CR-10814,216767
CR-10890,216767
CR-10187,216767
CR-10565,216767
CR-10593,216767
CR-10808,216767
CR-10965,216767
CR-10009,216767
CR-10384,216767
CR-10325,216767
CR-10880,216767
CR-10205,216767
CR-10797,216767
CR-10973,216767
CR-10251,216767
CR-10855,216767
CR-10830,216767
CR-10832,216767
CR-10871,216767
CR-10329,216767
CR-10374,216767
CR-10189,216767
CR-10810,216767
CR-10274,216767
CR-10551,216767
CR-10281,216767
CR-10681,216767
CR-10066,216767
CR-10094,216944
CR-10649,217123
CR-10901,217123
CR-10292,217297
CR-10957,216005
CR-10354,216005
CR-10245,216005
CR-10847,216005
CR-10615,216005
CR-10554,216005
CR-10931,216005
CR-10522,216005
CR-10506,216005
CR-10221,216005
CR-10388,216005
CR-10415,216005
CR-10623,216005
CR-10827,216005
CR-10411,216005
CR-10074,216005
CR-10605,216005
CR-10690,216005
CR-10841,216005
CR-10476,216005
CR-10334,216005
CR-10211,216005
CR-10690,216005
CR-10279,216005
CR-10403,216005
CR-10840,216005
CR-10541,216005
CR-10707,216005
CR-10645,216005
CR-10599,216005
CR-10283,216056
CR-10283,216056
CR-10507,216056
CR-10967,216262
CR-10593,216262
CR-10830,216262
CR-10591,216262
CR-10898,216262
CR-10191,215783
CR-10231,215783
CR-10192,215783
CR-10976,215783
CR-10889,215783
CR-10968,215783
CR-10898,215783
CR-10310,215783
CR-10877,215783
CR-10354,215783
CR-10859,215783
CR-10933,215783
CR-10924,215783
CR-10925,215783
CR-10593,215783
CR-10967,215783
CR-10067,215783
CR-10583,215783
CR-10176,215783
CR-10881,215783
CR-10359,215783
CR-10880,215783
CR-10830,215783
CR-10090,215783
CR-10840,215783
CR-10879,215783
CR-10838,215783
CR-10180,215783
CR-10197,220314
CR-10710,220635
CR-10709,220635
CR-10334,220804
CR-10823,220804
CR-10011,221111
CR-10911,221111
CR-10336,221410
CR-10008,217464
CR-11112,217464
CR-10006,217464
CR-10889,217464
CR-10009,217464
CR-10516,217982
CR-10603,217982
PC-10582,218676
PC-10010,219008
CR-10196,219648
CR-10100,219814
CR-10588,220962
CR-10250,220962
CR-10593,220962
CR-10628,220962
CR-10908,220962
CR-10341,220962
CR-10665,220962
CR-10901,220962
CR-10256,220962
CR-11100,220962
CR-10814,220962
CR-10860,220962
CR-10813,220962
CR-10099,220962
CR-10253,220962
CR-10191,220962
CR-10267,220962
CR-10874,220962
CR-10544,220962
CR-10110,220962
CR-10953,220962
CR-10638,220962
CR-10554,220962
CR-10569,220962
CR-10684,220962
CR-10973,220962
CR-10961,220962
CR-10383,220962
CR-10881,220962
CR-10281,220962
CR-10796,220962
CR-10799,220962
CR-10889,220962
CR-10870,220962
CR-10859,220962
CR-10196,220962
CR-10975,220962
CR-10213,220962
CR-10066,220962
CR-10319,220962
CR-10505,220962
CR-10053,220962
CR-10093,220962
CR-10198,220962
CR-10078,220962
CR-10681,220962
CR-10654,220962
CR-10853,220962
CR-10214,220962
CR-10406,220962
CR-10644,220962
CR-10546,220962
CR-10649,220962
