Order Number,Address Number Header,Order Gross Amount,Order Type Header,Business Unit Order Header,Order Date Header,Hold Orders Code Header,Company Number Header,Stop Code Header,Zone Code Header,Hold Code Header,Ship To Address Header,Parent Address Number Header,Orderby Header,Freight Code Header
221324,10015793,67.02,SO,CR,102084,  ,00001,   ,   ,  ,101492,101552,PURCHASING,4
221463,10025243,0,SO,CR,102086,  ,00001,   ,   ,  ,101319,525,HAROLD O.,3
216580,10022732,91.33,SO,CR,102002,  ,00001,   ,   ,  ,101268,30,JULIE,4
216180,10025919,102.33,SO,CR,102003,  ,00001,   ,   ,  ,100786,85030,          ,3
217008,10023715,86.25,SO,CR,102007,  ,00001,DS,   ,  ,100849,101551,          ,2
217702,10023715,8.98,SO,CR,102018,  ,00001,DS,   ,  ,100849,101551,          ,2
217875,10010912,107.75,SO,CR,102022,  ,00001,   ,   ,  ,100778,85520,BILLY,4
218047,10019388,5.74,SO,CR,102024,  ,00001,   ,   ,  ,577,577,          ,4
218220,10020962,470.28,SO,CR,102028,  ,00001,   ,   ,  ,13900,13900,          ,2
218563,10009985,2356,SO,CR,102035,  ,00001,   ,   ,  ,101263,101551,          ,3
219064,10025025,35.16,SO,CR,102043,  ,00001,   ,   ,  ,101005,16450,HEATHER,4
219222,10025251,1349.6,SO,CR,102045,  ,00001,   ,   ,  ,164,164,          ,3
219393,10022730,767.42,SO,CR,102049,  ,00001,DS,   ,  ,156,156,          ,4
219708,10025919,241.73,SO,CR,102053,  ,00001,   ,   ,  ,101028,85030,DORIS,4
219875,10024006,60.59,SO,CR,102057,  ,00001,DS,   ,  ,101095,521,KELLY,4
220037,10026336,337.49,SO,CR,102059,  ,00001,   ,   ,  ,100793,49465,CJ,4
220537,10025919,74.29,SO,CR,102070,  ,00001,   ,   ,  ,101649,85030,DANA,4
220698,10025248,28.05,SO,CR,102072,  ,00001,   ,   ,  ,311,311,          ,4
220865,10024006,119.4,SO,CR,102074,  ,00001,   ,   ,  ,101095,521,KEN,3
221170,10025919,321.13,SO,CR,102079,  ,00001,DS,   ,  ,85030,85030,          ,4
215873,10023524,0,CO,CR,102081,  ,00001,   ,   ,  ,101310,15000,RETURNS,   
215954,10016588,378.92,SO,CR,102016,  ,00001,   ,   ,  ,79950,79950,          ,3
216830,10000460,42.08,SO,CR,102001,  ,00001,DS,   ,  ,63850,63850,MARSHALL,4
217188,10021936,109.02,SO,CR,102009,  ,00001,   ,   ,  ,71433,71433,FAX,   
217529,10019665,140.01,SO,CR,102016,  ,00001,DS,   ,  ,91900,91900,          ,4
217874,10025919,96.77,SO,CR,102022,  ,00001,DS,   ,  ,101256,85030,          ,4
218046,10015495,105.82,SO,CR,102024,  ,00001,DS,   ,  ,101172,101548,          ,4
218392,10024248,694.94,SO,CR,102031,  ,00001,   ,   ,  ,100966,65800,ROY,6
220204,10016549,531.76,SO,CR,102064,  ,00001,   ,   ,  ,101183,73970,PURCHASING,3
220368,10013238,3.48,SO,CR,102066,  ,00001,   ,   ,  ,101036,301,FAX,2
220536,10014546,95.66,SO,CR,102070,  ,00001,   ,   ,  ,27450,27450,SIMON,4
220864,10025051,32.79,SO,CR,102074,  ,00001,   ,   ,  ,100916,84920,          ,4
215973,10018644,297.14,SO,CR,102063,  ,00001,   ,   ,  ,101114,101564,          ,3
216238,10024550,113.5,SO,CR,102007,  ,00001,   ,   ,  ,100962,22,          ,4
216308,10025919,62.34,SO,CR,102007,  ,00001,   ,   ,  ,101654,85030,          ,4
216523,10014264,2847.95,SO,CR,102009,  ,00001,   ,   ,  ,100932,238,LARRY S.,3
216678,10026839,179.64,SO,CR,102001,  ,00001,DS,   ,  ,48,101551,          ,2
219063,10025025,48.25,SO,CR,102043,  ,00001,   ,   ,  ,100851,16450,HEATHER,4
219392,10022730,774.21,SO,CR,102049,  ,00001,DS,   ,  ,156,156,          ,4
219545,10025025,72.19,SO,CR,102051,  ,00001,   ,   ,  ,101005,16450,          ,4
219707,10025033,16.45,SO,CR,102053,  ,00001,   ,   ,  ,346,346,COOKIE,4
219874,10017638,51.52,SO,CR,102057,  ,00001,DS,   ,  ,101713,244,          ,4
217700,10025560,112.79,SO,CR,102018,  ,00001,DS,   ,  ,93785,93785,JEREMY,4
217873,10024260,141.23,SO,CR,102022,  ,00001,   ,   ,  ,101323,1600,PURCHASING,4
218045,10015495,100.78,SO,CR,102024,  ,00001,DS,   ,  ,101579,101548,          ,4
218391,10024260,0,SO,CR,102031,  ,00001,DS,   ,  ,101323,1600,KRISTIN,3
218562,10021986,89.81,SO,CR,102035,  ,00001,DS,   ,  ,14303,101554,          ,2
218738,10000473,489.52,SO,CR,102037,  ,00001,   ,   ,  ,562,562,PURCHASING,4
216237,10024550,424.54,SO,CR,102007,  ,00001,   ,   ,  ,100962,22,          ,4
217006,10020192,48.27,SO,CR,102007,  ,00001,DS,   ,  ,13365,101552,          ,4
217187,10014804,351.11,SO,CR,102009,  ,00001,   ,   ,  ,100947,101556,FAX,4
220535,10014546,1154.63,SO,CR,102070,  ,00001,   ,   ,  ,27450,27450,SIMON,3
220863,10014739,749.23,SO,CR,102074,  ,00001,   ,   ,  ,148,148,          ,4
221014,10025248,225.34,SO,CR,102078,  ,00001,   ,   ,  ,311,311,SCOTT,3
221168,10014495,8,SO,CR,102079,  ,00001,DS,   ,  ,93331,93331,MIKE,6
221462,10019678,144.48,SO,CR,102086,  ,00001,   ,   ,  ,100763,101552,ADAM,4
215872,10025025,0,CO,CR,102081,  ,00001,   ,   ,  ,100975,16450,RETURNS,   
216117,10018871,1032.02,SO,PC,102004,  ,00001,   ,   ,  ,100956,101557,          ,2
216143,10002506,24.33,SO,CR,102018,  ,00001,   ,   ,  ,101047,78306,PAUL F.,3
219706,10025025,26.84,SO,CR,102053,  ,00001,   ,   ,  ,100851,16450,          ,4
219873,10021996,81.63,SO,CR,102057,  ,00001,DS,   ,  ,377,377,BOBBI,4
220203,10000474,80.68,SO,CR,102064,  ,00001,   ,   ,  ,100842,513,FAX,4
217005,10023715,144.99,SO,CR,102007,  ,00001,DS,   ,  ,100849,101551,          ,2
217527,10015495,182.47,SO,CR,102016,  ,00001,DS,   ,  ,101154,101548,          ,4
217872,10012715,137.61,SO,CR,102022,  ,00001,DS,   ,  ,101415,101559,MARY,2
218044,10025560,71.9,SO,CR,102024,  ,00001,DS,   ,  ,93785,93785,          ,4
218217,10025552,1731.43,SO,CR,102028,  ,00001,DS,   ,  ,101963,101963,PURCHASING,4
218390,10021911,140.78,SO,CR,102031,  ,00001,DS,   ,  ,100780,93780,KENNETH,4
218561,10015793,15.05,SO,CR,102035,  ,00001,   ,   ,  ,101492,101552,MARK,4
218898,10017638,92.35,SO,CR,102039,  ,00001,   ,   ,  ,100722,244,          ,4
219062,10026839,31.98,SO,CR,102043,  ,00001,DS,   ,  ,48,101551,          ,2
219220,10002506,30.47,SO,CR,102045,  ,00001,   ,   ,  ,100949,78306,DWAYNE,4
219391,10025051,35.96,SO,CR,102049,  ,00001,   ,   ,  ,101009,84920,STEVE,4
218897,10017638,424.18,SO,CR,102039,  ,00001,   ,   ,  ,101285,244,          ,4
219061,10019897,0,SO,CR,102043,  ,00001,   ,   ,  ,27350,27350,          ,3
219219,10023471,46.65,SO,CR,102045,  ,00001,DS,   ,  ,94380,94380,          ,4
219544,10025025,369.41,SO,CR,102051,  ,00001,   ,   ,  ,100975,16450,          ,4
220367,10009985,81.29,SO,CR,102066,  ,00001,DS,   ,  ,101263,101551,          ,2
220534,10017638,40.04,SO,CR,102070,  ,00001,DS,   ,  ,101713,244,MICHAEL,3
220695,10011997,117.14,SO,CR,102072,  ,00001,   ,   ,  ,422,422,MARY,4
220862,10023715,142.93,SO,CR,102074,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
221167,10002506,17.57,SO,CR,102079,  ,00001,   ,   ,  ,100914,78306,          ,4
215871,10025919,0,CO,CR,102081,  ,00001,   ,   ,  ,101648,85030,RETURNS,   
220694,10014546,133.83,SO,CR,102072,  ,00001,   ,   ,  ,27450,27450,SIMON,4
221012,10009985,26.87,SO,CR,102078,  ,00001,DS,   ,  ,101263,101551,          ,2
216116,10018871,487.87,SO,PC,102011,  ,00001,   ,   ,  ,100956,101557,          ,2
216177,10012422,731.52,SO,CR,102007,  ,00001,   ,   ,  ,101086,578,PURCHASING,3
216827,10010912,161.34,SO,CR,102001,  ,00001,   ,   ,  ,100778,85520,DAVID,4
217004,10023715,63.48,SO,CR,102007,  ,00001,DS,   ,  ,100849,101551,          ,2
217356,10015495,155.87,SO,CR,102014,  ,00001,DS,   ,  ,101154,101548,          ,4
218043,10025919,91.23,SO,CR,102024,  ,00001,DS,   ,  ,101646,85030,          ,4
218216,10025251,7319.5,SO,CR,102028,  ,00001,   ,   ,  ,164,164,          ,2
218560,10021986,622.02,SO,CR,102035,  ,00001,DS,   ,  ,14303,101554,          ,2
218736,10013238,1069.79,SO,CR,102037,  ,00001,   ,   ,  ,101181,301,FAX,3
220201,10016549,607.49,SO,CR,102064,  ,00001,   ,   ,  ,100930,73970,PURCHASING,3
220366,10002506,14.21,SO,CR,102066,  ,00001,   ,   ,  ,101162,78306,GARY,6
219704,10021179,28.42,SO,CR,102053,  ,00001,   ,   ,  ,29095,29095,BOBBY,4
219871,10002506,117.63,SO,CR,102057,  ,00001,   ,   ,  ,100949,78306,          ,4
220033,10016549,122.52,SO,CR,102059,  ,00001,   ,   ,  ,100930,73970,EDGLE,4
219543,10020184,22953.39,SO,PC,102051,  ,00001,   ,   ,  ,61620,61620,          ,2
217184,10025033,16.26,SO,CR,102009,  ,00001,   ,   ,  ,346,346,FAX,4
217355,10009985,801.31,SO,CR,102014,  ,00001,DS,   ,  ,101263,101551,          ,2
217525,10023447,113.13,SO,CR,102016,  ,00001,DS,   ,  ,101578,101548,          ,4
217870,10014546,129.22,SO,CR,102022,  ,00001,DS,   ,  ,27450,27450,SIMON,4
218042,10025252,1052.58,SO,CR,102024,  ,00001,DS,   ,  ,100870,62,PURCHASING,4
218215,10006093,8.22,SO,CR,102028,  ,00001,   ,   ,  ,101155,56490,PURCHASING,4
218388,10025291,676.98,SO,CR,102031,  ,00001,   ,   ,  ,174,174,PURCHASING,4
219060,10010698,172.21,SO,CR,102043,  ,00001,   ,   ,  ,100820,79380,LEE,4
220693,10011997,368.93,SO,CR,102072,  ,00001,   ,   ,  ,422,422,MARY,4
220861,10021986,89.81,SO,CR,102074,  ,00001,DS,   ,  ,14303,101554,          ,2
221460,10025919,744.15,SO,CR,102086,  ,00001,   ,   ,  ,101647,85030,          ,4
216115,10018871,648.65,SO,PC,102018,  ,00001,   ,   ,  ,100956,101557,          ,2
216400,10021911,250.62,SO,CR,102057,  ,00001,   ,   ,  ,100780,93780,KENNETH,3
218558,10023715,32582.34,SO,CR,102035,  ,00001,   ,   ,  ,100849,101551,          ,3
218734,10000472,555.81,SO,CR,102037,  ,00001,   ,   ,  ,583,583,PURCHASING,4
218895,10017638,3000.26,SO,CR,102039,  ,00001,   ,   ,  ,100839,244,          ,3
219059,10025049,330.57,SO,CR,102043,  ,00001,DS,   ,  ,93330,93330,PHONE,6
219703,10009672,152.17,SO,CR,102053,  ,00001,DS,   ,  ,86974,86974,          ,2
219870,10021986,622.02,SO,CR,102057,  ,00001,DS,   ,  ,14303,101554,          ,2
220032,10016588,746.66,SO,CR,102059,  ,00001,DS,   ,  ,79950,79950,          ,3
220365,10016549,69.52,SO,CR,102066,  ,00001,   ,   ,  ,101099,73970,MATT,4
220531,10015824,2509.5,SO,CR,102070,  ,00001,   ,   ,  ,101076,48111,C BARKER,4
220692,10026839,83.49,SO,CR,102072,  ,00001,DS,   ,  ,48,101551,PURCHASING,2
220860,10021986,622.02,SO,CR,102074,  ,00001,DS,   ,  ,14303,101554,          ,2
221010,10025560,0,SO,CR,102078,  ,00001,DS,   ,  ,93785,93785,          ,3
221164,10024260,116.83,SO,CR,102079,  ,00001,   ,   ,  ,101475,1600,PURCHASING,4
215953,10023783,70.12,SO,CR,102011,  ,00001,   ,   ,  ,101195,3520,          ,4
216114,10018871,31688.59,SO,PC,102011,  ,00001,   ,   ,  ,100956,101557,          ,2
216236,10024550,861.27,SO,CR,102007,  ,00001,   ,   ,  ,100962,22,          ,4
217183,10011398,70.53,SO,CR,102009,  ,00001,   ,   ,  ,3354,3354,          ,4
217354,10025919,50.11,SO,CR,102014,  ,00001,DS,   ,  ,85030,85030,          ,4
217524,10017638,117.85,SO,CR,102016,  ,00001,DS,   ,  ,101713,244,          ,4
217698,10025049,84.3,SO,CR,102018,  ,00001,DS,   ,  ,93330,93330,WALK-IN,6
217869,10021936,68.84,SO,CR,102022,  ,00001,   ,   ,  ,71433,71433,          ,3
218387,10016588,637.52,SO,CR,102031,  ,00001,DS,   ,  ,79950,79950,PURCHASING,4
218040,10007123,503.03,SO,CR,102024,  ,00001,   ,   ,  ,101185,101556,PURCHASING,3
218386,10025919,353.68,SO,CR,102031,  ,00001,   ,   ,  ,100786,85030,PURCHASING,4
218733,10025552,4935.08,SO,CR,102037,  ,00001,DS,   ,  ,101963,101963,PURCHASING,3
218894,10017638,523.86,SO,CR,102039,  ,00001,   ,   ,  ,100881,244,          ,4
219216,10025552,868.17,SO,CR,102045,  ,00001,DS,   ,  ,101963,101963,PURCHASING,4
219387,10016784,13.57,SO,CR,102049,  ,00001,DS,   ,  ,101311,393,          ,4
219542,10020184,22953.39,SO,PC,102051,  ,00001,   ,   ,  ,61620,61620,          ,2
219702,10025033,27.57,SO,CR,102053,  ,00001,   ,   ,  ,346,346,COOKIE,4
219869,10026839,161.65,SO,CR,102057,  ,00001,DS,   ,  ,48,101551,          ,2
220031,10025919,91.49,SO,CR,102059,  ,00001,DS,   ,  ,85030,85030,          ,4
216113,10018871,1730.68,SO,PC,102025,  ,00001,   ,   ,  ,100956,101557,          ,2
216467,10025495,76.91,SO,CR,102007,  ,00001,   ,   ,  ,100898,8200,DARYL,4
216824,10016548,0,SO,CR,102001,  ,00001,   ,   ,  ,100835,86075,          ,3
217353,10025919,259.44,SO,CR,102014,  ,00001,   ,   ,  ,101648,85030,          ,4
217523,10017638,93.52,SO,CR,102016,  ,00001,DS,   ,  ,101713,244,          ,4
220198,10021175,168.52,SO,CR,102064,  ,00001,DS,   ,  ,100990,61400,DAVE,4
220691,10002506,292.05,SO,CR,102072,  ,00001,   ,   ,  ,100869,78306,BRIAN,4
219541,10025025,5.75,SO,CR,102051,  ,00001,   ,   ,  ,16450,16450,          ,4
218556,10026839,5319.98,SO,CR,102035,  ,00001,   ,   ,  ,48,101551,          ,3
218732,10023524,60.03,SO,CR,102037,  ,00001,DS,   ,  ,101310,15000,BRYAN,4
217522,10026581,15.21,SO,CR,102016,  ,00001,   ,   ,  ,101080,280,          ,4
218039,10021911,0,SO,CR,102024,  ,00001,DS,   ,  ,100780,93780,          ,3
218212,10024248,57.28,SO,CR,102028,  ,00001,   ,   ,  ,100966,65800,PURCHASING,6
218385,10023715,7.41,SO,CR,102031,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
221317,10011734,11702.74,SO,CR,102084,  ,00001,   ,   ,  ,100866,2714,PURCHASING,3
216112,10018871,1538.38,SO,PC,102011,  ,00001,   ,   ,  ,100956,101557,          ,2
216466,10007123,117.04,SO,CR,102022,  ,00001,   ,   ,  ,101185,101556,PURCHASING,4
216521,10023221,143.03,SO,CR,102022,  ,00001,DS,   ,  ,101048,101564,          ,4
216823,10014546,82.9,SO,CR,102001,  ,00001,   ,   ,  ,27450,27450,SIMON,4
221162,10017828,20.43,SO,CR,102079,  ,00001,   ,   ,  ,101165,97700,FAX,4
218892,10025919,7217.73,SO,CR,102039,  ,00001,   ,   ,  ,85030,85030,          ,3
219058,10025251,124.44,SO,CR,102043,  ,00001,DS,   ,  ,164,164,          ,4
219540,10020184,22953.39,SO,PC,102051,  ,00001,   ,   ,  ,61620,61620,          ,2
219700,10002506,0,SO,CR,102053,  ,00001,   ,   ,  ,100869,78306,BRIAN,3
219868,10026839,32.02,SO,CR,102057,  ,00001,DS,   ,  ,48,101551,          ,2
220197,10000472,457.22,SO,CR,102064,  ,00001,   ,   ,  ,583,583,PURCHASING,4
220529,10026606,4655.64,SO,PC,102070,  ,00001,   ,   ,  ,100983,101557,          ,2
220690,10015275,16.75,SO,CR,102072,  ,00001,   ,   ,  ,58188,101562,CHRIS,4
218211,10025919,91.74,SO,CR,102028,  ,00001,DS,   ,  ,85030,85030,PURCHASING,4
218384,10021175,73.87,SO,CR,102031,  ,00001,DS,   ,  ,100990,61400,PURCHASING,4
218731,10024009,40.07,SO,CR,102037,  ,00001,   ,   ,  ,100862,272,          ,4
221161,10012715,1418.64,SO,CR,102079,  ,00001,   ,   ,  ,101415,101559,          ,3
221316,10016045,12.62,SO,CR,102084,  ,00001,   ,   ,  ,58190,101562,PURCHASING,4
216111,10018871,1190.38,SO,PC,102002,  ,00001,   ,   ,  ,100956,101557,          ,4
216822,10012715,72.5,SO,CR,102001,  ,00001,DS,   ,  ,101415,101559,          ,2
217180,10025025,12.98,SO,CR,102009,  ,00001,   ,   ,  ,100975,16450,HEATHER,6
217351,10026606,2327.82,SO,PC,102014,  ,00001,   ,   ,  ,100983,101557,          ,2
217696,10012715,58.99,SO,CR,102018,  ,00001,DS,   ,  ,101415,101559,MARY,2
220196,10023447,2656.64,SO,CR,102064,  ,00001,   ,   ,  ,101578,101548,          ,3
220528,10016588,24.76,SO,CR,102070,  ,00001,DS,   ,  ,79950,79950,PURCHASING,4
220689,10023471,28.93,SO,CR,102072,  ,00001,DS,   ,  ,94380,94380,SERGEO,4
221008,10021470,164.88,SO,CR,102078,  ,00001,DS,   ,  ,36000,36000,TRAE,4
218891,10002506,201.88,SO,CR,102039,  ,00001,   ,   ,  ,100949,78306,PAUL F.,3
219057,10016549,55.65,SO,CR,102043,  ,00001,DS,   ,  ,100930,73970,TY,4
219384,10025778,281.34,SO,CR,102049,  ,00001,DS,   ,  ,89044,89044,DENNIS,4
219539,10025025,7.27,SO,CR,102051,  ,00001,   ,   ,  ,16450,16450,          ,4
219699,10021936,93.32,SO,CR,102053,  ,00001,   ,   ,  ,71433,71433,CHARLES,4
220029,10020914,80.29,SO,CR,102059,  ,00001,DS,   ,  ,101458,70950,          ,3
216399,10010886,790.24,SO,CR,102080,  ,00001,   ,   ,  ,1400,1400,FAX,3
216520,10022450,150.51,SO,CR,102022,  ,00001,DS,   ,  ,101599,101564,          ,4
216676,10014264,0,SO,CR,102014,  ,00001,DS,   ,  ,100932,238,AUDRIE,3
216998,10007120,13.52,SO,CR,102007,  ,00001,   ,   ,  ,100847,35150,KEITH,4
217179,10015275,88.31,SO,CR,102009,  ,00001,   ,   ,  ,58188,101562,GLEN,4
217350,10026606,2327.82,SO,PC,102014,  ,00001,   ,   ,  ,100983,101557,          ,2
217520,10025919,134.94,SO,CR,102016,  ,00001,DS,   ,  ,85030,85030,          ,4
217695,10025025,282.21,SO,CR,102018,  ,00001,   ,   ,  ,100975,16450,          ,4
217865,10025025,45.73,SO,CR,102022,  ,00001,   ,   ,  ,101203,16450,          ,4
218037,10021470,87.88,SO,CR,102024,  ,00001,DS,   ,  ,36000,36000,DONNA,4
218554,10025919,30.53,SO,CR,102035,  ,00001,DS,   ,  ,85030,85030,          ,4
218730,10025238,118.75,SO,CR,102037,  ,00001,   ,   ,  ,18251,18251,MAYNARD,4
218890,10002506,1.36,SO,CR,102039,  ,00001,   ,   ,  ,101047,78306,PAUL F.,3
219056,10016548,25.59,SO,CR,102043,  ,00001,DS,   ,  ,86075,86075,BRAXTON,4
219213,10018665,0,SO,CR,102045,  ,00001,DS,   ,  ,194,194,PURCHASING,3
219383,10016858,572.53,SO,CR,102049,  ,00001,   ,   ,  ,2050,2050,          ,6
219538,10020184,22953.39,SO,PC,102051,  ,00001,   ,   ,  ,61620,61620,          ,2
220195,10023447,4130.77,SO,CR,102064,  ,00001,   ,   ,  ,101578,101548,          ,3
220360,10016549,46.14,SO,CR,102066,  ,00001,   ,   ,  ,100930,73970,          ,4
220688,10020192,341.27,SO,CR,102072,  ,00001,   ,   ,  ,13365,101552,TY,6
220856,10023489,209.17,SO,CR,102074,  ,00001,   ,   ,  ,100764,101552,PURCHASING,4
221160,10025919,353.98,SO,CR,102079,  ,00001,   ,   ,  ,100786,85030,          ,4
216110,10018871,793.58,SO,PC,102025,  ,00001,   ,   ,  ,100956,101557,          ,4
217178,10020192,83.88,SO,CR,102009,  ,00001,DS,   ,  ,13365,101552,FAX,4
217519,10025919,13.82,SO,CR,102016,  ,00001,DS,   ,  ,100972,85030,          ,4
217694,10018871,8638.29,SO,PC,102018,  ,00001,   ,   ,  ,100956,101557,          ,2
218036,10017638,65.4,SO,CR,102024,  ,00001,DS,   ,  ,101713,244,          ,4
218382,10023715,141.3,SO,CR,102031,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
218889,10002506,413.98,SO,CR,102039,  ,00001,   ,   ,  ,100914,78306,PAUL F.,3
219537,10020184,22953.39,SO,PC,102051,  ,00001,   ,   ,  ,61620,61620,          ,2
219866,10025264,58.79,SO,CR,102057,  ,00001,   ,   ,  ,94390,94390,RUBEN,4
220194,10026522,283.65,SO,CR,102064,  ,00001,   ,   ,  ,101201,560,          ,4
220359,10025919,0,SO,CR,102066,  ,00001,   ,   ,  ,85030,85030,TOM H,3
220526,10020927,0,SO,CR,102070,  ,00001,DS,   ,  ,101015,12020,BEV,3
220687,10010912,27.18,SO,CR,102072,  ,00001,DS,   ,  ,100778,85520,PURCHASING,4
220855,10009985,24.84,SO,CR,102074,  ,00001,DS,   ,  ,101263,101551,PURCHASING,2
221314,10016858,15.12,SO,CR,102084,  ,00001,   ,   ,  ,2050,2050,          ,4
215794,10025049,0,CO,CR,102014,  ,00001,   ,   ,  ,93330,93330,WALK-IN,   
215952,10025025,102.34,SO,CR,102009,  ,00001,   ,   ,  ,101203,16450,          ,3
216109,10018871,853.78,SO,PC,102004,  ,00001,   ,   ,  ,100956,101557,          ,4
216268,10025919,91.69,SO,CR,102028,  ,00001,DS,   ,  ,85030,85030,          ,4
216465,10023715,69.82,SO,CR,102014,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
221159,10025919,253.01,SO,CR,102079,  ,00001,   ,   ,  ,100955,85030,          ,4
221313,10025919,134.52,SO,CR,102084,  ,00001,   ,   ,  ,100786,85030,          ,4
221457,10023715,29.04,SO,CR,102086,  ,00001,DS,   ,  ,100849,101551,          ,2
216356,10016047,69.69,SO,CR,102002,  ,00001,   ,   ,  ,37880,37880,O.C.,4
216573,10009985,88.32,SO,CR,102014,  ,00001,DS,   ,  ,101263,101551,          ,2
216819,10012715,203.13,SO,CR,102001,  ,00001,DS,   ,  ,101415,101559,          ,2
217518,10009985,298.08,SO,CR,102016,  ,00001,DS,   ,  ,101263,101551,          ,2
218035,10017638,386.97,SO,CR,102024,  ,00001,DS,   ,  ,101713,244,          ,4
218552,10025919,16.97,SO,CR,102035,  ,00001,DS,   ,  ,101137,85030,          ,4
218728,10013238,9737.25,SO,CR,102037,  ,00001,   ,   ,  ,101219,301,FAX,3
219382,10024006,0,SO,CR,102049,  ,00001,DS,   ,  ,101095,521,KELLY,3
219696,10017638,431.63,SO,CR,102053,  ,00001,   ,   ,  ,101063,244,          ,3
220026,10024499,469.6,SO,CR,102059,  ,00001,   ,   ,  ,83010,83010,DOUG,4
220525,10024550,437.08,SO,CR,102070,  ,00001,   ,   ,  ,100962,22,          ,4
220686,10025033,287.13,SO,CR,102072,  ,00001,   ,   ,  ,346,346,          ,4
220854,10013232,702.9,SO,CR,102074,  ,00001,   ,   ,  ,100771,9405,GERRY,4
221005,10020915,158.13,SO,CR,102078,  ,00001,   ,   ,  ,69700,69700,MIKE,4
221456,10021911,174.44,SO,CR,102086,  ,00001,   ,   ,  ,100780,93780,          ,4
216108,10018871,639.24,SO,PC,102011,  ,00001,   ,   ,  ,100956,101557,          ,4
216234,10002765,181.69,SO,CR,102007,  ,00001,   ,   ,  ,60700,60700,PURCHASING,3
216519,10019942,319.52,SO,CR,102001,  ,00001,   ,   ,  ,526,526,AMBER L.,3
216674,10015793,91.26,SO,CR,102002,  ,00001,   ,   ,  ,101492,101552,SHAWN,4
216818,10024248,58.1,SO,CR,102001,  ,00001,   ,   ,  ,100966,65800,          ,6
216996,10025919,0,SO,CR,102007,  ,00001,   ,   ,  ,100801,85030,          ,3
217176,10009647,78.18,SO,CR,102009,  ,00001,DS,   ,  ,100915,101552,FAX,4
217862,10025025,32.58,SO,CR,102022,  ,00001,DS,   ,  ,16450,16450,          ,4
218034,10025919,0,SO,CR,102024,  ,00001,   ,   ,  ,101187,85030,          ,3
218207,10023221,34.08,SO,CR,102028,  ,00001,DS,   ,  ,101048,101564,          ,4
218380,10023715,76.65,SO,CR,102031,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
218551,10025919,597.78,SO,CR,102035,  ,00001,DS,   ,  ,101028,85030,          ,4
218727,10013238,9379.05,SO,CR,102037,  ,00001,   ,   ,  ,101036,301,FAX,3
219211,10023524,761.7,SO,CR,102045,  ,00001,   ,   ,  ,101310,15000,          ,3
221158,10025919,88.22,SO,CR,102079,  ,00001,   ,   ,  ,101652,85030,          ,4
221312,10025919,195.73,SO,CR,102084,  ,00001,   ,   ,  ,85030,85030,          ,4
218887,10021936,243.74,SO,CR,102039,  ,00001,   ,   ,  ,71433,71433,CHARLES,4
219210,10021223,84065.54,SO,PC,102045,  ,00001,   ,   ,  ,101638,101557,          ,2
219381,10026839,31.98,SO,CR,102049,  ,00001,DS,   ,  ,48,101551,PURCHASING,2
219695,10017638,776.94,SO,CR,102053,  ,00001,   ,   ,  ,100809,244,          ,3
220025,10025289,710.99,SO,CR,102059,  ,00001,DS,   ,  ,348,348,JOHN,4
220192,10006037,1190.53,SO,CR,102064,  ,00001,   ,   ,  ,102138,102137,          ,4
220685,10019388,251.12,SO,CR,102072,  ,00001,DS,   ,  ,577,577,TRACY,4
220853,10008134,61.48,SO,CR,102074,  ,00001,DS,   ,  ,93790,93790,PURCHASING,4
216028,10018871,1462.67,SO,PC,102002,  ,00001,   ,   ,  ,100956,101557,          ,2
216140,10019942,276.2,SO,CR,102007,  ,00001,   ,   ,  ,526,526,PURCHASING,3
216518,10022456,332.95,SO,CR,102007,  ,00001,DS,   ,  ,62860,62860,HERB,4
216572,10025495,28.28,SO,CR,102010,  ,00001,   ,   ,  ,100898,8200,ADAM,3
216817,10016045,458.15,SO,CR,102001,  ,00001,   ,   ,  ,58190,101562,KEVIN S,4
217346,10017638,342.65,SO,CR,102011,  ,00001,DS,   ,  ,101713,244,          ,4
217516,10016549,179.32,SO,CR,102016,  ,00001,   ,   ,  ,101099,73970,SCOTT,4
217691,10002506,46.16,SO,CR,102018,  ,00001,   ,   ,  ,100878,78306,DAN,6
218033,10009356,0,SO,CR,102024,  ,00001,   ,   ,  ,101780,369,FAX,3
218206,10021977,109.06,SO,CR,102028,  ,00001,DS,   ,  ,101242,101564,          ,4
218379,10023715,71.6,SO,CR,102031,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
221455,10013188,15743.31,SO,CR,102086,  ,00001,   ,   ,  ,100912,12640,GLENN,3
217515,10022450,56.51,SO,CR,102015,  ,00001,DS,   ,  ,101599,101564,          ,4
217690,10003795,0,SO,CR,102018,  ,00001,   ,   ,  ,101224,101556,          ,3
218032,10016858,3.3,SO,CR,102024,  ,00001,   ,   ,  ,2050,2050,          ,3
218205,10022490,142.47,SO,CR,102028,  ,00001,DS,   ,  ,100897,101564,          ,4
218378,10023715,114.92,SO,CR,102031,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
218549,10023715,70.03,SO,CR,102035,  ,00001,DS,   ,  ,100849,101551,          ,2
