AggKey,YTD Sales Amount,LY YTD Sales Amount,TM Sales Amount,LY TM Sales Amount,LY Tot Sales Amount,YTD Sales Margin Amount,LY YTD Sales Margin Amount,TM Sales Margin Amount,LY TM Sales Margin Amount,LY Tot Sales Margin Amount,Current Open Amount,Current BackOrder Amount,Current Backlog Amount
121-10025291-15879,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-29312,$342,$0,$0,$0,$0,$157,$0,$0,$0,$0,0,0,0
121-10025291-21268,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-37172,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-30490,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-63058,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-29167,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-34699,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-27343,$87,$0,$0,$0,$0,$43,$0,$0,$0,$0,0,0,0
121-10025291-18250,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-30557,$402,$0,$133,$0,$0,$177,$0,$58,$0,$0,0,0,0
121-10025291-39198,$514,$0,$146,$0,$0,$250,$0,$75,$0,$0,0,0,0
121-10025291-13109,$47,$0,$0,$0,$0,$37,$0,$0,$0,$0,0,0,0
121-10025291-17801,"$11,021",$0,$0,$0,$0,"$4,725",$0,$0,$0,$0,0,0,0
121-10025291-29753,$484,$0,$241,$0,$0,$117,$0,$57,$0,$0,0,0,0
125-10019150-25987,$87,$0,$87,$0,$0,$71,$0,$71,$0,$0,0,0,0
117-10025238-37780,$114,$0,$114,$0,$0,$80,$0,$80,$0,$0,0,0,0
124-10026522-2040,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
183-10020388-5742,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
183-10020388-28929,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
183-10020388-32720,$30,$0,$0,$0,$0,$23,$0,$0,$0,$0,0,0,0
115-10021203-29769,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-35274,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-61472,$22,$0,$22,$0,$0,$14,$0,$14,$0,$0,0,0,0
143-10018885-29257,$58,$0,$39,$0,$0,$24,$0,$16,$0,$0,0,0,0
143-10018885-63935,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-60902,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-28876,$19,$0,$0,$0,$0,$9,$0,$0,$0,$0,0,0,0
143-10018885-61016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-21296,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-63520,$10,$0,$3,$0,$0,$5,$0,$2,$0,$0,0,0,0
143-10018885-63945,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-63796,$73,$0,$49,$0,$0,$51,$0,$34,$0,$0,0,0,0
143-10018885-15236,$324,$0,$144,$0,$0,$243,$0,$108,$0,$0,0,0,0
143-10018885-62624,$275,$0,$275,$0,$0,$71,$0,$71,$0,$0,0,0,0
143-10018885-63811,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-28929,"$1,360",$0,$0,$0,$0,$796,$0,$0,$0,$0,0,0,0
143-10018885-61604,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10000472-30468,$48,$0,$22,$0,$0,$37,$0,$17,$0,$0,0,0,0
160-10000472-21319,$41,$0,$15,$0,$0,$27,$0,$10,$0,$0,0,0,0
160-10000472-35309,$155,$0,$0,$0,$0,$44,$0,$0,$0,$0,0,0,0
160-10000472-1936,$34,$0,$15,$0,$0,$30,$0,$13,$0,$0,0,0,0
160-10000472-36030,$772,$0,$521,$0,$0,$410,$0,$276,$0,$0,0,0,0
160-10000472-28884,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10000472-62871,"$2,006",$0,$0,$0,$0,"$1,071",$0,$0,$0,$0,0,0,0
160-10000472-21296,$304,$0,$113,$0,$0,$250,$0,$92,$0,$0,0,0,0
160-10000472-37812,$165,$0,$71,$0,$0,$88,$0,$38,$0,$0,0,0,0
160-10000472-37673,"$1,511",$0,$906,$0,$0,$762,$0,$457,$0,$0,0,0,0
160-10000472-28929,"$1,904",$0,$0,$0,$0,"$1,124",$0,$0,$0,$0,0,0,0
160-10000472-62017,$90,$0,$0,$0,$0,$18,$0,$0,$0,$0,0,0,0
160-10000472-39387,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10000472-36054,$291,$0,$108,$0,$0,$190,$0,$70,$0,$0,0,0,0
160-10000472-21456,$68,$0,$0,$0,$0,$58,$0,$0,$0,$0,0,0,0
160-10000472-21268,$506,$0,$294,$0,$0,$480,$0,$279,$0,$0,0,0,0
160-10000472-34287,$261,$0,$69,$0,$0,$128,$0,$34,$0,$0,0,0,0
160-10000472-62616,"$13,054",$0,"$13,054",$0,$0,"$2,799",$0,"$2,799",$0,$0,0,0,0
143-10018885-63799,$97,$0,$49,$0,$0,$48,$0,$24,$0,$0,0,0,0
143-10018885-60101,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-34797,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-61484,$630,$0,$252,$0,$0,$233,$0,$99,$0,$0,0,0,0
143-10018885-62623,$137,$0,$137,$0,$0,$33,$0,$33,$0,$0,0,0,0
143-10018885-36015,$809,$0,$360,$0,$0,$548,$0,$244,$0,$0,0,0,0
143-10018885-36030,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10018885-21268,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
161-10019682-60035,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
158-10025515-37171,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10010974-28244,$0,$0,$0,$0,$0,($51),$0,($51),$0,$0,0,0,0
136-10027356-2040,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
117-10025238-26769,$302,$0,$77,$0,$0,$143,$0,$37,$0,$0,0,0,0
127-10010974-29902,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10010974-34594,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-63653,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10019942-37850,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
176-10017576-64420,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
176-10017576-39025,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
180-10026299-29070,"$6,384",$0,$0,$0,$0,"$4,224",$0,$0,$0,$0,0,0,0
124-10026522-62524,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
124-10026522-31727,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
124-10026522-37843,$28,$0,$0,$0,$0,$17,$0,$0,$0,$0,0,0,0
124-10026522-31332,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
124-10026522-30106,$61,$0,$0,$0,$0,$28,$0,$0,$0,$0,0,0,0
124-10026522-29166,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
124-10026522-32963,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
124-10026522-15236,$43,$0,$0,$0,$0,$34,$0,$0,$0,$0,0,0,0
124-10026522-32966,$593,$0,$0,$0,$508,$195,$0,$0,$0,$167,0,0,0
124-10026522-15639,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
124-10026522-37574,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
124-10026522-25933,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10027572-31727,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
154-10000466-63130,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10025305-31513,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10021203-29071,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
111-10025248-63070,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
145-10025037-30289,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10000472-63841,$11,$0,$0,$0,$0,($4),$0,$0,$0,$0,0,0,0
160-10000472-37839,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10000472-37842,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10000472-37847,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10000472-37846,$48,$0,$0,$0,$0,$20,$0,$0,$0,$0,0,0,0
160-10000472-37843,$48,$0,$0,$0,$0,$24,$0,$0,$0,$0,0,0,0
160-10000472-37850,$48,$0,$0,$0,$0,$23,$0,$0,$0,$0,0,0,0
160-10000472-37851,$48,$0,$0,$0,$0,$23,$0,$0,$0,$0,0,0,0
160-10000472-60013,$71,$0,$0,$0,$0,$11,$0,$0,$0,$0,0,0,0
160-10000472-63851,$22,$0,$0,$0,$0,($9),$0,$0,$0,$0,0,0,0
160-10000472-63850,$133,$0,$0,$0,$0,$45,$0,$0,$0,$0,0,0,0
160-10000472-39400,$355,$0,$0,$0,$0,$104,$0,$0,$0,$0,0,0,0
144-10024022-37843,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10010974-1827,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
117-10025238-63653,$105,$0,$0,$0,$0,$71,$0,$0,$0,$0,0,0,0
103-10009356-1Z9483440344943465,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
103-10009356-50131745881,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
103-10009356-36030,$0,$0,$0,$0,$30,$0,$0,$0,$0,$15,0,0,0
182-10025285-5013174559,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
157-10020914-5013174556,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
119-10025036-60744,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
107-10022490-5013174625,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025919-31840,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
167-10022450-1Z9483440344644994,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
167-10022450-39900,$0,$0,$0,$0,$205,$0,$0,$0,$0,$184,0,0,0
121-10010914-50131745831,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10010914-26771,$0,$0,$0,$0,$97,$0,$0,$0,$0,$45,0,0,0
110-10006862-50131745849,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
110-10006862-37173,$0,$0,$0,$0,$283,$0,$0,$0,$0,$121,0,0,0
104-10016588-39400,$0,$0,$0,$0,$103,$0,$0,$0,$0,$40,0,0,0
104-10016588-37852,$0,$0,$0,$0,$54,$0,$0,$0,$0,$28,0,0,0
104-10016588-63003,$0,$0,$0,$0,$137,$0,$0,$0,$0,$68,0,0,0
104-10016588-63004,$0,$0,$0,$0,$137,$0,$0,$0,$0,$68,0,0,0
180-10012715-50131745857,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025919-50131747217,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
175-10007121-1Z9483440346340102,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10015495-50131745873,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10015495-62947,$0,$0,$0,$0,$356,$0,$0,$0,$0,$126,0,0,0
160-10010912-1Z9483440346967294,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-39340,$110,$0,$0,$0,$0,$18,$0,$0,$0,$0,0,0,0
136-10023221-35096,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-60766,$265,$0,$133,$0,$0,$114,$0,$57,$0,$0,0,0,0
170-10013188-38060,$925,$0,$0,$0,$0,$669,$0,$0,$0,$0,0,0,0
175-10009643-34987,$119,$0,$0,$0,$0,$78,$0,$0,$0,$0,0,0,0
117-10013238-50131745914,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
104-10016588-5013174624,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10017638-50131747233,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10021986-1Z45481W0244796206,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10017638-50131745766,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10021986-1Z45481W0245390133,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10021986-1Z45481W0245028990,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10021986-1Z45481W0243017719,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
136-10019664-1Z9483440346315701,$0,$0,$0,$0,$9,$0,$0,$0,$0,$9,0,0,0
179-10021986-1Z45481W0244658187,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
144-10020927-1Z9483440344317445,$0,$0,$0,$0,$37,$0,$0,$0,$0,$37,0,0,0
108-10025919-50131745865,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10021986-1Z45481W0243641768,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10021986-1Z45481W0243618945,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
134-10023524-50131745906,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10017638-50131747259,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
183-10000478-50131745823,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
183-10000478-47801,$0,$0,$0,$0,$919,$0,$0,$0,$0,$447,0,0,0
183-10000478-62027,$0,$0,$0,$0,$102,$0,$0,$0,$0,$65,0,0,0
183-10000478-21296,$0,$0,$0,$0,$5,$0,$0,$0,$0,$4,0,0,0
183-10000478-39595,$0,$0,$0,$0,$195,$0,$0,$0,$0,$103,0,0,0
183-10000478-60448,$0,$0,$0,$0,$279,$0,$0,$0,$0,$71,0,0,0
183-10000478-36001,$0,$0,$0,$0,$465,$0,$0,$0,$0,$296,0,0,0
183-10000478-61500,$0,$0,$0,$0,$408,$0,$0,$0,$0,$85,0,0,0
157-10023241-28878,$0,$0,$0,$0,$47,$0,$0,$0,$0,$1,0,0,0
157-10023241-28724,$0,$97,$0,$0,$266,$0,$25,$0,$0,$69,0,0,0
157-10023241-35048,$0,$0,$0,$0,$49,$0,$0,$0,$0,$29,0,0,0
157-10023241-63148,$0,$0,$0,$0,$121,$0,$0,$0,$0,$62,0,0,0
157-10023241-38914,$0,$0,$0,$0,$104,$0,$0,$0,$0,$24,0,0,0
157-10023241-21296,$0,$0,$0,$0,$52,$0,$0,$0,$0,$42,0,0,0
111-10025305-1Z9483440345641931,$0,$0,$0,$0,$17,$0,$0,$0,$0,$17,0,0,0
111-10025305-34440,$0,$0,$0,$0,$70,$0,$0,$0,$0,$34,0,0,0
111-10025305-7536,$0,$0,$0,$0,$158,$0,$0,$0,$0,$103,0,0,0
115-10023447-5013174555,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10023447-33547,$0,$0,$0,$0,$68,$0,$0,$0,$0,$26,0,0,0
157-10020914-37374,$0,$0,$0,$0,$31,$0,$0,$0,$0,$18,0,0,0
157-10020914-63559,$0,$165,$0,$165,$824,$0,$57,$0,$57,$285,0,0,0
144-10025033-63070,$0,$0,$0,$0,$96,$0,$0,$0,$0,$46,0,0,0
144-10025033-1Z9483440346043915,$0,$0,$0,$0,$5,$0,$0,$0,$0,$5,0,0,0
103-10002506-60451,$0,$0,$0,$0,$3,$0,$0,$0,$0,$2,0,0,0
103-10002506-25985,$0,$0,$0,$0,$29,$0,$0,$0,$0,$23,0,0,0
103-10002506-1Z9483440344110891,$0,$0,$0,$0,$4,$0,$0,$0,$0,$4,0,0,0
118-10014739-1Z9483440346880887,$0,$0,$0,$0,$48,$0,$0,$0,$0,$48,0,0,0
160-10010912-1Z9483440345296145,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
129-10007566-5013174551,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
120-10025243-1Z9483440346007053,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
120-10025243-29312,$0,$0,$0,$0,$50,$0,$0,$0,$0,$24,0,0,0
175-10014264-5013174625,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10008134-38391,$0,$0,$0,$0,$45,$0,$0,$0,$0,$11,0,0,0
115-10008134-1Z9483440345013842,$0,$0,$0,$0,$5,$0,$0,$0,$0,$5,0,0,0
108-10025919-34797,$0,$0,$0,$0,$6,$0,$0,$0,$0,$4,0,0,0
129-10007566-1Z9483440345491326,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
129-10007566-28929,$0,$0,$0,$0,$43,$0,$0,$0,$0,$28,0,0,0
150-10010897-1Z9483440344831120,$0,$0,$0,$0,$121,$0,$0,$0,$0,$121,0,0,0
182-10019678-25411,$0,$0,$0,$0,$122,$0,$0,$0,$0,$73,0,0,0
182-10019678-1Z9483440345022654,$0,$0,$0,$0,$9,$0,$0,$0,$0,$9,0,0,0
115-10017638-1Z9483440346898789,$0,$0,$0,$0,$57,$0,$0,$0,$0,$57,0,0,0
115-10017638-1Z9483440346616574,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
105-10016549-1Z9483440346696792,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
105-10016549-25985,$0,$0,$0,$0,$51,$0,$0,$0,$0,$45,0,0,0
115-10017638-30746,$0,$0,$0,$0,$75,$0,$0,$0,$0,$30,0,0,0
115-10017638-1Z9483440345244352,$0,$0,$0,$0,$20,$0,$0,$0,$0,$20,0,0,0
118-10026299-50131747225,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
130-10026336-1Z9483440146073191,$0,$0,$0,$0,$34,$0,$0,$0,$0,$34,0,0,0
130-10026336-31684,$0,$0,$0,$0,$73,$0,$0,$0,$0,$55,0,0,0
157-10020914-60927,$0,$0,$0,$0,$29,$0,$0,$0,$0,$11,0,0,0
157-10020914-1Z9483440344582980,$0,$0,$0,$0,$8,$0,$0,$0,$0,$8,0,0,0
108-10025919-1Z9483440346987941,$0,$0,$0,$0,$11,$0,$0,$0,$0,$11,0,0,0
173-10009985-1Z9483441245146209,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10007123-5013174553,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10007123-915400,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10007123-38076,$0,$0,$0,$0,$613,$0,$0,$0,$0,$369,0,0,0
160-10007123-63815,$0,$0,$0,$0,$5,$0,$0,$0,$0,$2,0,0,0
160-10007123-36001,$0,$0,$0,$0,$691,$0,$0,$0,$0,$436,0,0,0
113-10025049-60891,$0,$0,$0,$0,$28,$0,$0,$0,$0,$18,0,0,0
134-10023524-1Z9483440344381625,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
117-10013238-5013174558,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
157-10020914-38051,$0,$319,$0,$0,"$1,264",$0,$110,$0,$0,$423,0,0,0
132-10009657-                         ,$0,$6,$0,$6,$6,$0,$6,$0,$6,$6,0,0,0
132-10009657-1Z9483440344801420,$0,$0,$0,$0,$6,$0,$0,$0,$0,$6,0,0,0
153-10014804-1Z9483441246632511,$0,$0,$0,$0,$49,$0,$0,$0,$0,$49,0,0,0
167-10025038-1Z9483440346704031,$0,$0,$0,$0,$6,$0,$0,$0,$0,$6,0,0,0
169-10017054-40619,$0,$0,$0,$0,$0,$0,$0,$0,$0,($327),0,0,0
169-10017054-5013174625,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
103-10009356-50131745790,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10023538-50131745807,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
175-10007121-1Z9483441246151924,$0,$0,$0,$0,$35,$0,$0,$0,$0,$35,0,0,0
175-10007121-239782,$0,$0,$0,$0,$272,$0,$0,$0,$0,$151,0,0,0
108-10025919-1Z9483441244814533,$0,$0,$0,$0,$22,$0,$0,$0,$0,$22,0,0,0
180-10023715-1Z9483440346094585,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
103-10002506-39345,$0,$0,$0,$0,$134,$0,$0,$0,$0,$41,0,0,0
103-10002506-61759,$0,$0,$0,$0,$482,$0,$0,$0,$0,($15),0,0,0
113-10024248-39886,$0,$0,$0,$0,$21,$0,$0,$0,$0,$14,0,0,0
175-10014264-39608,$0,$0,$0,$0,$80,$0,$0,$0,$0,$27,0,0,0
175-10014264-37838,$0,$0,$0,$0,$85,$0,$0,$0,$0,$39,0,0,0
175-10014264-37847,$0,$0,$0,$0,$85,$0,$0,$0,$0,$57,0,0,0
175-10014264-39553,$0,$0,$0,$0,$85,$0,$0,$0,$0,$29,0,0,0
175-10014264-39609,$0,$0,$0,$0,$85,$0,$0,$0,$0,$42,0,0,0
175-10014264-37848,$0,$0,$0,$0,$85,$0,$0,$0,$0,$58,0,0,0
175-10014264-37802,$0,$0,$0,$0,$85,$0,$0,$0,$0,$37,0,0,0
175-10014264-37850,$0,$57,$0,$0,$198,$0,$32,$0,$0,$111,0,0,0
175-10014264-37852,$0,$28,$0,$0,$141,$0,$15,$0,$0,$77,0,0,0
175-10014264-37851,$0,$0,$0,$0,$85,$0,$0,$0,$0,$48,0,0,0
175-10014264-37842,$0,$0,$0,$0,$85,$0,$0,$0,$0,$45,0,0,0
175-10014264-37845,$0,$0,$0,$0,$85,$0,$0,$0,$0,$19,0,0,0
175-10014264-62686,$0,$0,$0,$0,$86,$0,$0,$0,$0,$44,0,0,0
175-10021911-1Z9483440344084349,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10024248-31728,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025919-25929,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10024248-34726,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
118-10014739-30260,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
118-10014739-37468,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
118-10014739-15271,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
130-10023489-26737,$72,$0,$0,$0,$0,$25,$0,$0,$0,$0,0,0,0
130-10023489-26563,$70,$0,$0,$0,$0,$26,$0,$0,$0,$0,0,0,0
115-10017638-1z9483440346996977,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10017638-61090,$0,$0,$0,$0,$118,$0,$0,$0,$0,$62,0,0,0
120-10025243-1z9483440346751598,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
168-10022456-1z9483440345398704,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10023447-34278,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
130-10020192-5013301037,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
159-10016858-33448,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025919-5013301044,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10025025-5013301038,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10024260-1z9483440346082749,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
136-10023221-37432,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
180-10012715-22631,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10025025-5013301041,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
136-10023221-5013301047,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
182-10025285-1z9483440344094329,$0,$0,$0,$0,$5,$0,$0,$0,$0,$5,0,0,0
157-10013765-1z9483440346545981,$0,$0,$0,$0,$4,$0,$0,$0,$0,$4,0,0,0
134-10019388-1z9483440345685019,$0,$0,$0,$0,$5,$0,$0,$0,$0,$5,0,0,0
103-10002506-1z9483440345536840,$0,$0,$0,$0,$4,$0,$0,$0,$0,$4,0,0,0
130-10026839-1Z9483440344626996,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
117-10021977-1z9483440345568084,$0,$0,$0,$0,$4,$0,$0,$0,$0,$4,0,0,0
136-10023221-1z9483440344957852,$0,$0,$0,$0,$4,$0,$0,$0,$0,$4,0,0,0
136-10023221-1z9483440345234523,$0,$0,$0,$0,$4,$0,$0,$0,$0,$4,0,0,0
180-10025552-1z9483440344540408,$0,$0,$0,$0,$12,$0,$0,$0,$0,$12,0,0,0
185-10009631-1z9483440346259559,$0,$0,$0,$0,$20,$0,$0,$0,$0,$20,0,0,0
158-10019900-1z9483440344830265,$0,$0,$0,$0,$4,$0,$0,$0,$0,$4,0,0,0
119-10025036-1z9483440346929674,$0,$0,$0,$0,$5,$0,$0,$0,$0,$5,0,0,0
168-10022456-1z9483440344306500,$0,$0,$0,$0,$30,$0,$0,$0,$0,$30,0,0,0
180-10025552-1z9483440346829059,$0,$0,$0,$0,$38,$0,$0,$0,$0,$38,0,0,0
167-10022450-1z9483440344773336,$0,$0,$0,$0,$6,$0,$0,$0,$0,$6,0,0,0
108-10025919-1z9483440344855195,$0,$0,$0,$0,$41,$0,$0,$0,$0,$41,0,0,0
181-10024260-1z9483440346284021,$0,$0,$0,$0,$4,$0,$0,$0,$0,$4,0,0,0
115-10020915-1z9483440344534540,$0,$0,$0,$0,$14,$0,$0,$0,$0,$14,0,0,0
108-10025919-1z9483440345653928,$0,$0,$0,$0,$17,$0,$0,$0,$0,$17,0,0,0
108-10025919-1z9483440346466343,$0,$0,$0,$0,$10,$0,$0,$0,$0,$10,0,0,0
108-10025919-1z9483440345138637,$0,$0,$0,$0,$11,$0,$0,$0,$0,$11,0,0,0
136-10023221-1z9483440346959776,$0,$0,$0,$0,$8,$0,$0,$0,$0,$8,0,0,0
108-10025919-1z9483440344289182,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
143-10025025-5013301045,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
173-10009985-1Z9483440346005466,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
173-10009985-1Z9483440344612241,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
142-10021412-5013301034,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
